"","taxon","freq","prev","p.freq","p.prev","p","not.contaminant","phylum","class","order","family","genus","species","in.homd","in.core.hominid","in.contam.list","taxon_category","threshold"
"859","271865",3.17952008437812e-05,41,NA,0.198529411764706,0.198529411764706,FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Brucellaceae","Ochrobactrum","Ochrobactrum quorumnocens",FALSE,FALSE,TRUE,"In contam list",0.05
"860","2769351",1.64653653931522e-05,23,NA,0.330882352941177,0.330882352941177,FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Brucellaceae","Brucella","Brucella sp. 6810",FALSE,FALSE,FALSE,"None",0.05
"861","401562",1.16807434492973e-05,5,NA,0.463235294117647,0.463235294117647,FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae","Aureimonas","Aureimonas ureilytica",FALSE,FALSE,FALSE,"None",0.05
"862","293089",0.000143116986859898,45,NA,0.169117647058824,0.169117647058824,FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae","Martelella","Martelella mediterranea",FALSE,FALSE,FALSE,"None",0.05
"863","2715960",3.01290726320239e-05,12,NA,0.411764705882353,0.411764705882353,FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. PSBB068",FALSE,FALSE,TRUE,"In contam list",0.05
"864","187304",6.14086514295932e-05,27,NA,0.301470588235294,0.301470588235294,FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Roseibium","Roseibium aggregatum",FALSE,FALSE,FALSE,"None",0.05
"865","1482074",8.63125011494855e-06,23,NA,0.330882352941177,0.330882352941177,FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Pleomorphomonadaceae","Hartmannibacter","Hartmannibacter diazotrophicus",FALSE,FALSE,FALSE,"None",0.05
"866","2759660",1.77042614774073e-05,26,NA,0.308823529411765,0.308823529411765,FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Bartonellaceae","Bartonella","Bartonella sp. HY038",FALSE,FALSE,FALSE,"None",0.05
"867","709810",9.68855806805676e-05,35,NA,0.242647058823529,0.242647058823529,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","Azospirillum sp. TSA2s",FALSE,FALSE,FALSE,"None",0.05
"868","481146",7.81680714205754e-06,11,NA,0.419117647058824,0.419117647058824,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter ascendens",FALSE,FALSE,FALSE,"None",0.05
"869","1076596",1.35495148155135e-05,21,NA,0.345588235294118,0.345588235294118,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter persici",FALSE,FALSE,FALSE,"None",0.05
"870","2500548",2.09808164408097e-06,7,NA,0.448529411764706,0.448529411764706,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter oryzoeni",FALSE,FALSE,FALSE,"None",0.05
"871","2592655",4.84249768271275e-06,11,NA,0.419117647058824,0.419117647058824,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter vaccinii",FALSE,FALSE,FALSE,"None",0.05
"872","65959",1.12151815288542e-05,3,NA,0.477941176470588,0.477941176470588,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter pomorum",FALSE,FALSE,FALSE,"None",0.05
"873","2018065",9.83438668310707e-05,38,NA,0.220588235294118,0.220588235294118,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas","Roseomonas sp. FDAARGOS_362",FALSE,FALSE,TRUE,"In contam list",0.05
"874","1177712",2.37544711279475e-05,7,NA,0.448529411764706,0.448529411764706,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Komagataeibacter","Komagataeibacter medellinensis",FALSE,FALSE,FALSE,"None",0.05
"875","265959",2.41372513426443e-05,28,NA,0.294117647058824,0.294117647058824,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Komagataeibacter","Komagataeibacter saccharivorans",FALSE,FALSE,FALSE,"None",0.05
"876","524",5.15301805797282e-05,44,NA,0.176470588235294,0.176470588235294,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidiphilium","Acidiphilium cryptum",FALSE,FALSE,FALSE,"None",0.05
"877","574987",2.93245783204847e-06,6,NA,0.455882352941176,0.455882352941176,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter","Gluconobacter sphaericus",FALSE,FALSE,FALSE,"None",0.05
"878","1529068",3.50592187949926e-06,13,NA,0.404411764705882,0.404411764705882,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus","Paracoccus tegillarcae",FALSE,FALSE,TRUE,"In contam list",0.05
"879","1850250",1.10369861242155e-05,14,NA,0.397058823529412,0.397058823529412,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Rhodobacter","Rhodobacter xanthinilyticus",FALSE,FALSE,FALSE,"None",0.05
"880","1549850",7.44899022286956e-06,20,NA,0.352941176470588,0.352941176470588,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Thioclava","Thioclava electrotropha",FALSE,FALSE,FALSE,"None",0.05
"881","2483033",2.31116565086602e-05,37,NA,0.227941176470588,0.227941176470588,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Parasedimentitalea","Parasedimentitalea marina",FALSE,FALSE,FALSE,"None",0.05
"882","2605946",1.84958765029053e-05,25,NA,0.316176470588235,0.316176470588235,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pukyongiella","Pukyongiella litopenaei",FALSE,FALSE,FALSE,"None",0.05
"883","1537215",1.70847653875465e-05,28,NA,0.294117647058824,0.294117647058824,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pseudooceanicola","Pseudooceanicola algae",FALSE,FALSE,FALSE,"None",0.05
"884","1920883",1.9043714541213e-06,10,NA,0.426470588235294,0.426470588235294,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Marivivens","Marivivens sp. JLT3646",FALSE,FALSE,FALSE,"None",0.05
"885","1580596",1.54555526146735e-05,30,NA,0.279411764705882,0.279411764705882,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Phaeobacter","Phaeobacter piscinae",FALSE,FALSE,FALSE,"None",0.05
"886","60890",2.23295187382045e-05,23,NA,0.330882352941177,0.330882352941177,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Phaeobacter","Phaeobacter gallaeciensis",FALSE,FALSE,FALSE,"None",0.05
"887","2587855",7.62978218551644e-05,44,NA,0.176470588235294,0.176470588235294,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","Sulfitobacter sp. THAF37",FALSE,FALSE,FALSE,"None",0.05
"888","1389011",3.93638594120093e-05,29,NA,0.286764705882353,0.286764705882353,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","Sulfitobacter sp. SK025",FALSE,FALSE,FALSE,"None",0.05
"889","1389005",2.39146909229257e-06,8,NA,0.441176470588235,0.441176470588235,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","Sulfitobacter sp. SK012",FALSE,FALSE,FALSE,"None",0.05
"890","83219",7.20087900523352e-05,44,NA,0.176470588235294,0.176470588235294,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","Sulfitobacter mediterraneus",FALSE,FALSE,FALSE,"None",0.05
"891","60137",3.03489982671766e-05,29,NA,0.286764705882353,0.286764705882353,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","Sulfitobacter pontiacus",FALSE,FALSE,FALSE,"None",0.05
"892","2508307",6.91359770285292e-05,38,NA,0.220588235294118,0.220588235294118,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Leisingera","Leisingera sp. NJS204",FALSE,FALSE,FALSE,"None",0.05
"893","2508306",3.21473280816185e-05,30,NA,0.279411764705882,0.279411764705882,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Leisingera","Leisingera sp. NJS201",FALSE,FALSE,FALSE,"None",0.05
"894","2293862",3.70748522927099e-05,39,NA,0.213235294117647,0.213235294117647,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Ruegeria","Ruegeria sp. AD91A",FALSE,FALSE,FALSE,"None",0.05
"895","2494550",7.52846897058877e-06,21,NA,0.345588235294118,0.345588235294118,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseovarius","Roseovarius faecimaris",FALSE,FALSE,FALSE,"None",0.05
"896","875171",1.44550807148645e-05,26,NA,0.308823529411765,0.308823529411765,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Celeribacter","Celeribacter baekdonensis",FALSE,FALSE,FALSE,"None",0.05
"897","561184",9.9585562980996e-05,46,NA,0.161764705882353,0.161764705882353,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Mameliella","Mameliella alba",FALSE,FALSE,FALSE,"None",0.05
"898","2587858",4.93261145467389e-06,13,NA,0.404411764705882,0.404411764705882,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseivivax","Roseivivax sp. THAF40",FALSE,FALSE,FALSE,"None",0.05
"899","74033",6.8604901588637e-05,45,NA,0.169117647058824,0.169117647058824,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Antarctobacter","Antarctobacter heliothermus",FALSE,FALSE,FALSE,"None",0.05
"900","1891787",1.11568075548455e-05,26,NA,0.308823529411765,0.308823529411765,FALSE,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseobacter","Roseobacter ponti",FALSE,FALSE,FALSE,"None",0.05
"901","2823693",2.65675470418788e-06,10,NA,0.426470588235294,0.426470588235294,FALSE,"Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Phenylobacterium montanum",FALSE,FALSE,FALSE,"None",0.05
"902","78587",1.30700614803629e-05,25,NA,0.316176470588235,0.316176470588235,FALSE,"Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis","Asticcacaulis excentricus",FALSE,FALSE,TRUE,"In contam list",0.05
"903","205844",5.84707411301565e-05,43,NA,0.183823529411765,0.183823529411765,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium pentaromativorans",FALSE,FALSE,TRUE,"In contam list",0.05
"904","745310",3.95278630465984e-05,16,NA,0.382352941176471,0.382352941176471,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. MM-1",FALSE,FALSE,TRUE,"In contam list",0.05
"905","1961362",8.49183517713294e-06,12,NA,0.411764705882353,0.411764705882353,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. NIC1",FALSE,FALSE,TRUE,"In contam list",0.05
"906","1523415",2.63876678962626e-05,24,NA,0.323529411764706,0.323529411764706,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. AAP5",FALSE,FALSE,TRUE,"In contam list",0.05
"907","424800",2.0970961587347e-05,29,NA,0.286764705882353,0.286764705882353,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas insulae",FALSE,FALSE,TRUE,"In contam list",0.05
"908","1609977",2.11101425765699e-06,11,NA,0.419117647058824,0.419117647058824,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas hengshuiensis",FALSE,FALSE,TRUE,"In contam list",0.05
"909","1560345",2.19520289668318e-05,17,NA,0.375,0.375,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas panacis",FALSE,FALSE,TRUE,"In contam list",0.05
"910","1549858",4.1244356630617e-05,23,NA,0.330882352941177,0.330882352941177,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas taxi",FALSE,FALSE,TRUE,"In contam list",0.05
"911","1843368",5.75427775691136e-05,44,NA,0.176470588235294,0.176470588235294,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium sp. RAC03",FALSE,FALSE,TRUE,"In contam list",0.05
"912","407020",2.56453052803462e-05,14,NA,0.397058823529412,0.397058823529412,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium sp. MI1205",FALSE,FALSE,TRUE,"In contam list",0.05
"913","2072936",5.01068468206955e-06,11,NA,0.419117647058824,0.419117647058824,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium sp. SCG-1",FALSE,FALSE,TRUE,"In contam list",0.05
"914","520734",3.21158312869832e-05,11,NA,0.419117647058824,0.419117647058824,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium sp. RSMS",FALSE,FALSE,TRUE,"In contam list",0.05
"915","13690",0.000340322781520208,49,NA,0.139705882352941,0.139705882352941,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium yanoikuyae",FALSE,FALSE,TRUE,"In contam list",0.05
"916","76947",0.000111169192273645,45,NA,0.169117647058824,0.169117647058824,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium herbicidovorans",FALSE,FALSE,TRUE,"In contam list",0.05
"917","332055",3.86496598305039e-06,10,NA,0.426470588235294,0.426470588235294,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium indicum",FALSE,FALSE,TRUE,"In contam list",0.05
"918","120107",6.26027769739226e-05,23,NA,0.330882352941177,0.330882352941177,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium cloacae",FALSE,FALSE,TRUE,"In contam list",0.05
"919","267128",1.25240988904604e-05,15,NA,0.389705882352941,0.389705882352941,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","Sphingopyxis granuli",FALSE,FALSE,TRUE,"In contam list",0.05
"920","1348774",2.34176265856472e-06,7,NA,0.448529411764706,0.448529411764706,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Croceicoccus","Croceicoccus naphthovorans",FALSE,FALSE,FALSE,"None",0.05
"921","542",4.10927534704347e-06,11,NA,0.419117647058824,0.419117647058824,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Zymomonadaceae","Zymomonas","Zymomonas mobilis",FALSE,FALSE,FALSE,"None",0.05
"922","1892855",2.54506320530384e-05,23,NA,0.330882352941177,0.330882352941177,FALSE,"Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingosinicellaceae","Sphingosinicella","Sphingosinicella sp. BN140058",FALSE,FALSE,FALSE,"None",0.05
"923","313985",1.52836437293031e-05,22,NA,0.338235294117647,0.338235294117647,FALSE,"Thermodesulfobacteriota","Desulfuromonadia","Geobacterales","Geobacteraceae","Trichlorobacter","Trichlorobacter lovleyi",FALSE,FALSE,FALSE,"None",0.05
"924","296842",1.81115077955226e-06,7,NA,0.448529411764706,0.448529411764706,FALSE,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Solidesulfovibrio","Solidesulfovibrio carbinolicus",FALSE,FALSE,FALSE,"None",0.05
"925","879",1.47263371921518e-05,23,NA,0.330882352941177,0.330882352941177,FALSE,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Megalodesulfovibrio","Megalodesulfovibrio gigas",FALSE,FALSE,FALSE,"None",0.05
"926","2296",2.56957332561199e-06,12,NA,0.411764705882353,0.411764705882353,FALSE,"Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulforapulum","Desulforapulum autotrophicum",FALSE,FALSE,FALSE,"None",0.05
"927","84980",2.31771045776687e-06,6,NA,0.455882352941176,0.455882352941176,FALSE,"Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfotalea","Desulfotalea psychrophila",FALSE,FALSE,FALSE,"None",0.05
"928","2517362",5.28060750267837e-06,16,NA,0.382352941176471,0.382352941176471,FALSE,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter sp. CCUG 57310",TRUE,TRUE,FALSE,"In oral list",0.05
"929","1660080",8.62120692758807e-08,1,NA,NA,NA,FALSE,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter sp. RM16192",TRUE,TRUE,FALSE,"In oral list",0.05
"930","2590022",1.93749281912457e-06,10,NA,0.426470588235294,0.426470588235294,FALSE,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","Sulfurimonas lithotrophica",FALSE,FALSE,FALSE,"None",0.05
"931","297",1.34903132859224e-05,26,NA,0.308823529411765,0.308823529411765,FALSE,"Pseudomonadota","Hydrogenophilia","Hydrogenophilales","Hydrogenophilaceae","Hydrogenophilus","Hydrogenophilus thermoluteolus",FALSE,FALSE,FALSE,"None",0.05
"932","1682113",4.49631256546298e-05,39,NA,0.213235294117647,0.213235294117647,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium adipatum",FALSE,FALSE,FALSE,"None",0.05
"933","212767",3.31862997026437e-05,34,NA,0.25,0.25,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium sp. JS623",FALSE,FALSE,FALSE,"None",0.05
"934","43348",3.56102915627142e-05,23,NA,0.330882352941177,0.330882352941177,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium branderi",FALSE,FALSE,FALSE,"None",0.05
"935","2061",1.72832825333926e-05,21,NA,0.345588235294118,0.345588235294118,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Tsukamurellaceae","Tsukamurella","Tsukamurella paurometabola",FALSE,FALSE,FALSE,"None",0.05
"936","935199",0.000189414019887292,37,NA,0.227941176470588,0.227941176470588,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. p52",FALSE,FALSE,TRUE,"In contam list",0.05
"937","2812863",4.29527958095414e-05,37,NA,0.227941176470588,0.227941176470588,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. PSBB049",FALSE,FALSE,TRUE,"In contam list",0.05
"938","1033922",4.05066258315162e-05,41,NA,0.198529411764706,0.198529411764706,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. WB1",FALSE,FALSE,TRUE,"In contam list",0.05
"939","2806442",1.44699254837375e-05,19,NA,0.360294117647059,0.360294117647059,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. USK13",FALSE,FALSE,TRUE,"In contam list",0.05
"940","373068",9.34684862075519e-05,12,NA,0.411764705882353,0.411764705882353,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium sp. L2-79-05",TRUE,FALSE,TRUE,"In both",0.05
"941","1717",7.25396073165348e-05,20,NA,0.352941176470588,0.352941176470588,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium diphtheriae",TRUE,FALSE,TRUE,"In both",0.05
"942","1718",4.95563106382616e-06,9,NA,0.433823529411765,0.433823529411765,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium glutamicum",TRUE,FALSE,TRUE,"In both",0.05
"943","38289",7.5343258791961e-06,8,NA,0.441176470588235,0.441176470588235,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium jeikeium",TRUE,FALSE,TRUE,"In both",0.05
"944","43770",2.98466845706234e-05,10,NA,0.426470588235294,0.426470588235294,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium striatum",TRUE,FALSE,TRUE,"In both",0.05
"945","1404244",2.20943902353493e-06,12,NA,0.411764705882353,0.411764705882353,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium glyciniphilum",TRUE,FALSE,TRUE,"In both",0.05
"946","169292",2.84261591002738e-06,3,NA,0.477941176470588,0.477941176470588,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium aurimucosum",TRUE,FALSE,TRUE,"In both",0.05
"947","2676309",1.71976028397976e-05,17,NA,0.375,0.375,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Gordoniaceae","Gordonia","Gordonia sp. 135",FALSE,FALSE,FALSE,"None",0.05
"948","712270",2.33845120587872e-05,24,NA,0.323529411764706,0.323529411764706,FALSE,"Actinomycetota","Actinomycetes","Mycobacteriales","Dietziaceae","Dietzia","Dietzia sp. oral taxon 368",FALSE,FALSE,TRUE,"In contam list",0.05
"949","1649184",2.50290606229539e-05,30,NA,0.279411764705882,0.279411764705882,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces sp. CFMR 7",FALSE,FALSE,FALSE,"None",0.05
"950","1436085",0.00067789722757274,44,NA,0.176470588235294,0.176470588235294,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces sp. F8",FALSE,FALSE,FALSE,"None",0.05
"951","2594459",5.55362125658585e-05,43,NA,0.183823529411765,0.183823529411765,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces sp. S1A1-7",FALSE,FALSE,FALSE,"None",0.05
"952","2420135",2.16053777713346e-05,15,NA,0.389705882352941,0.389705882352941,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces sp. S501",FALSE,FALSE,FALSE,"None",0.05
"953","2594454",7.75726262740234e-05,23,NA,0.330882352941177,0.330882352941177,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces sp. RLB1-9",FALSE,FALSE,FALSE,"None",0.05
"954","349971",9.3432650354038e-05,27,NA,0.301470588235294,0.301470588235294,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces sp. FR1",FALSE,FALSE,FALSE,"None",0.05
"955","2742137",1.29236641242332e-05,26,NA,0.308823529411765,0.308823529411765,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces sp. NA02950",FALSE,FALSE,FALSE,"None",0.05
"956","2797636",8.28548974808293e-05,15,NA,0.389705882352941,0.389705882352941,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces liliifuscus",FALSE,FALSE,FALSE,"None",0.05
"957","1488356",5.45197947709138e-07,4,NA,0.470588235294118,0.470588235294118,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces sp. MBT27",FALSE,FALSE,FALSE,"None",0.05
"958","2742134",8.88237305999431e-06,14,NA,0.397058823529412,0.397058823529412,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces sp. NA03103",FALSE,FALSE,FALSE,"None",0.05
"959","1436084",2.62927736348851e-05,12,NA,0.411764705882353,0.411764705882353,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces sp. F12",FALSE,FALSE,FALSE,"None",0.05
"960","1984801",6.26658810858004e-07,4,NA,0.470588235294118,0.470588235294118,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces sp. CLI2509",FALSE,FALSE,FALSE,"None",0.05
"961","665007",5.51412290438406e-05,43,NA,0.183823529411765,0.183823529411765,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces incarnatus",FALSE,FALSE,FALSE,"None",0.05
"962","1908",6.51383957882184e-06,15,NA,0.389705882352941,0.389705882352941,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces globisporus",FALSE,FALSE,FALSE,"None",0.05
"963","73044",6.81596090026593e-07,5,NA,0.463235294117647,0.463235294117647,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces seoulensis",FALSE,FALSE,FALSE,"None",0.05
"964","146922",0.000385434508060753,25,NA,0.316176470588235,0.316176470588235,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces griseofuscus",FALSE,FALSE,FALSE,"None",0.05
"965","33903",8.08471353354821e-06,7,NA,0.448529411764706,0.448529411764706,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces avermitilis",FALSE,FALSE,FALSE,"None",0.05
"966","67351",7.4728608174441e-05,34,NA,0.25,0.25,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces californicus",FALSE,FALSE,FALSE,"None",0.05
"967","67296",1.28290245912973e-05,20,NA,0.352941176470588,0.352941176470588,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces finlayi",FALSE,FALSE,FALSE,"None",0.05
"968","67267",3.02908608272539e-06,7,NA,0.448529411764706,0.448529411764706,FALSE,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces alboflavus",FALSE,FALSE,FALSE,"None",0.05
