RDC_4_H31	RDC_6_EB12	RDC_2_H8	RDC_6_H68	RDC_2_H6	RDC_2_H11	RDC_5_H57	RDC_4_EB7	RDC_2_H3	RDC_5_H48	RDC_6_H71	RDC_6_S8	RDC_4_EB8	RDC_5_H43	RDC_3_H15	RDC_6_LP_B12	RDC_3_S4	RDC_5_H46	RDC_4_H30	RDC_4_H40	RDC_6_EB11	RDC_3_H23	RDC_2_S3	RDC_3_H22	RDC_3_H14	RDC_5_H55	RDC_4_S5	RDC_6_H62	RDC_5_H52	RDC_4_H29	RDC_4_H33	RDC_4_H32	RDC_1_S2	RDC_5_EB9	RDC_6_H65	RDC_2_H5	RDC_4_H41	RDC_5_H58	RDC_4_H38	RDC_3_EB6	RDC_6_H67	RDC_4_H28	RDC_5_LP_B10	RDC_2_LP_B4	RDC_5_H44	RDC_4_H26	RDC_5_H54	RDC_6_H66	RDC_3_H13	RDC_4_H37	RDC_2_H10	RDC_1_H1	RDC_4_H39	RDC_1_EB2	RDC_2_H4	RDC_5_H49	RDC_2_H7	RDC_3_H16	RDC_6_H69	RDC_2_EB3	RDC_4_S6	RDC_6_H63	RDC_5_H56	RDC_5_S7	RDC_6_H64	RDC_1_H2	RDC_5_EB10	RDC_5_H53	RDC_5_H50	RDC_3_H18	RDC_6_H70	RDC_3_H21	RDC_1_S1	RDC_5_H61	RDC_4_H42	RDC_3_H12	RDC_5_H51	RDC_4_H35	RDC_6_H72	RDC_4_H25	RDC_3_H17	RDC_3_H24	RDC_5_H59	RDC_3_H20	RDC_5_H47	RDC_5_H45	RDC_4_H27	RDC_3_EB5	RDC_2_H9	RDC_3_H19	RDC_5_H60	RDC_4_H34	RDC_4_H36	SRX3830154	SRX4318863	SRX024173	SRX024148	ERR584333	SRX024023	SRX3830174	SRX024200	SRX023994	ERR584348	SRX4318860	ERR584320	SRS727524	SRS728264	SRX740589	SRX3830184	SRX740562	SRX025192	SRX3830126	SRX740632	SRX025193	SRX101411	SRX3830225	SRX4318858	ERR584341	SRR5823608	SRR5823606	SRR5823609	SRR5823611
2109593	4	0	10	9	3	10	29	0	60	1	0	0	0	6	13	0	5	0	0	0	0	1	5	0	7	5	123	1	20	6	1	0	0	0	20	20	0	28	0	0	14	11	0	0	12	11	16	62	5	1	112	5	90	0	2	4	2	2	6	0	4	3	5	27	1	0	0	4	8	2	20	4	7	4	37	7	42	0	0	5	20	0	3	10	4	1	15	0	3	5	1	0	0	5	0	0	0	0	1	7	13	0	0	0	0	5	1	4	7	2	6	16	0	39	4	7	0	0	64	19	112	45
1262452	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	25	0	0	17	1	1	0	0	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	2	0	3	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	2	11	6
2768069	2	0	12	77	22	35	25	0	65	9	1	0	0	11	23	0	2	0	0	0	0	13	3	0	0	4	128	7	40	5	0	1	0	0	113	56	1	30	0	0	32	13	0	0	41	49	11	76	28	1	156	27	74	0	11	31	10	0	29	0	3	13	1	28	1	0	0	10	11	3	57	8	14	13	48	8	62	0	1	16	14	4	20	6	4	11	21	0	49	15	3	2	0	29	0	3	2	0	2	21	49	1	0	6	0	6	6	6	12	9	27	11	3	38	31	21	0	0	103	36	216	69
1725411	1	0	0	2	0	11	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	20	1	3	0	2	0	0	0	2	1	0	3	0	0	2	0	0	0	0	1	0	48	1	0	46	1	15	0	0	1	0	0	1	0	3	0	0	6	0	0	0	1	3	0	4	0	5	1	1	0	3	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	3	1	0	1	0	1	2	1	2	1	3	0	0	8	26	1	0	0	16	3	16	10
1969	359	6	1072	3855	1123	3794	2080	0	4054	389	50	8	0	1572	1829	0	406	25	93	205	0	943	286	2	464	630	8908	944	3072	400	129	61	6	0	4167	3832	54	3789	3	0	3687	960	0	0	2847	3837	1027	9147	2994	256	12436	6291	6053	0	769	1211	2480	184	3611	0	355	544	811	1734	111	10	0	1122	609	69	4887	423	2255	975	4720	470	4828	18	26	909	1406	309	1570	867	450	1184	1469	0	2987	1034	703	57	107	1637	162	2191	106	3	226	2773	7666	217	0	432	0	602	2042	1846	1541	1001	7121	1997	1089	5323	14012	1908	85	0	7816	2285	11284	4854
29303	14	0	20	176	45	198	81	0	181	12	2	0	0	48	84	0	29	1	7	9	0	28	22	0	23	22	533	27	102	23	5	4	0	0	185	144	0	144	0	0	122	36	0	0	106	127	54	350	96	17	540	147	438	0	23	86	76	2	120	0	20	46	27	135	10	0	0	35	18	1	156	14	108	24	279	25	197	1	4	28	36	21	58	53	17	66	43	0	150	40	22	8	5	53	4	10	0	0	5	96	226	5	0	7	0	27	83	48	39	26	157	57	32	112	471	93	5	0	602	180	885	356
68203	10	0	22	159	33	180	66	0	135	15	0	0	0	40	61	0	26	0	15	9	0	54	18	0	14	7	469	33	115	11	3	1	0	0	150	130	4	101	0	0	90	40	0	0	120	163	56	405	95	12	549	222	343	0	25	50	82	6	127	0	16	17	25	119	6	1	0	27	22	6	163	19	139	53	257	28	199	0	1	23	26	19	50	28	13	41	47	0	135	26	23	6	5	58	11	450	7	0	24	96	607	27	0	28	0	35	166	129	42	55	373	61	52	267	931	92	35	0	605	173	847	366
1914	10	0	14	73	6	79	20	0	52	8	1	0	0	18	18	0	0	1	1	1	0	6	1	1	6	2	110	16	28	8	0	0	0	0	61	54	1	39	0	0	29	5	0	0	44	50	10	66	20	2	176	60	87	0	9	18	20	1	40	0	7	12	9	16	11	0	0	17	4	2	30	2	18	16	59	5	51	0	0	6	11	2	26	13	1	15	8	0	47	7	4	0	0	21	0	262	1	0	1	27	143	6	0	0	0	4	9	12	14	7	84	9	10	46	191	31	0	0	119	21	217	81
2184053	3	0	5	25	4	51	36	0	52	3	0	0	0	13	17	0	7	0	1	4	0	3	7	0	5	14	245	14	42	8	1	0	0	0	23	22	0	49	0	0	27	7	0	0	37	36	10	124	14	0	245	26	90	0	6	14	18	0	23	0	5	8	6	38	0	0	0	13	6	0	49	5	43	12	53	2	50	0	0	7	19	6	13	14	1	7	17	0	23	12	14	0	2	23	3	5	0	0	0	28	21	1	0	5	0	3	2	10	11	9	38	22	10	29	44	27	0	0	119	27	171	72
1901	3	0	14	50	14	62	43	0	66	7	1	0	0	27	28	0	12	0	1	0	0	15	13	1	12	12	350	20	76	12	0	4	0	0	83	59	0	67	0	0	83	11	0	0	40	56	21	173	61	4	360	84	207	0	9	28	31	3	63	0	15	2	16	56	1	0	0	14	10	2	89	6	87	17	113	7	91	0	0	13	31	11	39	14	2	20	22	0	54	27	24	1	3	41	1	67	0	0	6	51	134	112	0	5	0	6	19	26	27	19	101	33	19	113	175	27	3	0	221	63	387	137
68223	1	0	2	72	19	64	2	0	35	5	0	0	0	14	11	0	8	0	1	1	0	16	2	0	4	5	149	3	32	13	0	0	0	0	71	33	1	19	0	0	35	18	0	0	25	58	12	110	19	1	197	131	169	0	10	11	21	1	64	0	8	9	12	31	1	1	0	5	15	2	28	6	18	4	79	10	28	1	0	15	4	9	10	2	8	24	4	0	45	4	4	0	1	5	1	21	0	0	0	19	119	1	0	0	0	9	36	28	6	19	153	2	20	95	267	29	0	0	158	49	207	84
362257	1	0	8	11	3	7	17	0	20	1	1	0	0	3	5	0	1	0	1	0	0	2	0	0	1	3	39	3	14	0	0	0	0	0	25	14	0	26	0	0	11	7	0	0	30	7	2	25	11	0	29	2	11	0	2	5	0	0	4	0	0	1	1	3	0	0	0	13	2	0	31	0	4	6	16	1	22	0	0	2	4	1	1	8	0	6	8	0	14	5	5	0	1	15	1	0	0	0	0	24	3	0	0	0	0	1	1	3	15	0	20	17	0	0	0	7	0	0	15	5	12	7
37921	254	4	956	3001	932	2235	1695	0	3519	352	40	37	0	1287	1514	0	92	3	104	208	0	818	88	2	200	508	3017	823	2635	259	98	54	2	1	3349	3153	50	3257	0	0	2788	748	0	2	2349	2981	372	1586	2328	186	3843	5313	2096	0	599	1046	1978	144	2500	0	123	400	541	544	73	8	0	1027	517	56	3971	123	464	858	1019	351	4056	16	11	745	1113	84	1297	723	370	931	1198	0	2388	929	330	52	100	1376	181	1522	55	15	169	2339	7510	107	3	973	0	431	1583	1607	1281	1827	7506	1695	1224	6705	12662	1591	116	0	3207	884	4836	2111
1704044	54	0	121	664	165	399	273	0	690	60	4	4	0	213	248	0	17	0	20	33	0	145	2	1	27	129	300	116	483	46	22	8	0	0	795	650	10	574	0	0	463	176	0	0	437	857	52	176	389	39	306	1145	271	0	105	171	348	25	391	0	6	108	82	57	28	3	0	203	112	12	621	9	50	162	116	73	623	12	2	119	200	11	259	106	58	223	207	0	580	140	10	3	20	222	47	630	2	1777	46	408	1904	227	583	307	44	68	325	235	216	258	1468	280	206	1024	2590	291	86	5	395	100	701	274
1849032	3	0	12	45	22	77	17	0	55	20	2	0	0	25	59	0	4	0	1	8	0	34	3	2	6	26	129	25	51	11	4	2	0	0	59	54	0	82	0	0	90	12	0	0	52	66	18	59	66	3	164	128	72	0	17	25	53	1	94	0	5	5	12	12	5	0	0	26	2	0	120	4	20	7	24	4	67	0	2	14	35	3	29	9	22	36	19	0	29	19	5	1	5	24	2	11	6	0	60	68	401	20	0	15	0	15	30	38	37	12	133	47	32	73	515	56	2	0	153	55	241	96
415095	2	0	3	15	1	10	7	0	19	1	1	0	0	1	2	0	1	0	0	0	0	6	5	0	0	2	12	5	9	0	0	0	0	0	8	10	0	5	0	0	16	2	0	0	17	14	0	8	8	0	11	21	1	0	4	10	10	0	4	0	0	0	6	1	0	0	0	1	2	0	18	0	1	0	2	5	32	0	0	10	4	0	2	3	1	12	2	0	15	2	6	0	0	8	0	3	0	0	9	9	106	0	0	0	0	0	0	1	14	1	0	6	0	0	4	4	0	0	11	3	18	4
1667	2	0	2	2	5	18	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	5	1	0	0	1	6	0	2	0	0	0	0	0	1	4	1	0	0	0	4	1	0	0	2	5	0	0	5	0	11	10	6	0	5	1	4	0	3	0	0	1	0	1	0	0	0	0	2	0	0	4	0	2	1	2	6	0	0	0	1	0	1	0	0	4	0	0	3	0	0	0	0	2	0	0	0	0	1	1	30	1	0	0	0	2	9	27	3	17	10	0	5	27	92	2	0	0	12	2	18	10
1118963	1	0	2	6	7	8	6	0	2	2	0	0	0	7	1	0	0	0	0	0	0	0	1	0	0	2	31	4	4	1	0	0	0	0	14	6	0	4	0	0	5	2	0	0	11	11	1	11	6	0	13	14	17	0	4	9	8	0	9	0	0	1	2	3	1	0	0	4	2	0	54	0	4	1	2	2	8	0	0	1	8	0	6	1	2	2	14	0	4	0	0	0	0	3	0	0	0	0	0	9	9	0	0	1	0	0	2	4	2	5	63	3	1	10	44	7	1	0	24	5	33	4
1477518	2	0	20	54	9	41	0	0	42	2	0	3	0	19	61	0	0	0	8	0	0	17	0	0	0	42	55	16	63	8	0	0	0	0	52	23	3	47	0	0	184	14	0	0	68	105	0	15	74	9	76	36	30	0	41	11	16	19	37	0	3	0	37	4	0	0	0	14	18	0	43	0	13	12	6	3	52	0	0	18	19	2	3	2	0	17	7	0	39	18	0	0	0	14	0	2	0	0	0	29	59	0	0	4	0	5	0	26	24	20	54	49	0	76	43	24	0	0	36	23	75	44
2774874	4	0	0	71	9	70	8	0	45	12	0	0	0	13	27	0	0	0	18	12	0	9	0	0	0	29	119	15	54	0	5	0	0	0	153	106	0	34	0	0	118	8	0	0	57	180	5	70	38	0	128	110	48	0	16	28	41	0	27	0	5	13	26	29	0	0	0	0	12	0	40	4	0	18	18	0	38	0	0	14	102	3	30	11	0	0	9	0	77	8	0	0	0	31	29	0	0	28	0	42	136	0	43	162	0	28	140	121	25	90	58	64	78	62	255	37	26	0	103	18	147	73
37928	4	0	66	265	124	306	35	0	210	24	0	0	0	70	50	0	3	0	7	0	0	45	10	0	6	21	210	26	160	13	0	6	0	0	187	232	1	67	0	0	77	58	0	0	82	323	23	22	188	4	195	723	77	0	11	62	308	0	309	0	3	62	28	15	27	0	0	29	62	0	70	13	32	14	8	20	175	0	0	23	24	3	69	28	27	95	62	0	339	12	22	6	0	45	8	9	0	67	8	108	1129	10	17	120	0	27	137	230	86	253	2885	62	99	2999	2174	139	30	0	169	25	181	101
2772401	1	0	5	52	15	37	10	0	35	3	0	0	0	18	14	0	2	0	0	3	0	23	0	0	1	11	23	5	21	3	0	3	0	0	54	61	1	35	0	0	19	18	0	0	29	83	1	11	23	2	29	85	13	0	11	14	37	1	42	0	0	8	9	5	2	0	0	9	7	0	34	1	5	7	6	10	34	0	0	21	10	0	25	5	6	9	14	0	45	13	13	1	0	13	4	21	0	0	1	30	134	9	0	22	0	2	14	17	16	19	197	15	26	162	247	33	3	0	59	8	74	22
2590785	1	0	3	8	4	0	5	0	9	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	7	9	1	8	0	0	1	0	0	7	4	1	20	0	0	6	4	0	0	7	3	0	0	6	1	0	4	2	0	2	1	0	0	2	0	0	2	0	0	0	0	0	2	1	0	16	0	1	1	2	1	8	0	0	0	3	0	1	0	0	3	3	0	3	3	0	0	0	5	0	0	0	0	0	8	1	0	0	0	0	0	0	1	4	1	0	1	0	0	0	2	0	0	20	5	25	10
2697569	2	0	8	12	16	7	24	0	39	8	0	0	0	12	15	0	1	0	1	7	0	8	0	0	3	3	50	12	17	1	0	0	0	0	23	30	0	29	0	0	32	7	0	0	18	18	8	8	34	2	26	56	9	0	0	20	22	0	16	0	0	2	5	2	0	0	0	4	0	0	35	2	7	4	5	6	19	2	0	1	23	0	14	1	3	15	8	0	17	8	3	2	4	11	0	4	0	0	0	21	7	2	0	0	0	2	20	16	9	5	9	9	1	46	32	8	0	0	23	4	43	26
85085	2	0	22	66	31	63	18	0	52	6	2	0	0	25	34	0	0	0	1	7	0	6	0	0	2	20	42	23	50	5	1	0	0	0	47	47	0	37	0	0	92	23	0	0	33	91	6	9	65	4	27	93	30	0	11	30	53	1	68	0	2	6	26	4	4	0	0	14	13	1	82	0	0	14	1	4	64	0	1	17	32	2	25	14	8	5	20	0	50	14	6	0	0	19	0	9	0	0	24	39	118	33	0	17	0	5	32	16	39	21	295	50	18	211	131	48	0	0	43	11	75	14
121292	34	0	445	1609	96	832	343	0	1508	139	0	13	0	480	228	0	70	0	0	25	0	223	0	0	0	191	1065	444	1176	99	0	0	0	0	1542	1839	36	1187	0	0	1037	236	0	0	434	1078	78	186	529	26	650	1775	234	0	186	321	326	56	446	0	0	152	237	149	0	0	0	186	164	0	1998	45	279	165	27	102	1665	0	0	353	141	0	730	93	102	340	435	0	944	439	112	27	31	682	84	0	110	0	39	1054	3048	46	0	660	0	62	363	467	673	467	8378	833	252	5194	3236	613	117	0	1729	245	2582	993
37931	26	0	54	250	85	136	151	0	267	13	6	0	0	41	90	0	13	0	5	0	0	10	6	0	7	34	98	38	202	0	3	8	0	0	214	144	0	137	0	0	257	32	0	0	194	115	0	65	168	0	70	254	80	0	28	43	122	6	107	0	0	17	47	3	0	0	0	60	46	0	324	4	27	38	12	21	320	0	0	44	57	3	21	46	24	46	47	0	220	77	14	0	0	101	12	180	0	0	62	85	303	0	0	19	0	13	97	80	69	59	511	66	40	749	260	82	0	0	71	30	83	43
2735316	3	0	38	182	29	87	62	0	133	15	0	0	0	56	48	0	1	0	2	3	0	37	7	1	5	8	118	32	83	7	2	5	0	0	108	157	1	100	0	0	93	20	0	0	66	133	11	31	69	6	90	255	48	0	20	75	78	0	103	0	1	14	17	16	13	0	0	41	10	2	172	0	8	45	21	15	141	2	0	26	38	1	53	26	16	46	25	0	113	37	53	3	0	51	15	155	1	0	7	104	381	7	0	56	0	8	45	30	41	35	314	55	45	273	818	59	19	0	115	41	214	107
43663	3	0	29	28	10	60	29	0	50	5	0	0	0	27	18	0	0	0	2	5	0	4	0	0	5	4	147	5	43	14	0	0	0	0	28	35	0	58	0	0	52	8	0	0	30	39	10	105	24	0	154	36	49	0	5	14	11	0	25	0	0	0	11	23	4	0	0	19	7	0	78	5	19	20	32	2	56	0	0	4	33	1	27	12	4	2	23	0	18	23	5	0	0	20	1	0	0	0	0	35	50	2	0	0	0	5	57	35	21	58	159	22	17	60	74	14	1	0	128	20	195	87
446860	7	0	32	103	25	49	52	0	111	9	0	0	0	37	37	0	4	1	0	6	0	18	2	0	14	8	61	22	96	10	3	0	0	0	87	66	3	115	0	0	85	17	0	0	86	62	19	21	54	14	53	118	32	0	19	31	20	2	40	0	1	5	13	8	0	0	0	37	5	0	153	3	6	19	12	8	140	0	0	26	37	1	38	28	11	20	40	0	74	42	5	4	2	44	3	0	0	0	1	97	191	0	0	1	0	6	18	30	55	49	113	63	28	116	196	31	1	0	90	17	111	37
388357	1	0	18	30	9	16	9	0	34	2	0	0	0	12	7	0	2	0	0	0	0	0	1	0	4	4	79	11	26	4	0	0	0	0	40	31	0	24	0	0	26	6	0	0	29	30	5	39	17	3	76	43	56	0	1	16	17	0	25	0	3	2	4	16	2	0	0	12	6	1	39	4	6	7	15	2	38	0	0	9	13	0	12	12	3	9	7	0	24	8	6	0	0	11	1	5	0	0	1	24	55	2	0	7	0	23	33	56	12	295	2	12	35	16	19	10	1	0	97	23	140	55
404582	2	0	0	2	0	4	1	0	17	3	0	0	0	1	6	0	0	0	0	3	0	0	0	0	0	0	7	4	3	0	0	0	0	0	3	1	0	15	0	0	0	5	0	0	6	9	0	2	2	9	4	8	5	0	0	1	11	0	0	0	0	2	0	3	0	0	0	2	0	0	0	0	2	0	0	0	3	0	0	2	0	0	13	0	1	1	2	0	0	0	1	0	0	5	0	30	0	0	0	4	3	0	0	0	0	62	123	117	32	264	23	19	246	13	0	12	0	0	1	0	3	0
2861280	349	0	1014	3737	1143	2714	1853	0	4153	384	49	19	3	1408	1829	0	139	11	106	225	0	1040	157	6	260	641	3641	907	3007	302	141	62	5	0	4027	3711	35	3516	3	0	3236	898	0	0	2656	3952	418	1824	2759	254	4737	6740	2879	0	837	1117	2422	191	2940	0	136	469	756	903	121	3	0	1193	662	62	4759	140	611	998	1134	401	4444	4	39	906	1296	106	1595	819	552	1149	1369	0	2908	1052	515	59	129	1518	226	1964	45	2650	196	2661	9776	234	351	558	21	970	2937	2865	1518	4267	8970	1999	1343	6723	15555	2003	103	1	3931	1086	5930	2386
84292	4	0	7	22	12	8	13	0	31	9	0	0	0	11	7	0	0	0	1	1	0	4	0	0	0	13	6	18	27	0	1	0	0	0	29	16	0	27	0	0	31	16	0	0	18	16	0	4	14	1	6	30	5	0	2	17	17	4	39	0	0	1	2	1	0	0	0	10	0	2	59	0	0	10	4	0	44	0	0	4	16	0	6	1	5	7	16	0	23	13	2	0	0	18	0	0	0	0	0	28	23	0	0	7	0	5	3	7	24	9	37	27	3	42	28	25	0	0	12	3	26	4
1619308	6	0	10	25	13	15	10	0	10	7	2	0	0	5	9	0	1	0	0	2	0	15	1	0	0	2	36	1	24	2	1	1	0	0	38	16	1	10	0	0	17	10	0	0	10	43	1	16	42	0	36	79	23	0	7	7	29	2	35	0	0	11	3	5	0	0	0	6	10	0	6	0	7	8	7	8	20	0	0	6	4	0	7	1	8	16	7	0	25	2	7	0	0	18	0	0	0	0	0	9	68	0	0	0	0	20	80	58	10	30	121	13	27	75	168	8	2	0	39	4	53	26
28447	3	0	5	25	4	11	8	0	27	10	3	0	0	6	36	0	2	0	3	0	0	1	1	0	8	11	64	6	28	2	0	0	0	0	31	28	0	23	0	0	49	7	0	0	36	32	1	18	49	2	68	15	23	0	24	8	13	1	24	0	0	0	12	10	2	0	0	10	2	0	17	0	21	6	18	1	14	0	0	8	22	4	13	0	3	6	7	0	20	15	2	0	0	7	0	0	1	0	0	14	73	0	0	0	0	6	3	10	10	19	41	13	4	26	60	9	0	0	57	9	55	20
2609253	3	0	4	44	12	38	16	0	17	4	4	0	0	9	20	0	7	0	1	7	0	14	0	0	3	6	74	6	20	4	3	1	0	0	43	53	0	16	0	0	12	8	0	0	25	56	15	43	45	4	92	77	68	0	7	3	23	3	52	0	6	13	4	21	2	0	0	5	4	0	9	2	14	6	20	5	34	1	0	3	4	1	8	7	5	11	4	0	47	3	6	0	1	18	0	18	5	0	11	25	66	7	0	3	0	11	13	19	8	24	143	11	26	83	179	16	0	0	97	24	145	55
1710	2	0	2	24	8	20	16	0	60	0	0	0	0	17	21	0	0	0	0	1	0	9	0	2	1	4	79	8	26	6	0	0	0	0	27	48	1	43	0	0	39	20	0	0	22	35	1	39	24	2	45	81	39	0	4	13	18	3	37	0	9	1	6	12	2	0	0	26	11	1	59	3	11	4	8	0	38	0	0	5	21	1	24	16	2	10	14	0	37	18	6	0	1	12	1	0	0	0	1	36	74	2	0	0	0	8	3	9	20	37	87	46	3	57	138	22	0	0	45	13	67	32
1680	200	0	761	2267	620	1287	1150	0	2370	271	52	10	0	992	1176	0	36	5	51	169	0	509	23	3	89	616	884	668	2026	107	81	54	1	0	2570	2250	20	2219	1	0	2472	560	0	0	1764	2746	249	577	1807	166	1092	3870	656	0	580	696	1236	94	1264	0	28	296	542	165	57	8	0	724	389	33	2587	28	176	585	245	231	2732	10	21	560	1000	27	941	399	324	656	1009	0	1895	727	333	35	71	833	237	32215	625	1	11665	1704	5050	14364	0	343	0	312	1622	1061	935	822	4037	1322	794	3155	6355	1252	118	0	1061	215	1579	585
240495	38	0	8	309	100	163	162	0	347	27	0	0	0	137	126	0	14	9	20	0	0	150	14	0	15	29	471	74	222	34	21	10	0	0	386	283	0	289	0	0	240	121	0	0	267	311	102	175	215	8	379	418	639	0	61	91	63	0	331	0	0	60	72	69	28	0	0	215	84	9	470	14	26	99	209	31	267	0	0	39	360	27	123	67	56	104	88	0	187	116	72	7	6	125	10	0	0	0	0	191	142	0	0	2	0	3	13	13	143	10	17	132	5	58	96	184	0	0	288	86	515	283
2081702	2	0	9	47	12	17	22	0	22	3	0	2	0	16	18	0	0	0	0	2	0	14	0	0	2	3	0	18	39	0	1	1	0	0	40	45	0	73	0	0	63	8	0	0	28	34	1	4	36	3	0	68	8	0	4	9	24	2	28	0	0	3	7	0	3	0	0	10	8	0	97	0	0	12	0	5	63	0	0	6	9	0	30	6	4	12	17	0	39	8	0	0	2	19	0	0	0	0	0	34	39	0	0	1	0	1	5	4	17	0	62	22	4	83	117	17	0	0	2	0	3	0
544580	33	0	0	0	0	750	0	0	0	0	0	8	0	0	0	0	0	0	0	43	0	109	47	0	0	0	1835	0	0	41	21	0	0	0	0	77	0	0	0	0	0	68	0	0	0	0	85	876	88	0	2315	140	958	0	0	0	0	16	1753	0	42	0	147	270	0	0	0	0	0	46	0	53	257	70	197	0	102	0	0	0	0	36	0	0	0	0	0	0	0	0	170	0	0	158	0	0	0	0	756	0	0	0	0	0	0	196	289	190	77	142	0	0	135	0	0	0	0	0	3260	804	5416	2302
1747	22	0	16	72	15	51	48	0	444	10	5	0	0	34	56	0	0	0	2	3	0	49	0	0	0	16	4	26	141	3	12	0	0	0	110	148	1	40	0	0	912	5	0	0	81	110	3	15	22	13	59	145	0	0	57	72	108	10	4	0	0	124	8	0	5	0	0	64	0	0	98	0	0	32	9	3	48	0	0	20	76	0	177	8	20	50	14	0	78	12	9	9	1	11	60	3159	302	0	2166	54	110	3096	0	63	0	7976	84015	13683	30	459	8	0	9348	9	3332	6	26	0	15	4	0	0
2559073	3	0	12	683	140	160	500	0	113	49	4	4	0	62	239	0	0	0	14	17	0	116	0	0	0	44	11	48	158	9	3	3	0	0	764	130	0	15	0	0	265	111	0	0	441	456	9	39	469	3	59	890	8	0	17	119	260	9	687	0	0	73	3	0	6	0	0	93	80	0	7	2	0	64	2	92	340	0	0	120	26	5	76	18	6	80	15	0	605	68	0	0	5	3	8	7	0	0	1	0	456	2	0	1	0	2760	37065	11819	2	2800	974	0	3908	1018	424	15	0	0	18	7	26	13
1608957	3	0	16	59	5	24	19	0	47	1	0	0	0	15	11	0	4	0	2	3	0	8	1	0	0	2	30	12	30	4	1	2	0	0	46	26	0	34	0	0	29	17	0	0	30	21	2	21	16	4	31	28	13	0	3	7	8	0	18	0	0	1	5	4	1	0	0	15	5	2	41	0	6	10	4	3	41	0	1	6	14	0	16	13	4	5	16	0	42	17	2	0	2	18	0	3	0	0	1	40	35	0	0	0	0	0	4	4	24	0	64	32	1	46	87	23	0	0	38	5	37	10
74426	2	0	15	13	3	0	14	0	9	5	1	0	0	13	40	0	0	0	0	0	0	0	0	0	0	11	0	10	18	0	2	1	0	0	10	15	0	21	0	0	56	7	0	0	52	53	8	0	35	1	0	9	1	0	15	5	9	1	0	0	0	0	32	0	0	0	0	6	2	0	24	0	0	0	0	0	22	0	0	22	22	0	13	0	0	11	15	0	6	15	0	0	0	1	0	19	22	0	27	26	0	47	0	0	0	0	0	0	5	0	0	14	0	0	0	6	0	0	0	0	0	0
2843216	1	0	10	39	7	50	18	0	54	4	0	0	0	36	24	0	2	0	1	0	0	12	10	0	2	9	128	18	44	6	6	0	0	0	43	39	0	54	0	0	39	14	0	0	32	55	16	109	34	0	244	63	87	0	6	28	26	3	28	0	1	10	18	27	1	0	0	27	2	0	107	3	32	8	35	5	39	0	0	4	31	5	26	4	6	15	11	0	35	11	3	1	1	19	0	186	0	0	12	46	51	10	0	0	0	2	2	6	37	4	97	42	6	61	124	38	0	0	259	71	334	141
1302	1130	0	12878	14830	13323	86400	295	8	5988	3493	390	9	3	3433	4839	0	0	28	2024	6616	0	76380	0	15	7	6163	32	4695	2986	324	723	265	0	0	3621	80234	327	5366	2	0	4484	22617	0	0	26695	105578	1814	51	25424	668	38	208312	98	0	6448	20805	64864	703	99390	6	0	6344	3526	2	1446	782	0	675	696	3207	121	4	13	7459	2	2378	13813	25	431	13167	21	12	9456	1195	22946	17488	13124	1	21619	1492	19	295	2070	1909	14527	4088	376	6	400	2383	299293	970	14	11310	1	536	17567	45481	44201	1213	360332	242	178099	233415	165159	38192	9944	0	47	8	50	29
1314	66	0	455	603	531	1399	15	0	376	144	25	0	0	160	270	0	0	0	65	214	0	738	0	0	0	164	49	235	159	9	33	11	4	0	207	2387	6	218	0	0	265	868	0	0	1228	4395	55	45	769	13	17	7889	4	0	289	533	1587	19	1855	0	0	224	155	3	32	3	0	51	56	75	206	1	2	206	0	79	485	0	17	662	55	0	333	59	1022	398	555	0	676	79	174	12	62	92	942	799	256	0	255	188	4469	333	6	3638	0	50	447	2158	1702	241	10493	147	4069	7507	3620	690	837	0	43	15	110	28
1311	43	0	327	470	324	1359	36	0	299	139	16	0	0	125	169	0	3	0	39	170	0	470	0	0	0	158	26	194	128	2	22	6	0	0	173	1990	6	142	0	0	189	634	0	0	909	3597	43	24	674	18	25	6485	7	0	249	387	1283	11	1556	0	0	160	118	3	12	4	0	41	52	34	144	0	8	173	1	60	374	0	2	485	31	1	287	25	764	289	534	0	540	62	31	6	41	59	746	466	186	2	602	157	4463	621	5	2886	0	173	395	2012	1691	252	8201	117	3473	5167	1871	563	706	0	109	2	126	48
