RDC_4_H31	RDC_2_H8	RDC_6_H68	RDC_2_H6	RDC_2_H11	RDC_5_H57	RDC_2_H3	RDC_5_H48	RDC_6_H71	RDC_5_H43	RDC_3_H15	RDC_5_H46	RDC_4_H30	RDC_4_H40	RDC_3_H23	RDC_3_H22	RDC_3_H14	RDC_5_H55	RDC_6_H62	RDC_5_H52	RDC_4_H29	RDC_4_H33	RDC_4_H32	RDC_6_H65	RDC_2_H5	RDC_4_H41	RDC_5_H58	RDC_4_H38	RDC_4_H28	RDC_5_H44	RDC_4_H26	RDC_5_H54	RDC_6_H66	RDC_3_H13	RDC_4_H37	RDC_1_H1	RDC_2_H4	RDC_5_H49	RDC_2_H7	RDC_3_H16	RDC_6_H69	RDC_6_H63	RDC_5_H56	RDC_6_H64	RDC_1_H2	RDC_5_H53	RDC_5_H50	RDC_3_H18	RDC_6_H70	RDC_5_H61	RDC_3_H12	RDC_5_H51	RDC_4_H35	RDC_6_H72	RDC_4_H25	RDC_3_H17	RDC_5_H59	RDC_3_H20	RDC_5_H47	RDC_5_H45	RDC_4_H27	RDC_2_H9	RDC_3_H19	RDC_5_H60	RDC_4_H34	RDC_4_H36	SRX3830154	SRX4318863	SRX024173	SRX024148	ERR584333	SRX024023	SRX3830174	SRX024200	SRX023994	ERR584348	SRX4318860	ERR584320	SRS727524	SRS728264	SRX740589	SRX3830184	SRX740562	SRX025192	SRX3830126	SRX740632	SRX025193	SRX101411	SRX3830225	SRX4318858	ERR584341	SRR5823608	SRR5823606	SRR5823609	SRR5823611
37931	26	54	250	85	136	151	267	13	6	41	90	0	5	0	0	0	7	34	38	202	0	3	8	214	144	0	137	0	32	194	115	0	65	168	0	254	28	43	122	6	107	17	47	0	0	60	46	0	324	38	21	320	0	0	44	57	21	46	24	46	47	220	77	14	0	0	101	12	180	0	0	62	85	303	0	0	19	0	13	97	80	69	59	511	66	40	749	260	82	0	0	71	30	83	43
2735316	3	38	182	29	87	62	133	15	0	56	48	0	2	3	37	1	5	8	32	83	7	2	5	108	157	1	100	0	20	66	133	11	31	69	6	255	20	75	78	0	103	14	17	13	0	41	10	0	172	45	15	141	2	0	26	38	53	26	16	46	25	113	37	53	3	0	51	15	155	1	0	7	104	381	7	0	56	0	8	45	30	41	35	314	55	45	273	818	59	19	0	115	41	214	107
43663	3	29	28	10	60	29	50	5	0	27	18	0	2	5	0	0	5	0	5	43	14	0	0	28	35	0	58	0	8	30	39	10	105	24	0	0	5	14	0	0	0	0	11	4	0	19	7	0	78	20	0	56	0	0	0	33	27	12	0	0	23	18	23	0	0	0	20	1	0	0	0	0	35	50	2	0	0	0	5	57	35	21	58	159	22	17	60	74	14	1	0	128	20	195	87
446860	7	32	103	25	49	52	111	9	0	37	37	1	0	6	0	0	14	8	22	96	10	3	0	87	66	3	115	0	17	86	62	19	21	54	14	118	19	31	0	2	0	5	13	0	0	37	5	0	153	19	8	140	0	0	26	37	38	28	11	20	40	74	42	0	4	2	44	3	0	0	0	1	97	191	0	0	1	0	6	18	30	55	49	113	63	28	116	196	31	1	0	90	17	111	37
388357	1	18	30	9	0	9	34	0	0	12	7	0	0	0	0	0	4	0	11	26	4	0	0	40	31	0	24	0	0	29	0	5	39	17	3	43	0	16	0	0	0	0	4	2	0	12	6	0	39	7	0	38	0	0	9	13	12	12	0	9	7	24	8	6	0	0	11	1	5	0	0	1	24	55	2	0	7	0	23	33	56	12	295	2	12	35	16	19	10	1	0	97	23	140	55
404582	2	0	0	0	0	0	17	3	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	5	0	30	0	0	0	4	3	0	0	0	0	62	123	117	32	264	23	19	246	13	0	12	0	0	1	0	3	0
2861280	349	1014	3737	1143	2714	1853	4153	384	49	1408	1829	11	106	225	1040	6	260	641	907	3007	302	141	62	4027	3711	35	3516	3	898	2656	3952	418	1824	2759	254	6740	837	1117	2422	191	2940	469	756	121	3	1193	662	62	4759	998	401	4444	4	39	906	1296	1595	819	552	1149	1369	2908	1052	515	59	129	1518	226	1964	45	2650	196	2661	9776	234	351	558	21	970	2937	2865	1518	4267	8970	1999	1343	6723	15555	2003	103	1	3931	1086	5930	2386
84292	4	7	22	12	0	13	31	9	0	11	7	0	1	0	0	0	0	13	18	27	0	1	0	29	0	0	27	0	16	18	0	0	0	0	1	0	0	17	0	4	0	0	0	0	0	10	0	0	59	10	0	44	0	0	0	16	0	0	0	7	16	23	13	0	0	0	18	0	0	0	0	0	28	23	0	0	7	0	5	3	7	24	9	37	27	3	42	28	25	0	0	12	3	26	4
1619308	6	10	25	13	0	10	0	7	2	0	9	0	0	2	0	0	0	0	0	24	2	1	1	38	0	1	10	0	10	0	43	0	16	42	0	79	7	0	29	2	0	11	0	0	0	6	10	0	0	8	8	20	0	0	6	0	7	0	8	16	7	25	0	7	0	0	18	0	0	0	0	0	9	68	0	0	0	0	20	80	58	10	30	121	13	27	75	168	8	2	0	39	4	53	26
28447	3	0	25	0	0	8	27	10	3	0	36	0	3	0	0	0	8	11	6	28	2	0	0	31	28	0	23	0	0	36	0	0	18	49	2	0	24	8	0	1	0	0	12	2	0	10	0	0	0	6	0	14	0	0	8	22	13	0	0	0	7	20	15	0	0	0	7	0	0	1	0	0	14	73	0	0	0	0	6	3	10	10	19	41	13	4	26	60	9	0	0	57	9	55	20
2609253	3	0	44	12	38	16	17	4	4	9	20	0	1	7	0	0	3	6	6	20	4	3	1	43	53	0	16	0	8	25	56	15	43	45	4	77	7	0	23	3	0	13	4	2	0	5	0	0	0	6	5	34	1	0	0	0	8	7	0	11	0	47	0	6	0	0	18	0	18	5	0	11	25	66	7	0	3	0	11	13	19	8	24	143	11	26	83	179	16	0	0	97	24	145	55
1710	2	0	24	0	0	16	60	0	0	17	21	0	0	0	0	2	1	0	8	26	6	0	0	27	48	1	43	0	20	22	35	0	39	24	2	81	4	13	0	3	0	0	6	2	0	26	11	0	59	4	0	38	0	0	5	21	24	16	0	10	14	37	18	6	0	0	12	1	0	0	0	1	36	74	2	0	0	0	8	3	9	20	37	87	46	3	57	138	22	0	0	45	13	67	32
1680	200	761	2267	620	1287	1150	2370	271	52	992	1176	5	51	169	509	3	89	616	668	2026	107	81	54	2570	2250	20	2219	1	560	1764	2746	249	577	1807	166	3870	580	696	1236	94	1264	296	542	57	8	724	389	33	2587	585	231	2732	10	21	560	1000	941	399	324	656	1009	1895	727	333	35	71	833	237	32215	625	1	11665	1704	5050	14364	0	343	0	312	1622	1061	935	822	4037	1322	794	3155	6355	1252	118	0	1061	215	1579	585
240495	38	8	309	100	163	162	347	27	0	137	126	9	20	0	150	0	15	29	74	222	34	21	10	386	283	0	289	0	121	267	311	102	175	215	8	418	61	91	63	0	331	60	72	28	0	215	84	9	470	99	31	267	0	0	39	360	123	67	56	104	88	187	116	72	7	6	125	10	0	0	0	0	191	142	0	0	2	0	3	13	13	143	10	17	132	5	58	96	184	0	0	288	86	515	283
2081702	2	9	47	12	0	22	22	3	0	16	18	0	0	2	0	0	2	0	18	39	0	1	1	40	45	0	73	0	8	28	34	0	0	36	3	68	4	9	24	2	0	0	7	3	0	10	8	0	97	12	5	63	0	0	6	9	30	6	0	12	17	39	8	0	0	2	19	0	0	0	0	0	34	39	0	0	1	0	1	5	4	17	0	62	22	4	83	117	17	0	0	2	0	3	0
1747	22	16	72	15	51	48	444	10	5	34	56	0	2	3	49	0	0	16	26	141	3	12	0	110	148	1	40	0	0	81	110	3	15	22	13	145	57	72	108	10	0	124	8	5	0	64	0	0	98	32	3	48	0	0	20	76	177	8	20	50	14	78	12	9	9	0	11	60	3159	302	0	2166	54	110	3096	0	63	0	7976	84015	13683	30	459	8	0	9348	9	3332	6	26	0	15	4	0	0
2559073	3	12	683	140	160	500	113	49	4	62	239	0	14	17	116	0	0	44	48	158	9	3	3	764	130	0	15	0	111	441	456	9	39	469	3	890	17	119	260	9	687	73	0	6	0	93	80	0	0	64	92	340	0	0	120	26	76	18	6	80	15	605	68	0	0	5	3	8	7	0	0	1	0	456	2	0	1	0	2760	37065	11819	2	2800	974	0	3908	1018	424	15	0	0	18	7	26	13
1608957	3	16	59	0	0	19	47	0	0	15	11	0	2	3	0	0	0	0	12	30	4	1	2	46	26	0	34	0	17	30	0	0	21	16	4	0	0	0	0	0	0	0	5	1	0	15	5	0	41	10	3	41	0	1	6	14	16	13	0	0	16	42	17	0	0	2	18	0	3	0	0	1	40	35	0	0	0	0	0	4	4	24	0	64	32	1	46	87	23	0	0	38	5	37	10
74426	2	15	0	0	0	14	0	5	1	13	40	0	0	0	0	0	0	11	10	18	0	2	1	0	0	0	21	0	0	52	53	8	0	35	1	0	15	0	0	1	0	0	32	0	0	6	0	0	24	0	0	22	0	0	22	22	13	0	0	11	15	0	15	0	0	0	1	0	19	22	0	27	26	0	47	0	0	0	0	0	0	5	0	0	14	0	0	0	6	0	0	0	0	0	0
2843216	1	10	39	0	50	18	54	4	0	36	24	0	1	0	0	0	2	9	18	44	6	6	0	43	39	0	54	0	14	32	55	16	109	34	0	63	6	28	26	3	0	10	18	1	0	27	0	0	107	8	5	39	0	0	0	31	26	4	6	15	11	35	11	0	1	0	19	0	186	0	0	12	46	51	10	0	0	0	2	2	6	37	4	97	42	6	61	124	38	0	0	259	71	334	141
1302	1130	12878	14830	13323	86400	295	5988	3493	390	3433	4839	28	2024	6616	76380	15	7	6163	4695	2986	324	723	265	3621	80234	327	5366	2	22617	26695	105578	1814	51	25424	668	208312	6448	20805	64864	703	99390	6344	3526	1446	782	675	696	3207	121	7459	2378	13813	25	431	13167	21	9456	1195	22946	17488	13124	21619	1492	19	295	2070	1909	14527	4088	376	6	400	2383	299293	970	14	11310	1	536	17567	45481	44201	1213	360332	242	178099	233415	165159	38192	9944	0	47	8	50	29
1311	43	327	470	324	1359	36	299	139	16	125	169	0	39	170	470	0	0	158	194	128	2	22	6	173	1990	6	142	0	634	909	3597	43	24	674	18	6485	249	387	1283	11	1556	160	118	12	4	41	52	34	144	173	60	374	0	2	485	31	287	25	764	289	534	540	62	31	6	41	59	746	466	186	2	602	157	4463	621	5	2886	0	173	395	2012	1691	252	8201	117	3473	5167	1871	563	706	0	109	2	126	48
1839799	30	1101	176	276	1669	76	298	150	25	43	433	0	26	73	945	0	0	151	168	59	3	24	8	70	1037	8	34	0	626	1644	2138	28	0	649	5	3876	342	241	469	4	1045	84	57	25	0	22	47	8	30	216	15	104	0	4	88	0	623	18	873	187	93	210	22	13	15	54	61	219	95	101	0	39	29	871	318	0	1088	0	8	89	449	438	117	1151	7	1126	924	306	224	161	0	0	0	0	0
1304	41	801	650	505	1158	43	476	159	20	144	212	3	39	129	709	0	0	168	493	121	6	27	21	271	3332	3	165	0	1182	1517	4329	53	15	846	8	19060	350	207	1623	11	2228	180	206	12	3	45	41	36	34	217	73	549	9	7	1109	42	403	24	1434	322	736	695	87	180	18	60	187	732	268	120	0	189	275	2078	568	0	3688	0	35	378	1236	3372	355	2545	165	4048	2049	1124	692	430	0	0	0	11	0
1303	35	574	1119	660	1683	57	735	244	11	310	186	0	75	315	738	0	0	153	256	328	37	37	15	469	2424	16	287	0	917	976	9022	56	20	1089	25	6419	335	549	1662	31	980	379	91	59	7	84	108	107	34	252	148	711	0	11	503	11	343	55	1264	437	670	861	115	7	0	85	116	955	2721	100	502	73	333	8455	191	595	1479	39	73	453	4410	2338	131	22044	70	3923	13089	3792	946	1143	0	40	7	157	55
1335	21	106	213	179	414	0	97	42	0	9	48	0	27	42	167	0	0	59	39	11	0	0	5	64	870	11	91	0	308	461	1874	21	0	324	11	3387	89	64	1396	9	360	33	21	0	0	0	0	53	0	47	33	70	0	10	248	0	58	19	290	169	121	240	15	0	10	42	36	402	292	58	0	211	29	527	345	0	2215	0	0	104	503	616	115	741	4	1961	502	282	111	151	0	0	0	0	0
1366	6	87	154	21	112	0	54	26	0	8	41	0	13	10	64	0	0	0	22	0	0	0	0	24	295	0	0	0	165	240	712	5	0	59	0	1820	24	21	117	0	413	0	21	0	0	0	8	0	0	7	5	39	0	0	38	0	22	4	108	26	39	51	0	0	5	0	11	84	25	40	0	113	30	791	28	0	165	0	11	102	309	420	170	1312	0	657	528	795	87	97	0	11	0	2	0
1624	6	35	112	57	163	24	157	12	2	52	37	0	3	17	58	0	2	33	23	63	0	4	3	83	207	0	39	0	45	73	304	13	0	62	8	311	34	75	161	4	232	32	31	2	1	17	7	9	79	42	13	101	3	3	40	42	31	4	67	46	52	95	19	140	0	13	24	279	1833	268	0	855	59	756	1126	2	298	0	23	85	173	159	127	478	121	265	345	301	150	114	0	100	12	139	51
1255	2	64	140	116	167	38	204	5	3	162	67	0	4	29	93	0	0	73	116	120	6	0	5	157	247	0	165	0	46	143	380	4	63	162	1	342	41	127	173	0	178	33	117	3	1	22	33	10	423	35	25	176	0	2	37	139	105	18	80	51	80	158	26	312	1	10	31	179	1198	262	0	552	223	783	388	10	131	0	22	56	130	206	128	526	266	324	388	289	181	71	0	129	21	187	70
1580	1	0	0	17	0	4	41	26	0	9	14	0	0	0	0	0	0	6	15	24	3	0	1	29	96	0	14	0	21	45	102	0	0	0	3	253	12	21	0	0	121	0	0	0	0	13	0	0	78	0	7	19	0	0	32	30	20	0	32	0	0	0	7	6	0	0	8	0	8	0	0	4	26	2	18	0	0	0	1	7	5	54	39	0	8	12	0	0	22	0	0	3	0	2	0
1352	9	333	438	432	906	203	901	102	20	339	245	0	22	106	405	0	25	215	348	471	11	15	7	399	1428	11	375	0	411	807	2271	40	157	640	25	3366	333	289	987	37	819	218	304	33	2	96	55	58	579	223	87	536	0	21	367	297	238	83	512	215	434	515	159	1169	4	62	138	919	20363	2481	0	4522	454	4238	4921	170	1087	7	187	239	961	1198	593	4428	473	1675	8337	3227	713	412	0	365	31	556	175
29394	9	57	359	173	470	23	222	26	4	137	42	1	7	19	161	0	3	87	63	125	2	3	4	224	663	1	81	0	91	270	826	23	36	178	6	808	42	141	435	4	509	57	73	7	0	21	53	20	167	58	28	185	0	4	38	70	104	20	68	110	116	203	15	212	2	11	59	511	729	159	0	641	98	1990	758	2	566	0	396	577	409	163	117	520	91	798	641	227	219	277	0	209	23	302	122
1428	13	40	108	108	153	82	309	18	7	286	65	1	4	39	80	0	0	68	444	376	5	1	6	242	297	0	171	3	69	160	456	7	203	174	4	564	41	160	158	0	362	56	203	6	0	37	30	7	619	72	23	301	0	1	39	236	100	12	70	45	159	173	27	534	4	8	62	358	975	256	0	1031	209	1367	1107	0	314	0	45	228	296	248	232	533	357	271	346	392	245	187	0	689	115	945	392
492670	3	0	51	25	113	10	38	5	0	21	7	0	5	11	44	0	4	9	9	17	4	0	0	65	54	0	31	0	27	40	142	10	59	41	2	123	20	31	49	1	131	20	18	1	0	8	0	11	74	7	10	49	0	0	16	11	9	8	10	23	17	36	8	154	3	0	19	115	1040	129	0	405	46	239	333	0	166	0	16	152	64	68	35	116	38	74	67	129	57	59	0	290	39	442	140
129338	6	40	89	95	55	55	251	12	0	147	74	0	2	20	0	2	3	73	183	163	6	1	0	208	158	0	177	0	26	89	249	9	119	106	3	123	29	88	50	2	0	27	119	4	3	33	26	6	481	12	9	238	0	2	16	200	101	23	7	41	66	118	34	280	1	0	76	48	600	73	1	143	206	72	251	3	55	0	18	11	57	124	14	16	317	42	16	63	140	28	0	300	38	415	164
2777185	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	3	22	5	0	29	8	18	66	0	8	0	0	0	1	18	0	4	9	3	3	1	12	2	0	32	7	35	19
29382	6	35	100	61	176	23	72	47	0	102	66	32	8	18	143	0	6	180	85	96	36	3	1	122	246	9	36	0	61	168	288	123	30	92	2	621	51	44	128	17	311	40	51	10	4	34	16	14	104	23	20	171	1	0	54	65	55	20	82	114	58	134	29	23	0	6	26	145	635	59	10	393	53	623	420	138	181	15	1015	4377	1579	198	3928	253	87	1499	172	147	145	60	0	366	43	230	100
1280	18	59	414	114	395	43	338	31	0	252	115	0	24	45	232	4	0	160	99	248	9	10	0	236	412	0	256	0	164	236	804	32	77	142	9	1137	83	121	335	0	715	46	184	6	0	52	45	11	764	94	40	296	0	0	57	201	193	19	154	50	145	196	62	277	0	8	101	411	3985	387	243	961	222	1531	1798	0	454	6	1729	4320	7239	587	3396	603	238	7193	292	467	500	191	0	375	51	534	184
1465	12	45	257	114	184	37	171	26	3	95	56	0	4	32	110	0	10	60	93	92	2	1	3	194	308	1	109	0	72	145	426	27	61	150	9	423	66	116	154	2	131	49	82	8	0	27	48	11	225	41	26	160	0	3	45	83	58	25	60	46	78	128	36	216	2	4	55	367	1713	357	3	885	140	763	917	14	332	0	10	47	151	207	34	519	161	205	370	473	206	256	0	314	62	541	213
375489	4	39	90	50	166	12	124	24	8	113	51	0	12	15	49	0	10	35	63	64	4	3	4	123	167	2	78	0	39	78	257	17	121	72	3	242	28	47	57	6	182	11	52	2	0	16	15	7	256	27	18	100	0	2	22	96	31	24	50	22	67	72	26	196	3	5	50	129	1026	174	62	382	122	504	483	4	128	0	5	22	50	156	4	170	146	68	124	207	134	91	0	509	89	784	244
2607911	2	0	22	0	0	0	29	0	0	16	19	1	0	2	0	0	0	0	18	17	0	0	0	0	32	0	0	0	0	24	67	0	0	0	2	48	9	0	0	0	0	0	7	1	0	6	5	0	37	0	4	18	0	1	0	11	0	0	7	0	10	0	0	16	0	0	15	18	19	9	0	9	22	15	99	138	4	0	0	2	1	15	2	0	16	1	3	3	23	15	0	108	8	97	42
1406	5	37	169	73	90	39	322	26	3	181	78	2	0	12	51	0	0	97	110	179	9	4	3	186	251	0	160	0	38	158	390	35	114	122	4	362	51	166	33	3	184	29	182	12	0	39	26	0	609	53	15	249	0	4	47	202	105	18	48	68	110	153	40	760	0	3	40	151	3756	609	0	1304	233	199	1687	60	155	0	24	91	47	215	15	50	265	33	35	70	255	63	0	363	37	510	201
1639	8	140	191	225	390	94	461	69	8	343	169	0	19	67	199	0	8	217	266	279	3	3	17	335	571	1	259	0	136	312	816	27	130	265	16	928	96	238	338	7	545	61	302	12	9	73	63	8	1218	124	24	348	0	8	96	372	156	59	161	80	221	174	99	764	0	13	79	439	1549	267	0	587	588	1262	1213	15	484	0	25	176	251	515	109	868	829	424	494	493	499	216	0	567	74	573	252
2051906	3	33	77	55	91	7	80	9	0	43	17	0	6	8	38	0	3	39	63	28	21	0	2	62	111	0	37	0	36	33	208	10	92	56	7	165	17	42	69	5	134	13	53	0	0	12	5	9	127	16	6	112	1	0	19	38	27	9	27	17	45	43	9	116	0	4	41	126	1301	113	2	137	35	369	245	18	139	5	6	23	62	83	23	133	41	78	80	161	86	81	0	201	35	318	118
2714353	40	274	864	379	323	287	1104	106	20	670	409	4	19	114	171	6	27	373	347	609	26	27	28	874	980	4	602	4	237	667	1227	75	198	705	35	1105	208	360	327	24	427	124	440	24	0	179	175	5	1399	154	106	1010	1	7	187	462	392	108	125	163	317	640	172	821	11	27	253	221	82229	13792	5	26511	723	698	56297	0	158	0	57	263	218	618	44	376	798	126	280	711	543	245	0	610	114	905	382
2714358	1	109	194	115	53	100	227	31	9	214	120	1	6	31	38	1	1	149	166	250	7	12	7	233	337	0	149	0	74	203	577	18	38	213	6	280	101	125	64	2	116	19	194	0	0	53	23	0	710	45	23	213	0	6	74	214	101	20	62	41	121	134	73	407	3	5	64	228	26818	6153	32	12483	337	342	16918	0	221	2	7	38	30	233	9	80	499	67	71	232	273	114	0	145	26	250	85
1264	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3	897	72	0	332	13	56	258	0	0	0	0	1	1	6	2	7	14	0	0	0	5	3	0	13	1	15	2
1496	41	2081	1061	1667	677	353	2570	454	88	3209	1223	7	42	429	376	3	24	4192	3942	3515	20	20	116	1520	2622	3	1157	0	367	1927	13221	165	341	2213	54	3307	416	3351	871	33	1019	356	3649	28	7	410	444	6	18777	439	190	2400	6	31	861	4476	1673	490	425	542	1347	1477	846	17134	16	51	408	747	9399	1030	6	4017	1782	2069	7226	1	556	0	24	96	197	2196	65	276	2492	347	392	645	2994	543	0	536	104	712	283
1731	1	0	19	10	0	9	23	0	0	9	0	0	1	2	0	0	1	0	6	0	0	0	0	23	28	0	0	0	0	16	42	0	15	0	0	0	9	12	0	0	0	0	7	0	1	3	0	0	33	0	3	0	0	0	0	0	0	0	0	0	0	24	0	59	1	0	4	10	527	191	0	162	9	26	3103	0	9	0	1	2	0	21	4	1	13	2	2	35	18	3	0	89	13	92	46
2184575	21	309	389	424	168	133	999	68	14	640	279	0	11	86	113	3	9	292	591	548	13	8	34	540	740	0	421	0	150	427	1314	29	208	380	14	765	173	378	138	9	302	95	686	25	3	103	103	0	2126	162	69	756	2	16	93	670	329	99	142	128	385	422	133	1534	3	18	145	468	4463	696	833	1274	801	817	1794	0	470	0	5	40	163	571	26	203	1115	134	81	515	655	212	0	360	44	520	208
1195166	11	78	327	147	131	57	390	45	11	280	240	0	2	57	82	13	17	105	183	163	42	11	11	311	356	11	200	0	109	203	587	32	76	199	17	414	63	148	101	21	158	35	254	11	2	74	51	0	592	98	38	280	0	0	55	298	120	50	78	62	160	198	56	243	0	13	62	170	2506	252	7	486	328	330	751	1	156	0	2	13	49	291	3	109	432	41	109	198	244	86	0	292	39	401	154
1884263	1	0	49	0	0	0	0	0	0	0	0	0	0	8	27	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	94	7	0	15	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	163	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	329	0	0	36	0	1	0	5	4	0	1	0	9	16	14	24	6	0	0	0	0	0
2124	17	61	194	66	84	48	253	23	6	190	80	2	4	9	23	0	4	62	101	164	15	8	5	248	164	0	195	0	33	108	322	6	66	116	11	158	54	114	50	10	0	40	87	2	2	48	36	0	368	43	29	196	0	1	23	181	103	26	19	63	63	160	20	71	4	3	38	159	859	163	0	164	227	553	411	0	2988	0	3	9	40	150	6	54	178	49	129	142	197	227	0	92	10	140	56
2099	17	50	406	114	106	65	323	30	5	108	60	0	6	3	56	0	3	49	99	170	4	3	0	259	318	0	151	0	68	148	398	27	0	188	13	439	64	81	124	1	81	42	49	12	0	54	87	6	207	49	17	199	5	1	36	87	97	24	41	49	98	206	26	15	0	12	39	44	563	7	0	250	114	242	162	0	7	0	4	3	5	155	17	34	129	15	89	46	134	85	0	99	10	181	79
45361	8	16	158	56	108	58	130	15	3	83	57	0	8	18	58	0	6	42	71	114	2	9	0	157	225	0	113	0	58	105	357	5	28	116	7	271	35	39	73	3	143	34	99	0	0	29	38	0	167	33	20	138	0	3	49	63	56	18	31	36	63	104	47	285	0	6	45	85	1130	182	0	595	84	407	559	0	58	0	2	9	35	114	16	144	142	27	137	166	161	73	0	104	24	208	72
2104	4	12	43	15	45	14	70	7	1	30	14	0	0	6	19	0	2	7	16	48	2	1	2	51	89	0	33	0	24	25	152	0	33	34	0	79	20	31	41	0	0	11	32	2	0	6	12	0	85	11	9	71	0	0	8	33	23	4	13	13	19	58	0	43	0	0	26	92	470	183	0	139	22	208	268	0	89	0	1	10	19	48	3	124	65	28	146	189	74	82	0	117	20	139	56
1768108	5	17	142	55	60	19	69	22	1	38	33	0	3	7	51	0	5	10	13	60	6	6	5	146	98	0	62	0	33	67	106	24	83	78	8	193	12	27	57	1	68	35	28	9	2	15	65	4	130	6	28	99	0	2	11	48	40	10	20	27	34	123	11	9	4	2	32	135	948	57	0	20	42	167	31	0	128	0	20	19	50	53	9	119	54	44	78	299	52	35	0	201	32	283	111
68909	9	43	148	43	49	12	69	7	0	48	54	0	0	0	0	0	7	34	13	70	5	6	0	121	127	1	87	0	0	111	212	14	43	96	0	62	4	11	0	0	0	17	20	0	0	34	43	4	133	10	16	77	1	0	20	59	38	3	27	43	13	101	8	17	0	0	24	0	1259	0	3	193	96	58	326	0	4	0	5	11	20	160	10	10	35	5	10	41	43	0	0	276	43	366	171
1211322	5	23	78	26	67	34	186	15	0	45	62	1	2	7	0	0	2	29	28	82	6	0	3	105	113	0	88	1	24	62	129	17	102	63	11	113	34	60	30	2	72	21	57	1	0	22	11	11	284	17	7	150	0	0	25	35	47	18	16	23	34	51	37	51	1	5	48	25	84	6	0	116	115	83	7	0	24	0	23	103	77	62	19	105	152	30	47	101	93	18	0	307	68	507	173
502394	4	0	43	19	48	17	37	10	0	25	27	0	1	3	0	0	2	6	23	29	4	1	0	49	32	0	26	0	16	34	47	15	48	48	0	64	10	19	0	0	87	17	28	2	0	11	11	4	23	6	13	46	1	2	20	5	10	4	11	19	11	32	9	8	1	0	12	0	11	85	0	11	20	56	62	0	1	0	80	6	13	19	7	28	16	5	69	94	31	0	0	191	40	260	104
432329	4	13	74	48	40	25	116	13	0	114	37	1	2	2	0	0	2	24	21	65	3	3	1	119	80	2	105	0	21	45	130	4	38	81	6	88	11	56	51	5	80	24	44	6	0	26	40	0	139	6	12	89	0	1	9	59	42	7	14	28	17	93	14	122	1	6	26	0	160	17	1	15	84	29	79	0	0	0	0	9	1	76	6	2	56	5	22	94	70	1	0	146	30	209	77
980427	1	17	102	26	64	63	61	0	3	45	74	2	2	17	21	0	9	41	33	87	11	4	0	107	58	0	65	0	41	109	200	8	68	110	0	112	54	26	29	7	84	9	51	6	0	20	15	0	77	22	18	50	1	0	29	19	0	9	0	11	38	60	38	20	2	7	28	11	90	173	0	50	25	183	27	0	4	0	2	21	15	43	5	35	53	14	41	105	47	5	0	253	57	360	132
1137095	8	34	196	105	70	50	295	23	8	140	62	0	0	32	30	0	0	46	65	153	7	0	5	180	199	0	103	0	46	110	366	21	47	88	7	176	87	91	65	0	0	51	106	7	1	43	39	0	264	59	24	213	3	2	24	120	91	25	27	40	53	171	31	250	6	0	77	38	229	248	0	504	193	656	287	0	20	0	12	45	47	185	10	45	196	22	61	182	193	13	0	350	56	494	213
103690	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	18	284	87
1184	6	14	94	38	0	43	185	8	5	112	61	0	0	5	27	0	11	30	37	137	4	7	2	163	122	0	151	0	32	102	177	0	64	59	5	89	33	65	0	7	0	21	77	0	2	28	25	0	235	16	15	140	0	1	11	182	54	3	11	25	25	109	27	167	0	4	37	18	847	146	0	139	93	72	377	0	31	0	3	14	14	90	5	10	113	10	27	21	108	17	0	284	17	542	179
1188228	5	33	130	59	67	51	97	14	1	69	53	0	4	13	19	0	8	40	26	77	3	2	0	154	135	0	69	0	31	82	197	5	60	83	3	96	42	28	43	1	0	21	58	4	0	19	39	5	134	15	9	100	2	0	16	49	41	6	30	34	38	109	35	52	2	5	28	13	323	43	0	24	51	297	175	0	10	0	6	18	14	81	12	110	62	16	76	157	60	15	0	530	60	710	263
