"SRX3830154_oral"	"SRX4318863_oral"	"SRX024173_human_gut"	"SRX024148_human_gut"	"ERR584333_labcontam"	"SRX024023_human_gut"	"SRX3830174_oral"	"SRX024200_oral"	"SRX023994_human_gut"	"ERR584348_labcontam"	"SRX4318860_oral"	"ERR584320_labcontam"	"SRS727524_human_skin"	"SRS728264_human_skin"	"SRX740589_human_skin"	"SRX3830184_oral"	"SRX740562_human_skin"	"SRX025192_oral"	"SRX3830126_oral"	"SRX740632_human_skin"	"SRX025193_oral"	"SRX101411_oral"	"SRX3830225_oral"	"SRX4318858_oral"	"ERR584341_labcontam"	"SRR5823608_soil"	"SRR5823606_soil"	"SRR5823609_soil"	"SRR5823611_soil"	"Unknown"
"RDC_4_H37_NA"	5.11018362126928e-05	0	0	0	1.22400034665018e-13	0	0.112502431243815	0.0533620999240155	1.03572661160896e-317	9.42978620406586e-14	4.27580648737268e-98	0.174019370303813	5.13371540297102e-79	0	6.70699859308997e-12	3.8732351860397e-71	1.77686424009818e-145	4.89213409025445e-42	3.20275523840523e-64	0.0394002166863581	2.08908278852935e-15	3.37626504098656e-36	1.15642901246735e-25	4.26264950417998e-128	1.0876028620953e-65	0.086804684665829	0.185567085444327	0.0384298402545544	0.117555477326457	0.192307692307692
"RDC_1_H1_NA"	9.47191237753069e-07	1.17731144347052e-05	0	0	0.0356696907649929	7.40381682193394e-08	6.88668536683881e-07	2.42815668236737e-07	0.0357133681081584	1.00030740449149e-15	0.115829368812141	4.90344233104285e-16	1.83589807640046e-28	5.77463482260169e-16	9.97637012345561e-09	4.55232795845284e-07	1.87934657589545e-26	0.636151370266351	1.73445328633616e-08	0.000210262525003075	0.0507203145433936	0.0839153924502085	2.56279619928331e-06	0.00103316524853177	1.45773638256675e-22	0.000344893753579605	0.00468111663382229	1.18598958073977e-12	3.9995545521315e-13	0.0357142857142857
"RDC_2_H4_NA"	2.79894956255001e-07	3.12164845847574e-05	0.115861540452997	4.11780718652883e-06	8.27158410764867e-10	2.25165827430668e-09	1.31023986409002e-07	0.00140243522701266	0.00313223796817545	0.119442234282061	3.06279935889641e-10	4.06516617838552e-07	0	1.65872395187759e-11	9.39456846636924e-05	0.00273497642024336	1.32185111765078e-10	0.109091044684893	3.72770114602056e-12	0.169701087273543	0.0130024031588718	0.294150919159651	0.0634815898950429	0.000552280144902284	1.98316842921656e-07	1.5465476977411e-09	1.80774598493069e-09	1.06967223785947e-15	0.000174091569019189	0.107142857142857
"RDC_5_H49_NA"	1.80663261328209e-06	3.18343307888047e-16	0	0	8.18916058019257e-22	0	6.34519568957561e-10	0.0757058747637374	0	2.02283877152069e-15	0.121796155464695	0.00065305620194387	1.87393853271324e-18	0.0720055431449147	0.0235713074529192	3.10560553988424e-06	7.48901331731745e-31	1.55048523731009e-06	0.041717920890402	0.0432120842902717	0.320114129959656	1.66297199990482e-06	0.102820472275851	2.66855125431142e-10	1.56395826240746e-10	0.0361096596722282	2.4000201061308e-07	0.0789520957948731	1.94344685398735e-16	0.0833333333333333
"RDC_2_H7_NA"	5.55370842001115e-09	0.00109318355506048	0	0	3.26116959498238e-07	0.0027951149496805	2.13363539553114e-06	3.48149458373665e-06	0	0.00118290657373289	6.14328771552009e-05	0	0	6.17938367864317e-09	0.00114103256011817	0.0680616072566149	0.0317362641908723	0.020947362349251	7.10015517012124e-05	0.343196258238841	0.00118289108250762	0.344223150875045	0.0178673068163992	0.0262772397729696	0	0.0650568045143002	0	2.45513688258323e-08	0.00398851844136732	0.0711119468629846
"RDC_3_H16_NA"	0.000176949262732172	0.00240647145423083	0.0715019798705826	4.42914567606013e-61	0.159495657870703	4.16288752505109e-159	5.08935599942818e-52	0.134270702542974	3.13960995616544e-294	2.06834821381096e-97	0.0601657352856073	4.31331158524452e-111	1.5154937484912e-60	3.01935716135761e-260	0.0913632007022924	5.16330703350793e-12	2.08476920937309e-105	1.87168475339351e-24	0.0470251196586884	2.65875654068008e-56	0.242538802247945	9.07922132825317e-72	1.578196178822e-61	7.45836981917164e-29	0.0147599948361626	2.99887245496364e-72	0.176295386260632	1.40817800978602e-33	2.28594285381786e-12	0
"RDC_6_H69_NA"	4.89946347819681e-07	1.4404251950637e-06	0	0	0	0	1.48064086087837e-11	0.709439252923644	0	3.39737544081723e-15	6.73118622793471e-08	0	0	5.30693544009418e-10	3.30939385350819e-08	0.00076088189925631	0	0.0152876184250307	0	5.60575567909443e-05	0.159441231661469	0.00051315728189637	7.51343774921919e-06	7.40774961788503e-05	0	4.6291285022023e-12	0.0236317721881717	4.50129718434717e-12	0.0167123317237612	0.0740740740740741
"RDC_6_H63_NA"	0.12415563565027	7.65306333983387e-15	0.0346037260789251	0.00151710889205858	1.09354938875008e-43	2.17116496608216e-18	4.19324411045679e-07	0.273711466156336	5.4045343697088e-07	0.0727991692961601	1.5991562155169e-24	7.36656905326601e-61	3.50758144562192e-09	9.74675336799989e-52	9.98479261564659e-25	6.2785506657734e-07	6.53247247388977e-90	6.06399404566107e-13	5.68627872996042e-26	9.0158917736622e-11	0.0548606600958498	3.97102130239536e-07	3.71294011393828e-14	1.31226604078017e-24	3.22139974246028e-35	3.14262302792709e-18	0.0445014788438769	1.09665688497994e-05	0.28669494294138	0.107142857142857
"RDC_5_H56_NA"	9.33261463699533e-07	9.69266459042327e-08	0.00288930822263147	0.000820686568550103	0.0122772516434559	0.000493913743191821	0.373600672087313	0.000364558794219754	2.17738262981731e-10	0.0518375003142139	1.34716763964472e-08	2.31008843666089e-15	0.0403630113223726	0.0464521150528207	0.000154025203351554	0.030696319494573	2.73026785583102e-14	0.0227197976741586	0.12967525507254	0.241338864880327	0.00103689027952054	3.76280670992376e-08	9.55375272318875e-06	6.45310845403135e-06	0.00317527506928342	0.000188889952235951	2.61041056925406e-07	0.00343677674502488	1.08230579997096e-11	0.0384615384615385
"RDC_6_H64_NA"	0.121677448158199	0.0466883793888766	0	0	1.51774534539531e-36	0	6.50808332543985e-52	4.6788727819569e-08	0	5.89961766925579e-96	2.56633251326971e-63	9.38166589775586e-182	2.29613906033761e-96	6.81431879145421e-120	4.78467035038329e-177	0.000138423587235365	1.12168899179211e-264	3.26431425401395e-42	5.05931276625681e-193	3.81357000505062e-62	0.566930059160006	1.77467096759802e-25	1.71304581513781e-110	5.04719577765988e-41	5.2892413362227e-264	2.6003646005623e-101	1.89020735000231e-107	9.08090186701345e-163	0.116417494768808	0.148148148148148
"RDC_1_H2_NA"	6.52014373362278e-07	1.201757079472e-10	0	0	8.25402781456021e-16	0	0.0332653005644151	0.397411460815672	0	1.98141129228773e-09	2.18749186001049e-09	0	5.07521460014078e-32	2.37967721676111e-14	9.91960209194317e-13	8.73042731027438e-06	6.82573580236044e-12	0.0202066240728685	0.000479685089608829	1.82664901573961e-07	0.0051543095208824	0.325285692546146	5.79878215876244e-09	4.91397193619964e-11	0	0.0383821336693284	0	7.79418188126262e-15	0.109591406667154	0.0702138118024893
"RDC_5_H53_NA"	0.0206407354824283	0	1.4503397482066e-298	0	0.0504885074115765	0	0.184535059830049	0.0652568798552497	0	6.11720784535767e-223	0	7.67014083725924e-150	1.14761142039139e-146	0	1.11148871733259e-97	0	1.85170285945113e-40	1.93646189885514e-61	0.100632528694884	0	0	1.90217662749123e-117	0.0513124423617772	1.35467422057393e-125	3.44337510319953e-134	0.050767401026116	8.25854037443222e-50	0.114806453475501	0.250448880751307	0.111111111111111
"RDC_5_H50_NA"	4.17214058621622e-07	0.0396918480450722	9.19354275883447e-07	0	2.45221399748414e-06	1.82416022242181e-11	0.0592961761146682	0.258736604016677	8.70879342118944e-14	0.0925843033660965	1.40095174914073e-05	1.09826225495033e-08	0.000540371122147595	1.12939759805393e-10	4.62653189462595e-07	7.40287007583903e-09	1.62459213632763e-10	0.000172558244651073	9.49269078809915e-08	0.00175842757527934	3.65780197444749e-06	0.0105082202075353	0.00134732267124707	0.000283269773709685	3.77625229015362e-09	0.104970740371747	0.0988917705960372	0.0424500387514155	0.0666067683602421	0.222139544646107
"RDC_3_H18_NA"	0.0645761796446304	1.66345199834098e-17	0	0	5.11422473020061e-46	6.0659339181525e-37	7.13603125013523e-35	0.0705475913262334	0	1.24159517086757e-27	6.71549905433628e-27	0	2.01480406739004e-50	0	3.41656502687036e-43	1.039779237173e-24	0	3.94506334402876e-12	0	1.00809171186357e-18	0.657782520437075	2.39364889852176e-10	0.00867669038776337	1.84993524282255e-22	3.11363978613063e-14	0.00353101673451441	7.51126659318272e-08	0.0538333469093346	0.141052579204442	0
"RDC_6_H70_NA"	0.13866112156363	4.83001623435489e-26	0	0	4.384133796067e-158	2.22749567949316e-101	0.0130812138644454	5.07095859253929e-135	0	1.71283979520085e-118	0.0633932773580434	2.02396393692346e-118	4.72052149838542e-119	0	0.000161558179214647	1.20924837996873e-104	0	0	0.175324339173398	3.85926551043401e-163	0	1.3573241093218e-237	2.79627147115237e-161	5.47403987310524e-101	5.13212017124304e-119	1.11201432818968e-118	1.45290063315517e-118	1.07411552260994e-237	1.09237369687088e-100	0.609378489861268
"RDC_5_H61_NA"	8.44202862408158e-06	0.038628283965771	1.2957629148914e-40	0	0.0995521018175725	0	1.02994415506589e-23	0.0723229389700937	0	1.40637775751383e-12	5.00118193530833e-51	3.0832457507531e-11	4.20099632101094e-27	2.68214110852732e-80	4.59916327979434e-31	0.0634756882706507	0.0473207985797123	6.90116138065929e-20	0.134605635607927	0.0881039954513055	4.30151594728514e-07	0.0687849683127132	0.0641686082949714	1.78038847608034e-34	3.10794879491832e-35	2.32571549687551e-18	2.79944477565039e-50	8.25122578078012e-43	0.144456679945397	0.178571428571429
"RDC_3_H12_NA"	3.20262066801788e-06	2.29519942791538e-23	5.11005706295543e-65	0	0.0624028616202365	0	6.69838631343243e-17	0.298312913026747	0	1.09718079681937e-19	2.54189114763671e-26	3.46694299443616e-16	0.061776650373092	0.00047338104221017	0.0719188254249509	5.67437039945164e-09	2.52574664283386e-06	8.41908920399854e-07	6.88091670334344e-37	0.000273047961658185	0.0101582980406473	0.132223721089201	2.05782264764476e-05	4.96955914206162e-14	6.85859478940613e-33	0.0410829273660069	8.50493798922673e-06	0.18445717943689	0.136884535503242	0
"RDC_5_H51_NA"	0.0444331247222007	7.11895954687313e-35	0.167399647925691	0	0.180519173344799	0	0.0874621936961554	0.00567547463984858	0	0.0393546939745949	1.75086777496512e-156	0.0746405152467339	0.0191712606193222	5.08154243259419e-180	1.88074973144494e-77	2.15866059510337e-30	6.57669688572855e-243	0.216738435206545	1.45276850955316e-74	4.61371967769038e-61	7.12094444080547e-31	0.12225079740758	4.08501493048963e-20	8.79312986136574e-47	1.44750573072444e-225	3.58076391102823e-17	1.25507005779038e-64	2.90964232343743e-26	0.0423546832165294	0
"RDC_4_H35_NA"	0.188438651458168	2.420959495375e-152	1.96821224959125e-309	0	8.46115642838993e-07	0	0.141210389016039	2.98086038622765e-153	0	4.636520486279e-112	1.99637847240309e-99	0.115721750988869	0.0773034149536093	1.00778785162721e-77	3.37262398956363e-121	1.23011867032089e-48	4.66804192299598e-130	2.65772796553342e-66	0.154085898627706	2.69856859929426e-124	0.293468781435786	3.26817333891805e-15	1.85303069802628e-15	7.00248933679159e-110	9.79234705653013e-51	0.0002449670394657	0.0295252727253201	1.14229791195481e-124	2.76393883321916e-08	0
"RDC_6_H72_NA"	0.106058080296258	1.87322855662262e-30	1.58258583465273e-211	0	1.0000114591569e-12	0	3.4787462594228e-62	0.000419100233587067	0	0.0658874079545305	1.54626947032763e-44	5.10210619295104e-67	2.64674079771053e-138	4.38758545163326e-92	2.54924936134309e-68	0.201013565133261	3.7765918145319e-114	0.305585141001751	0.0722882021917262	2.93056924226173e-10	0.0558469787308854	4.08300678590172e-13	2.00710272753227e-30	9.48785451263601e-115	1.51588866765386e-32	0.067901524163536	3.05477071153468e-25	1.26289842184006e-76	8.82099234834487e-123	0.125
"RDC_4_H25_NA"	1.92904211619069e-06	0.0565582297749397	0	0	2.92868863315386e-08	8.07049446316116e-26	0.0909326402905709	1.16414654448086e-07	0	1.50355340754088e-15	8.84105167730042e-37	0.000128254196545005	3.2164683415589e-16	4.44032983657596e-31	0.00994346712971444	2.97978421425699e-16	0.0515412013741073	6.83205914724741e-05	1.01773945655531e-07	0.194686434051197	0.211877557641399	0.243641759866555	0.104614913812602	7.76062082768398e-18	1.56761238945025e-18	0.000257562610502455	2.28924563868778e-25	5.41033814591272e-13	3.31964279636431e-05	0.0357142857142857
"RDC_3_H17_NA"	0.155494313102768	7.52644274310022e-58	1.27047065106892e-11	1.01923348386764e-66	0.101798474590304	3.82185671687939e-27	0.0579174531525244	0	0	0.0416666666666667	0	6.16054430635319e-36	0.0865685132178925	5.37257721343586e-49	8.93125345902283e-48	2.00625785671565e-19	3.02405728743037e-26	3.27150848301825e-34	0.372427576445289	8.52103465454122e-94	2.33339636513912e-60	1.1874496101051e-11	0.0433050697725628	0	1.13505970168365e-22	1.4013043587107e-07	7.79064419814331e-05	0.0574105530357235	8.59388604503397e-11	0.0833333333333333
"RDC_5_H59_NA"	9.25181041920359e-06	7.86129015304041e-30	1.37406658830456e-27	0	2.55912074410383e-21	5.94777955476561e-36	0.144347850935432	0.195753277899266	1.08251121171155e-26	8.43919676364616e-60	0.0110207747508098	2.41602925412904e-25	1.51606832224441e-79	0	1.60717557558109e-34	7.92100469855081e-15	1.78960902534029e-70	0.111077665918799	0.144552080310039	1.00267723491842e-26	2.28488007423952e-07	0.0613056931674573	5.56419783342874e-15	1.43372164835223e-36	0.0414481861714334	1.1601467244652e-55	1.85665971338209e-41	0.142336842400175	7.3275428123912e-33	0.148148148148148
"RDC_3_H20_NA"	0.000377211654536597	0.0748207210730122	0	0	0.174328695502129	0	0.263400891327312	1.63324566266682e-13	0	4.43169868526723e-251	2.03660232662593e-317	0.0747933443555415	0.0576886237901825	0	0	3.7613394368446e-33	8.76800216232763e-161	0.0850061780868014	0.13402172762352	4.74063854276953e-143	2.79554735727308e-52	3.16761512613594e-169	2.03472356585615e-88	4.51378374040563e-320	1.50184601709406e-291	8.19322529289838e-168	2.47555705974007e-247	1.60795308507747e-269	0.135562606586801	0
"RDC_5_H47_NA"	0.0829535621452944	7.09136315521186e-16	0	0	1.12824251925183e-28	1.28574009737488e-13	5.00944379626968e-10	0.109539336667421	0	0.0384324684313832	1.33402657904494e-19	0.0750305302196681	1.16971658651928e-21	1.25428577515518e-28	1.22131046666532e-10	1.4672830767085e-05	9.81533692934613e-11	0.30985410234641	0.067779811040397	8.05311003884901e-11	0.00524831740412907	1.84904537941062e-11	0.239522837147644	2.83232533820167e-06	0	2.99651893868812e-36	4.44189876634407e-17	0.0716215286211682	2.81881905816367e-31	0
"RDC_5_H45_NA"	0.0515523813290295	7.18642990989057e-116	8.25055043959673e-319	0	1.61749330923496e-119	0	1.08275332262178e-28	0.171515207654929	0	2.33347204530821e-320	0.129082475700741	2.04320532052055e-241	0.0486754536687177	2.4655194948082e-139	1.50028810526087e-161	3.29893632954494e-51	3.12296878718371e-274	2.95749686748712e-08	6.33679604990147e-306	2.08869204794567e-36	0.000517062236320315	1.20544532516944e-33	0.310160671789514	2.7425201939626e-133	0	8.16169174974615e-160	0.0753361845006463	0.106017676402277	2.02338228669327e-30	0.107142857142857
"RDC_4_H27_NA"	3.56515619497054e-05	3.52515233897738e-72	6.42100004002883e-09	0.00775239030594935	1.23522547450598e-85	8.18290079046733e-16	1.92198378227605e-19	0.0625289044375603	4.52975636877545e-83	0	1.9502510512397e-35	2.25287397358642e-57	2.13030626201652e-58	5.14749709841436e-113	4.71022749500182e-89	0.182426531949185	3.77767958833134e-195	0.0964032385124869	0.267161722021648	2.40699855152398e-19	3.87072181925876e-42	1.96976037158861e-18	0.13096429588946	8.2199465508717e-140	0	0.0591295092540694	3.87376520558942e-16	4.59313912162287e-14	2.57178739057318e-78	0.193597749646645
"RDC_2_H9_NA"	6.87238865631559e-07	0.00140291352872657	0.0384615384615385	1.85234150320958e-07	2.82872008699782e-27	0	1.59106990125688e-18	0.061898266806167	0	0.0499954690191578	5.79984313480357e-12	0	0.000202866167426601	5.84318258617572e-07	2.41782279674531e-11	0.00343343736855506	0.00820253525913353	4.84273958965249e-06	2.81104874553064e-17	0.0942669032536896	2.87447357923034e-07	8.99977036247354e-08	0.213677561577347	0.0728353942110599	0.0140869289806837	4.30034164545785e-05	1.22380208443832e-21	0.120048425460048	0.0522073102533383	0.269230769230769
"RDC_3_H19_NA"	0.118257868235386	1.39190645580992e-260	0	0	0	0	3.25167129531176e-102	1.11889012926517e-55	0	0	0.0835537742924995	0	4.74561956562748e-213	4.54161506910562e-227	5.51768389719006e-109	3.66947227265441e-77	0	9.7494896620319e-74	0.453342200685893	0.00126631186208628	0.00332882110439283	5.01772604946822e-79	1.09894102959488e-61	4.88488286730603e-115	1.09161906869601e-266	0.0785089948755769	0	2.99114540505364e-19	0.00507656324189537	0.25666546570227
"RDC_5_H60_NA"	7.68650449793412e-06	0.0469090092034174	1.18755552029727e-08	0	0.000264882737185013	0	2.58016510223554e-46	0	0	1.92989651244609e-54	4.48666746551214e-05	1.72687193905416e-72	1.04730918545045e-31	4.9696940343675e-66	0.0275971267802987	6.34686042699232e-35	3.17389528641209e-27	0.0830642687796934	2.18878884000043e-49	1.92948779804053e-28	0	1.32147829779389e-10	0.0432098764908465	0	1.03856078686643e-41	1.92231842114342e-15	9.92901976654262e-40	0	0.135455718520591	0.663446552301109
"RDC_4_H34_NA"	2.33175746729975e-06	8.63041592936755e-13	2.50458367568296e-21	0	6.78043335523467e-13	0	0.000139909721067651	0.254803364841846	0	7.76499172828194e-12	1.40588295668592e-36	2.17048539286366e-29	4.37791142032477e-16	1.69500065301193e-17	8.42241046885287e-23	0.215516883108337	0.0462785685911548	0.00102968511407574	0.000179684351396676	1.04682751005163e-09	0.00232436675965161	0.479662871813585	1.16962261831012e-06	2.14980389469242e-10	3.48840505571455e-37	6.11630444805815e-05	3.20490154558634e-12	1.46021205471697e-17	5.45034799498535e-28	0
"RDC_4_H36_NA"	4.73896327926322e-09	0.000429692037975663	0	0	0.0456159546278337	0	1.1854106481032e-05	0.079766275244372	4.57770334467219e-07	0.00532984737966258	1.53602056145059e-06	4.65007536977534e-05	5.74525903196485e-06	3.43885942923449e-09	4.29042596141116e-05	0.00396241035348464	0	0.146683820928411	0.114820332218865	0.0834100661973379	0.335847991312993	0.00457531983191633	0.0127026207333955	0.000892924145958452	1.57257760044917e-06	0.0529412752630446	0.00020767500051871	0	0.00159210468797542	0.111111111111111
