"SRX3830154_human_calculus"	"SRX4318863_human_caries"	"SRX024173_human_gut"	"SRX024148_human_gut"	"ERR584333_labcontam"	"SRX024023_human_gut"	"SRX3830174_human_calculus"	"SRX024200_human_plaque"	"SRX023994_human_gut"	"ERR584348_labcontam"	"SRX4318860_human_caries"	"ERR584320_labcontam"	"SRS727524_human_skin"	"SRS728264_human_skin"	"SRX740589_human_skin"	"SRX3830184_human_calculus"	"SRX740562_human_skin"	"SRX025192_human_plaque"	"SRX3830126_human_calculus"	"SRX740632_human_skin"	"SRX025193_human_plaque"	"SRX101411_human_plaque"	"SRX3830225_human_calculus"	"SRX4318858_human_caries"	"ERR584341_labcontam"	"SRR5823608_soil"	"SRR5823606_soil"	"SRR5823609_soil"	"SRR5823611_soil"	"Unknown"
"RDC_2_H7_NA"	0.112266242386465	1.38926973247869e-32	0	0	4.64371574186087e-140	9.59994180064712e-256	5.96520976127573e-278	0.439520524110787	0	8.56736165845439e-278	0.0496856864453248	5.11798112180338e-30	2.59642125368039e-67	1.03557952286447e-126	7.27906589426491e-59	6.3066047412906e-13	1.26658984727381e-129	5.02616095633387e-15	1.49692230294063e-142	0.000251159901078987	0.398276387153853	4.42273411944709e-25	5.87862466372631e-38	5.14212031808278e-35	9.67693280977712e-278	4.70839859445178e-46	1.85487134100516e-12	1.21950832160763e-20	1.56357884270253e-130	0
"RDC_3_H16_NA"	2.52813227042602e-05	5.29781638317838e-13	0.12434380505106	0	0	2.6749398138936e-278	1.16025988765947e-16	2.26681505201443e-43	2.0278503677162e-230	1.07804734141584e-69	7.07641869104359e-250	3.97345449119506e-58	0.120745464027436	2.51025174621046e-278	2.37320690870893e-45	0.162622552288324	4.92582816513752e-77	0.110367642158231	0.0516039972928386	0.205743551085351	0.000218584828146479	2.25196770877491e-29	7.32708412791958e-08	0.0237383500748194	0.0415294870954195	0.0937751962084964	5.97979012440911e-151	3.83154948450246e-84	0.028248978258764	0.037037037037037
"RDC_6_H69_NA"	9.26347491409154e-08	7.03095322568583e-06	0	0	0	0	1.6685112030096e-05	0.724314614036389	0	0	1.99755018436964e-06	0	0.0422108390227909	0.000197168510888168	0.031556035237691	7.62883466619876e-05	2.20243532204253e-08	0.00606293996653729	2.29885673199656e-06	0.0229823807864907	0.0931014337687677	0.00305511468335222	0.00281823010438509	5.42211383896158e-07	0	0.000180228326109799	0.0552244724478525	0.0181915854164767	2.94834901024535e-12	0
"RDC_6_H63_NA"	0.199478684357644	5.87833468584601e-76	0	0	0.0616699348000048	0	2.19532811064479e-26	5.73120047650694e-12	3.12970300916613e-283	1.708880337431e-104	2.9600304933047e-106	1.38611258428994e-60	0	2.99226510048297e-298	2.55484737346549e-97	1.03683750014148e-59	1.1952867792929e-180	0.137213232741512	1.40841362769151e-226	2.55049733520528e-42	0.132777868195028	0.000209348865105299	0.186305234879661	3.35648756231009e-85	0	1.06572959499474e-10	9.10777355892158e-21	0.100759033822366	2.38076498789935e-97	0.181586662226374
"RDC_5_H56_NA"	6.83992445373721e-07	0.0859513361510202	1.28583243962296e-05	0	0.00683352635066276	0	0.0758310614399889	0.069001372037724	0	0.0251773771849552	7.8763796103218e-13	3.37128341167339e-08	0.00138490878160326	2.90108646502637e-08	0.000105765064479414	3.98653627743966e-05	0.0389064803232871	0.018344456184297	0.0699469903609081	0.00056989934661868	2.13377820903093e-05	0.00150341185090136	0.00358070969982329	0.0538698641677815	0	4.49180431414748e-05	0.0648535262471497	0.0934899688724968	0.0770505475703128	0.313479072136656
"RDC_6_H64_NA"	1.28230161659134e-05	1.20339740829099e-98	1.02394122394752e-65	3.56892662879645e-208	0.053600901162821	0	2.33511005393819e-85	0.231257105776556	8.60473816274934e-209	1.48547720920605e-66	1.84117141718276e-53	0	2.65121151127824e-26	1.28501559449091e-144	6.0658586558485e-96	0.270735240635317	4.87310791979076e-122	4.48507565173154e-13	1.61917612755436e-114	1.71891418526414e-25	0.126343109089572	1.03254398227172e-18	0.0721034561651455	1.68039247608249e-49	0	0.0993951823795693	5.17652909682448e-129	3.88898384670938e-129	0.0696291048513273	0.0769230769230769
"RDC_1_H2_NA"	1.60219795367123e-09	8.36319227124143e-05	0	0	3.31058285120477e-07	0	0.000677561294320793	0.720784178637087	0	0.00379577831554656	3.46702678066146e-06	0	6.8878914822789e-10	1.73318537328343e-05	0.083487726148554	0.000524174433200228	5.5280622998859e-05	0.0526480691102994	4.74584578628325e-06	0.0097624612988481	0.0350867741427793	0.00223659052370487	0.0142880779433338	0.000288067910219777	0	1.05592563526317e-05	0.00152799850265379	0.000165633214097695	0.000477484573644672	0.0740740740740741
"RDC_5_H53_NA"	0.299734340160169	2.33024375255515e-174	0	0	0.096570288218027	0	0.106340581729662	9.57209811504084e-161	0	7.8676477137724e-168	3.28150487485702e-149	7.0854987559767e-101	3.11259662468602e-104	5.39074701762756e-172	1.08266903997818e-264	9.25108115253242e-118	0	7.47862520848269e-21	0.23050941043639	4.07092042881627e-84	6.34175335184428e-74	1.88740138907578e-20	1.94327458845548e-74	3.01110900794457e-88	0	7.54965147201134e-29	0.0656733690034611	9.72845757119474e-88	0.0159868252671056	0.185185185185185
"RDC_5_H50_NA"	2.18227385627285e-08	5.00066468087697e-09	1.03572873938847e-06	9.44529409817254e-07	0.123551345882974	4.98284655678374e-07	0.000138510434997087	0.0151693179651953	0.000116127389337121	0.0464087784525458	2.28882694604939e-06	0.000875535268334096	1.46385846415593e-05	1.36928020967259e-14	0.00925095536981187	0.00262368359306167	0.000334319284325718	0.00442791946300339	1.97623713462483e-12	0.00013357367977762	0.0454601120317703	0.160228861407907	0.0136742248274585	3.95376835638665e-09	0.00712110595928603	5.79387681583373e-10	0.0558289180421674	6.52091119592654e-10	0.00235829501121123	0.512278977971803
"RDC_3_H18_NA"	5.44387622398427e-07	1.51263466721278e-14	0	0	0.0166236081154332	0	0.0210026326158659	0.644859743809883	0	4.67955125523721e-06	3.29085026622084e-16	2.14854304292113e-08	9.9916119346365e-07	1.90290267293196e-11	2.71410503908049e-07	0.0484243676357654	6.27573430851348e-16	0.012000951867822	0	0.0462285110862263	0.166024036227735	0.000245904095787733	0.0011444731418319	5.43321727670558e-11	0	0.00762841258695682	0.000134067915445689	5.81481537269816e-12	0.0356767748260496	0
"RDC_3_H21_NA"	0.197329414634426	0	6.25276114914639e-48	0	0.0487159865978469	0	0.0649144145207843	3.91021686835709e-42	0	1.52061087757191e-133	4.5616411141657e-63	0.000142761225102064	2.03363631045612e-74	2.31796824364789e-55	1.98760676982815e-133	9.59213482226838e-23	0.0448760546786384	1.21237809284811e-74	3.11065271094271e-08	0.04	5.74342020065873e-85	6.47834994290555e-49	1.36424063385453e-46	0	9.70146908352968e-21	0.151085425097178	1.83075408488326e-23	0.0496163491075534	0.123319563031944	0.28
"RDC_5_H61_NA"	4.44294526568886e-07	0.000944374260422268	0.00237703379003012	0.0234482721669997	0.00697686389738294	0.00523958807255582	0.000596473337353014	0.0223572649888832	0.000182658112284618	2.2516685861696e-06	7.56266729304658e-07	1.33865784555879e-05	6.27101820385474e-09	6.23473761821518e-07	0.03901754794346	6.86434313668275e-05	1.14162396474901e-13	0.133360031944383	0.144623773593227	0.00693768036194907	0.107173208071606	0.0709920148771306	0.194672977612476	0.00111051070495121	4.58809711442471e-09	0.000424872990408843	0.0318832701789997	0.127404823079899	0.00326756651986589	0.0769230769230769
"RDC_3_H12_NA"	0.118442734043084	0.0740150276980825	1.65793622095915e-54	0	1.5410842179462e-86	0	8.33247624831897e-21	3.47251950922438e-11	1.10769282668522e-129	1.43592618775057e-55	2.54496373689555e-77	7.73357523180133e-84	7.07479364766036e-45	0	2.14821494019255e-09	2.25507887984787e-19	4.85678318642367e-87	8.79655074379633e-05	4.30486629757787e-24	0.0483371804466029	0.159366678721324	3.20101059767816e-35	3.47414209238588e-52	0.124863720695807	1.01293364536688e-12	0.146350499406321	3.229045164713e-39	2.01577568162144e-14	0.114250477011652	0.214285714285714
"RDC_5_H51_NA"	2.47942663654663e-07	2.36481562175233e-06	0.000124318319174313	0	1.18241534267431e-12	0	1.18557203926088e-06	0.0250939329778821	0.0355986097987343	4.38085692109399e-05	0.00941681019472068	1.43123214356597e-10	1.1187651442251e-06	0	0.0404767795698236	0.315736953249115	0.0836356418663047	0.0530301716121669	0.00268505817313566	0.018795328377766	0.141616339446244	0.125171969763178	0.00343468720912667	1.24362437251036e-05	6.67818900577068e-06	0.000161037421335685	1.46116337126893e-05	0.000694415450505564	0.00138835183821497	0.142857142857143
"RDC_4_H35_NA"	0.309991382396055	0.0536167233014056	1.11629611723295e-43	0	1.44061203479411e-49	0	4.35942540958158e-85	0.196953105379079	0	1.37508395436591e-150	1.97367268138839e-41	1.59902106869404e-23	6.12664932154704e-97	2.98942768611924e-293	1.59472179950043e-92	1.29476535584006e-102	7.56031601986572e-79	1.088719379429e-28	1.07121999882549e-107	6.75490580719236e-89	0.00085559209740967	0.154895560094136	2.49234403406467e-28	4.84873798405506e-31	0.064395299229842	0.0942923375020729	2.07893077289576e-88	3.02540665494006e-57	2.78794431012292e-55	0.125
"RDC_6_H72_NA"	3.45794534969343e-07	0.00432928540602679	3.0024843613842e-13	0	0.0511871730827926	1.25738210979138e-08	0.00676399792735456	0.343708239527626	2.08453660113776e-17	4.15258249865915e-07	0.000486873102716724	4.39882805167267e-07	2.03553155629473e-06	1.4821211151773e-09	1.08781079477264e-09	0.161475715520489	1.38638431524445e-12	0.104586112633571	0.0262158885376232	7.13196724860796e-05	0.000675164644058524	0.137067729410946	0.0277219428535896	0.0021115472329173	9.61693700395366e-06	1.32794677407718e-05	0.0151864205297596	0.000822819167748798	0.0461350513043924	0.0714285714285714
"RDC_4_H25_NA"	6.1004624529953e-06	1.65827826586229e-20	1.13722980650944e-50	0	4.70018333650118e-10	0	4.94837630241510e-09	5.37459077495487e-11	0	4.09666579555509e-33	1.55150239457183e-14	3.90528954068126e-24	1.39295747092126e-73	2.53292934434093e-18	3.31942437101332e-13	0.00479613598570588	1.92409924191121e-18	0.42887337612751	0.205981497254192	4.072633012302e-12	0.175571700038205	3.45537583970313e-17	0.147734147074716	5.43620901889233e-10	1.41723718743486e-66	0	0	2.36617418022708e-29	1.2075556247254e-30	0.037037037037037
"RDC_3_H17_NA"	0.299133777166734	2.39552450730543e-25	0	0	0.10685088809171	1.91470934361117e-09	1.38872324909132e-05	0	2.97184789541063e-11	3.89793840113147e-14	0	1.58230105463194e-07	1.45717544753496e-07	0	0	7.72108025484138e-13	3.94281091946258e-19	5.23704805693303e-11	0.110976878582792	0	8.55473309615151e-07	0.154566080333036	1.30374891541046e-06	3.48029533084464e-11	3.91728203270097e-19	3.00873973058744e-05	2.95896675965596e-05	1.6564368152636e-10	0.0731014994689462	0.255294846691458
"RDC_5_H59_NA"	0.00570200850536835	1.22891536420212e-163	0	0	0	1.01067773989507e-217	1.81629665683175e-95	2.56497668471778e-21	8.1718784716235e-231	0	5.20130858815769e-277	8.28911368214184e-301	8.16164436834585e-72	9.51814908155413e-129	3.12379900710807e-67	5.83947334635017e-33	0.0631759440731555	1.91074868836698e-12	0.299697168916088	1.35009434425528e-85	0.280316579246039	0.0861568942537935	0.13742443743168	2.3857107908706e-126	0	2.75958314065644e-138	2.19255457230808e-175	2.00437406095581e-160	0.0890654291104269	0.0384615384615385
"RDC_3_H20_NA"	0.147725909269754	6.29801521005333e-52	0	0	0.0215025149520516	0	0.140405222511768	1.81921445622706e-27	0	4.71508352369621e-32	5.41374741851791e-56	0.0248179395963001	2.50890898478566e-34	5.4301710945733e-110	7.4581193250433e-73	1.84558701439536e-12	0.0782117200993621	1.4938086954262e-08	0.30415896175402	2.00803971827246e-56	4.45437584576865e-79	0.0732291209390909	0.0640504876660098	1.1957766775353e-72	1.69011517632641e-36	1.08523340578375e-37	0.000142640028482276	0.0716813941691548	5.77295366230798e-23	0.0740740740740741
"RDC_5_H47_NA"	0.0392447882618292	0.00977571515049321	0	0	8.66887312005199e-06	2.18574260862332e-77	4.07042480466948e-77	0.0328380257080489	8.16732739086693e-77	0	0.169771431700577	0	0	1.92820370433832e-79	2.29424925678154e-43	0.121196101315771	2.0859467213434e-34	0.337798273497644	3.19539753298337e-32	0.208508254299976	0.00678466710876594	3.79469682817827e-14	8.58359496492436e-25	9.66222582103327e-12	0	0.037037037037037	0	0	0	0.037037037037037
"RDC_5_H45_NA"	1.21723166823619e-05	6.083549922549e-14	0	1.63706159523203e-30	0.032116362687783	1.74288276948776e-60	5.35120120514315e-44	0.0121883152501455	9.27742693746406e-85	4.98344187829608e-12	1.48265931546432e-41	1.48672110035477e-27	1.44372581876021e-42	1.29504230375104e-117	1.84928960066409e-51	1.82925472740226e-15	2.01254147965094e-77	0.243556457257172	6.49609695785926e-60	0.0548679267076551	0.136536426326758	0.117090284183128	0.0406477771280342	1.91192049794593e-18	2.07732403578102e-124	4.25031883982992e-15	2.92555806694269e-34	0.0902476238892944	0.0227366542485198	0.249999999999778
"RDC_4_H27_NA"	2.41914368924688e-06	9.1659833757458e-22	0.0414314647039389	0.0229417604642036	0.0182793851664934	4.00039372655482e-08	0.161793343524351	0.0367566379434008	3.30347225840786e-15	3.99097765130777e-06	9.80746496287157e-11	0.0363432364824783	1.07701840891852e-17	2.10758348655783e-25	0.0731744392788915	0.121759209715217	7.64905236910343e-05	0.000636795672906252	0.131832541965469	3.1142762762862e-08	0.103673667680885	6.41554510899033e-11	0.176912557818159	2.55055767618242e-09	6.86570564803745e-21	2.22114829277701e-16	0.00295341365051162	4.39071596724993e-22	1.96789671641496e-20	0.0714285714285714
"RDC_2_H9_NA"	4.98188617762763e-07	2.13649985861431e-11	0	9.47617613848901e-14	0.074060494901257	0	0.000905124011038237	0.154210196862607	0	1.2484172293552e-05	4.32370606666549e-12	0	0.0513758869792827	1.62964763513575e-06	0.053888892554649	7.16563422264029e-06	9.82760698456958e-06	0.000280342734885439	0.037037037037037	0.138645178998603	0.0305406147997043	0.00171152941598343	0.0352311534080052	2.7378659471033e-10	1.04218796447806e-15	0.209183429887697	0.138819683556019	4.84275197297408e-09	4.75038708081354e-06	0.0740740740740741
"RDC_3_H19_NA"	3.1154699062697e-07	8.02368670616844e-09	0	0	6.36934176180452e-06	0	0.176668121535194	0.0406155538366774	0	0	0.00658225638726473	2.0697277151755e-12	2.56912588025777e-08	7.25707268343666e-12	3.12956571817414e-12	1.01720802049773e-05	2.23752326724308e-06	0.00528637953636249	0.546601825653876	0.05417306875931	2.51346190767342e-06	6.75919559539489e-06	1.13472464754368e-07	3.54248473165514e-11	7.30089485072128e-15	0.000145456944481758	2.65587583447364e-09	0.0627559671630735	0	0.107142857142857
"RDC_4_H34_NA"	7.34597708713751e-07	0.000149682276046531	5.53846853127602e-11	0	0.00679919018152425	2.07632941488421e-09	0.0451949010137639	0.0228772901168541	0	0.0804676799218459	1.40262674671095e-09	6.21968245781702e-05	1.18471274090544e-08	0.0633211606455224	0.00334643770189178	0.287436585189331	0.00208475276449648	0.0219857561649017	0.0377054783510246	0.00243697545263526	0.000725933822449048	0.0212028156595294	0.0638770247607163	6.85094677433343e-07	0.0247896024794085	0.00581079298014494	0.000614307682326341	0.000206891770847697	0.234829035092233	0.0740740740740741
"RDC_4_H36_NA"	1.81128836508177e-06	3.08030880512723e-16	0	0	0	0	0.15816035441527	0.104576420867474	0	9.36301129325161e-05	2.74743713046712e-05	0	5.46259560126103e-19	0	2.29147873092405e-14	7.64427190666121e-13	0.00496973965412867	0.152174407868339	2.62310151069214e-08	3.43741005781419e-07	0.00776290663700807	0.238159232225299	1.51644108147932e-07	5.97338578070402e-09	0	2.08806237888743e-18	0.164588737389936	9.96454093144173e-22	0.0541001421950257	0.115384615384615
