"GO Term ID","Function","RDC_1_H1","RDC_2_H11","RDC_2_H3","RDC_2_H4","RDC_2_H5","RDC_2_H6","RDC_2_H7","RDC_2_H8","RDC_2_H9","RDC_3_H12","RDC_3_H13","RDC_3_H14","RDC_3_H15","RDC_3_H16","RDC_3_H17","RDC_3_H18","RDC_3_H19","RDC_3_H20","RDC_3_H23","RDC_4_H25","RDC_4_H26","RDC_4_H27","RDC_4_H28","RDC_4_H29","RDC_4_H31","RDC_4_H33","RDC_4_H36","RDC_4_H37","RDC_4_H40","RDC_5_H43","RDC_5_H44","RDC_5_H45","RDC_5_H47","RDC_5_H48","RDC_5_H49","RDC_5_H50","RDC_5_H51","RDC_5_H52","RDC_5_H53","RDC_5_H54","RDC_5_H55","RDC_5_H56","RDC_5_H57","RDC_5_H58","RDC_5_H59","RDC_5_H60","RDC_5_H61","RDC_6_H62","RDC_6_H63","RDC_6_H64","RDC_6_H65","RDC_6_H66","RDC_6_H68","RDC_6_H69","RDC_6_H70","RDC_6_H71"
"GO:0009398","FMN biosynthetic process",39.4565,26.8496,45.0051,23.4032,25.1757,25.1196,23.1901,14.3362,32.8084,26.4141,22.0786,0.79267,29.8568,1.04635,17.4313,1.00112,28.2552,9.36177,24.9986,26.4429,24.1532,25.2083,28.7826,1.79228,3.15948,1.26233,6.5742,3.39122,14.9711,24.1706,39.9519,12.8292,14.0114,11.4326,21.8734,22.5141,35.2216,27.5102,12.7732,4.46978,11.1662,23.1668,26.97,31.4447,16.4074,38.5305,16.007,19.1258,14.3938,12.189,43.8946,9.70167,39.5304,49.3292,51.0818,2.07356
"GO:0009399","nitrogen fixation",52.3626,40.6041,43.3126,22.454,34.2192,34.3822,35.4538,27.6429,45.306,25.558,28.1957,2.82716,25.6841,0.591313,12.0922,2.75943,40.4811,18.7189,36.3358,23.4624,25.5744,40.9824,32.7533,1.5802,5.80419,1.26393,4.42658,5.07625,8.64381,15.9053,29.4417,16.7988,22.3414,16.0762,15.7426,30.3076,41.3379,30.8874,17.6371,5.91046,6.80595,11.4166,26.5455,30.2589,22.9754,4.77949,40.7525,21.1648,25.3646,12.4556,46.4799,24.9171,47.5089,69.2553,78.705,0
"GO:0009401","phosphoenolpyruvate-dependent sugar phosphotransferase system",868.773,451.243,463.185,505.017,512.267,295.751,458.452,457.36,372.877,272.511,470.925,29.2963,527.492,52.3502,340.209,30.9114,629.13,143.755,363.564,650.913,465.591,478.399,521.218,42.9657,84.6521,39.8336,48.8075,37.5298,549.36,224.558,620.912,214.437,372.499,190.646,262.427,202.654,501.603,470.076,265.426,82.604,217.365,313.91,543.372,424.708,214,21.0428,315.674,331.666,164.909,89.5398,536.762,65.7311,533.693,694.874,461.927,56.8168
"GO:0009403","toxin biosynthetic process",23.5324,15.5828,9.96479,5.43418,9.07982,10.9997,18.2516,2.38506,10.6283,4.11048,3.46553,0,4.03097,0,0.601664,1.98992,1.13571,0,12.6821,4.47052,11.0914,1.42347,7.44046,0,0,0,2.25605,1.63472,1.73637,5.7369,7.35617,1.69976,7.78252,0,4.80519,2.68112,3.49895,3.62727,0.491395,0.381687,0.4773,4.68246,0.733304,6.28637,2.82534,4.83962,7.11075,2.75412,5.17566,2.3218,13.253,0.703145,10.6799,42.194,8.80545,0
"GO:0009404","toxin metabolic process",0,0,2.27481,3.1506,0,1.93367,0.591921,0,1.0599,0,0.413438,0,0.688568,0,0.297002,0,1.01769,0,1.07657,1.78061,0,0.989337,0,0,0,0,0,0,1.28289,1.53379,1.55875,0,1.96605,0,0,0,0.46828,1.06292,0,0,0.368264,1.73173,0,0.442189,0,1.34422,2.83547,1.7449,0,0,0.822767,0,1.64719,2.26468,5.58896,0
"GO:0009405","pathogenesis",22.3884,40.4801,8.38394,3.36747,15.114,13.8351,30.0535,2.54959,10.3611,2.4048,3.48192,0,1.50386,0,0,14.3845,2.06468,0,60.9929,3.86589,10.8997,1.70034,6.9265,0,0,0,0,0,0,4.19248,7.98818,3.82796,7.28951,1.57223,6.31808,6.63426,5.30391,4.09657,0.423273,0.797674,0.759059,2.74284,1.45935,2.01755,0.999937,2.95773,6.25922,1.78889,8.29235,3.30438,7.25132,3.11657,13.5432,126.613,2.91222,0
"GO:0009408","response to heat",93.8655,74.9442,112.256,58.5972,69.9331,85.3038,65.5756,36.132,94.6964,62.5693,58.3901,2.00363,63.9587,2.77701,46.4667,7.76684,59.7419,11.898,69.0162,55.7314,59.2888,56.5064,77.3223,3.49731,5.7649,2.63529,11.1941,5.62993,37.538,59.4796,87.1764,30.218,34.1463,28.0788,56.8593,74.0737,82.2275,66.3877,29.8026,13.364,25.1724,50.1976,51.062,64.3131,40.4444,104.074,46.1898,41.0166,57.8689,40.1127,129.118,26.4561,116.158,143.443,121.137,2.44512
"GO:0009409","response to cold",17.538,5.01955,0,1.67294,4.91869,0.993892,6.03812,1.06874,0.922944,0,0.955619,0,0.537081,0,0,0,0,0,4.0193,3.91996,4.51941,3.11471,4.7798,0,0,0,0,0,0,0,3.29154,1.2615,7.47575,0,1.9632,0,0.428752,0,0,0,0.378702,0,0,0,0.610877,0,0.78522,0.736766,1.38373,0,0,0,0.702423,7.1718,0,0
"GO:0009414","response to water deprivation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00907849,0,0
"GO:0009423","chorismate biosynthetic process",255.544,173.306,226.028,157.933,159.758,164.914,155.672,115.98,208.055,171.636,144.104,5.73955,170.643,9.30599,108.356,15.4676,171.586,32.4123,168.747,161.659,154.883,143.621,198.646,6.06121,15.4334,7.38463,28.9784,12.3897,85.7009,124.331,213.129,66.6325,118.598,67.9874,110.774,176.697,198.475,155.971,77.4735,33.4476,69.4743,136.101,143.939,152.386,81.0381,164.278,112.918,96.4306,111.95,68.0656,279.044,66.3526,240.162,336.659,298.071,12.1574
"GO:0009432","SOS response",578.341,323.023,507.293,289.957,337.618,312.419,280.659,153.207,335.915,248.836,257.843,14.7284,259.038,13.2819,176.451,17.5173,244.675,78.7333,288.661,287.962,299.052,250.385,307.922,14.6004,32.5616,13.4167,38.6402,17.825,142.186,233.129,395.12,122.937,163.464,104.449,246.561,256.755,357.83,281.14,128.558,83.71,95.8484,205.547,245.879,278.028,164.989,396.271,220.984,176.817,167.762,110.823,434.38,140.146,492.299,465.965,461.557,18.5785
"GO:0009435","NAD biosynthetic process",142.764,113.342,198.225,141.36,111.105,124.088,112.495,115.161,139.522,100.179,124.188,8.40444,153.737,10.0152,105.06,12.0399,170.237,28.9825,123.565,127.645,115.73,118.934,134.291,8.22071,18.2222,9.39893,26.7857,13.1344,99.1504,104.95,167.029,48.1519,64.0614,57.2437,93.5047,84.8455,152.766,132.511,76.4991,20.1032,60.9144,111.64,137.977,134.281,69.3601,223.119,92.1094,102.093,81.678,57.8049,170.898,60.2998,148.328,232.152,285.785,14.8908
"GO:0009436","glyoxylate catabolic process",6.30728,2.76443,0.858346,0,0.464143,2.39039,2.65303,0,2.11886,1.64957,3.24418,0,0.470862,0,0,0,0,0,1.41551,1.84468,0.731451,0,1.12061,0,0,0,0,0,0,0.484812,0,1.69233,0,0,0,0,0.495126,1.39262,0,0,0,0,0,0,0.832373,0,0,0,2.62545,0,0.413487,0,1.3571,6.61441,0,0
"GO:0009439","cyanate metabolic process",0,0.0968895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0009443","pyridoxal 5'-phosphate salvage",7.1183,12.7385,15.3717,16.107,10.8113,9.84319,12.6422,9.9011,12.5019,9.98701,15.7634,0.636148,18.8571,1.94279,11.8102,0,18.8287,1.77058,8.97773,16.9497,14.9334,9.51694,16.0121,1.9793,2.64923,1.55732,5.06471,1.91435,17.8229,10.3662,16.2892,7.17288,4.87678,8.34685,8.76725,4.35245,12.1835,13.0932,8.41343,1.79624,7.576,14.0958,15.6094,14.7927,2.69046,8.04099,7.49961,10.3222,11.2275,8.39486,19.5477,0,15.6825,16.0391,14.5856,1.70042
"GO:0009446","putrescine biosynthetic process",9.09317,3.08889,15.8623,11.6198,8.83603,5.53837,4.61198,7.87565,4.9301,1.34232,12.5608,1.2854,18.2186,1.29115,10.7551,0,20.4321,0.566981,1.59755,10.8612,9.92311,12.1104,10.9674,0.800144,0.761651,0,2.06043,0,2.64412,14.0999,16.6958,2.36267,5.20112,5.88323,9.33963,1.30633,8.48811,7.93541,3.92762,0.733275,8.05254,14.784,13.9252,11.1845,6.02196,4.18626,5.74467,9.66121,3.84476,0,8.31407,5.46846,6.55887,5.61581,12.6473,0
"GO:0009448","gamma-aminobutyric acid metabolic process",5.92926,4.59416,0.258576,0,0.653426,5.10034,7.14304,0,4.24622,1.24615,5.07147,0,0,0,0,0.8115,0,0,6.04233,1.62726,1.24552,0.773586,3.20971,0,0,0,2.02896,0,0,0.530344,0,2.38813,1.5149,1.45375,0.332771,0,1.33969,0,0.243547,0,0,0,0,0.287998,1.1449,0,3.00812,0,3.59799,4.12832,0,1.80369,2.2937,14.38,0,0
"GO:0009450","gamma-aminobutyric acid catabolic process",1.25803,7.48128,4.9644,6.51209,4.16983,11.7321,7.92866,0.635727,13.595,14.7394,4.25795,0,2.35229,0,0.436037,0.971852,2.05599,0.561436,16.1928,2.52984,2.74601,2.06238,8.80867,0,0,0,3.09696,1.08881,0,3.33914,4.14681,3.65093,6.2906,2.90648,2.48556,16.4265,5.79311,3.85212,0.522782,1.44915,0.689426,3.0548,0.590727,0.99929,2.38386,1.16825,6.05463,0.856447,6.91536,3.74859,14.8739,0.280701,10.7504,30.2789,8.91014,0
"GO:0009451","RNA modification",0,3.29014,0,0,0.979211,0.967424,1.98556,0.565317,0.277742,0,0,0,0,0,0,0,0,0,5.68078,0,0.239085,0,0,0,0,0,0,0,0,0,0,0.510811,0,0,0,0,0,0,0,0,0,0,0,0.484917,0,0,0,0,0,0,0,0,0,18.4523,0,0
"GO:0009615","response to virus",0.530133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0009617","response to bacterium",0,0.0571222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0009636","response to toxic substance",1.67781,5.26411,1.69501,0,2.46144,9.55739,9.27491,1.6144,6.39797,3.75392,4.01936,0,0,0,0,3.89342,0,0,10.5872,0,2.07794,0,7.2694,0,0.765327,0,4.00656,3.96672,0,0.75458,0,2.6287,6.35261,2.71904,2.3664,3.82648,1.59079,1.74399,0,0.822737,1.27677,0,0,0.573113,0.446348,0,3.05797,0,6.4865,0,4.81993,0,2.6692,38.3875,0,0
"GO:0009690","cytokinin metabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0009691","cytokinin biosynthetic process",33.6814,32.877,40.0037,24.2528,26.8875,37.8247,27.6951,15.7932,49.6034,33.8292,26.9368,1.03449,19.7804,1.3189,17.6298,3.07517,21.7762,6.43415,29.9647,24.9198,21.565,24.6068,39.923,2.38219,2.89209,1.08864,5.99199,0,14.2196,23.2554,28.4293,12.4673,14.9634,12.8924,21.1977,44.0247,36.1672,29.4357,9.83936,10.2949,7.83346,15.2279,19.9825,27.933,11.2971,3.00641,17.2457,16.0619,25.3978,23.1181,63.5306,3.14686,53.339,55.2304,17.9254,0
"GO:0009697","salicylic acid biosynthetic process",0,0,0,0,0,0,0,0,0.406015,0,0,0,0.815925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06572,0.570507,0,0,0,1.4653,0,0.941627,0.416579,0,0,0,0,0,0,1.14742,0,0,0,0,0,1.76361,0,0,0,0,0
"GO:0009712","catechol-containing compound metabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528252,0,0,0,0
"GO:0009758","carbohydrate utilization",2.11928,1.04874,0,0,0,0,0,0,0.742148,0,0.306463,0,1.5363,0.780314,0,0,0,0,0,0,0.365502,0,0,0,0,0,0,0,0,0,0.367032,0,0,0,0,0,0,0.41153,0,0,0,0.458233,0,0,0,0,0,0,1.11626,0,0,0,0,0.398564,0,0
"GO:0009765","photosynthesis, light harvesting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0009767","photosynthetic electron transport chain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0009772","photosynthetic electron transport in photosystem II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15239,0,0
"GO:0009853","photorespiration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0009877","nodulation",2.55001,4.87857,6.79195,2.57259,3.15361,1.9008,2.61445,0,4.79815,4.25844,1.54327,0.687303,1.78174,0,0,0,0,0.74512,1.17854,2.57618,3.08734,0.785201,2.23929,0.599329,0.630554,0,0,0,0,1.07631,2.97171,1.90023,1.282,2.19444,3.64737,1.75536,3.31192,2.36621,1.48965,0,0,0,1.80742,2.60478,1.63145,0,1.04753,0.890836,5.07883,4.19288,5.22153,2.5578,6.47442,0.95966,0,0
"GO:0010033","response to organic substance",3.06593,10.492,7.35529,5.01391,6.46283,15.3684,8.32805,0.924501,17.0717,12.111,4.62432,0,2.11513,0,0.99378,2.35771,2.1736,0,15.7993,2.63114,3.44059,2.47514,11.1243,0,0,0,3.53668,0.752024,0,6.97329,4.08586,4.13974,7.28464,3.15147,4.87896,21.7605,6.93861,3.04833,2.00019,1.8139,0.365516,3.38548,1.13273,5.23228,2.356,1.15356,6.8786,1.8184,10.2205,7.82215,18.0162,0,13.7049,29.5361,6.89304,0
"GO:0010038","response to metal ion",3.32944,5.19345,9.4129,4.0693,5.86173,4.99796,3.16333,0.934444,11.7413,12.3161,1.32524,0,3.19953,0,1.64355,1.57344,0.785391,0,10.7049,3.87314,3.20789,2.60289,12.6597,0,0,0,1.24107,0,0,9.42065,4.78026,2.41577,8.25135,4.86373,3.63475,15.5493,5.85267,4.7795,1.99865,1.59025,0.620622,5.69246,0,6.0956,2.59392,0.763991,4.2686,1.41414,6.19947,6.2811,19.5038,1.22401,12.4783,26.6063,6.73803,0
"GO:0010043","response to zinc ion",1.04781,0.894814,0,0,0.445327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453351,0,1.79454,0,0,0,0,0,0,0,0,0,0,0,1.13961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0010045","response to nickel cation",1.55854,0.825897,6.00024,1.6766,2.44715,1.35719,0.517712,15.3002,2.15833,2.79034,2.81994,0,4.09628,0,1.4946,0,17.9718,0.879544,0,1.19927,1.60525,10.3059,0,0,0,0,0,0,0,4.87528,4.2083,0,0.985818,0,2.52842,0,2.15789,1.83331,2.08416,0,2.79292,4.54069,0.574622,5.25496,1.79556,6.96739,5.23534,8.09538,0,0,2.84148,0,0.419011,0.499019,30.1452,2.15726
"GO:0010124","phenylacetate catabolic process",1.50562,6.47027,15.4499,7.30067,6.59142,5.96213,9.74639,15.0992,7.31723,9.21145,8.31716,0,10.9449,0,14.2855,0,22.868,0.822656,7.81295,5.51198,6.56125,14.515,4.62811,0,0.550022,0,1.26553,0.909636,1.96145,17.8577,7.09534,1.77933,3.26098,1.04732,6.14641,2.5617,7.77001,7.18926,6.48484,0,4.82058,11.8812,3.91759,15.5864,7.7077,5.82548,7.22535,13.7277,3.17879,0,8.9061,17.1354,5.44179,21.1572,66.3603,0
"GO:0010125","mycothiol biosynthetic process",3.9873,11.3925,5.75607,1.48208,4.64211,3.80703,8.57669,0,14.3707,6.404,1.4796,0.704758,2.97063,0,0,0,0,0.963291,0.710371,2.20367,6.61579,0.696838,1.678,0.671045,0.559211,0,0,0.842889,0,1.27079,3.78075,1.48525,1.07828,1.14352,2.83062,10.8027,5.81148,7.6852,1.66733,0.421034,0,0,2.67253,2.50194,0.933361,0,10.0023,0.693974,4.30004,3.02705,29.5225,2.33474,20.7183,1.42801,0,0
"GO:0010126","mycothiol metabolic process",3.61855,6.75664,4.11689,2.35266,3.81295,3.29255,3.98668,0,6.84961,5.99886,1.29222,0.64097,3.625,0,0,0,0,0.706942,2.5692,2.92815,3.42489,0,3.23495,0,0,0,0,1.20085,0,0.995158,3.87859,1.97042,1.19046,1.84835,2.4323,3.40535,4.35897,3.30959,0.841028,0.558564,0,0,1.73977,1.15731,0.582225,0,2.9531,0.987452,5.78821,10.533,10.8766,0.635119,10.8125,0.953572,0,0
"GO:0010127","mycothiol-dependent detoxification",3.61855,6.43229,3.56984,2.35266,3.81295,3.29255,3.98668,0,6.84961,5.99886,1.29222,0.64097,3.625,0,0,0,0,0.706942,2.01367,2.92815,3.42489,0,3.23495,0,0,0,0,1.20085,0,0.995158,3.87859,1.97042,1.19046,1.84835,2.0666,3.40535,4.35897,3.30959,0.841028,0.558564,0,0,1.73977,1.15731,0.582225,0,2.9531,0.987452,5.78821,10.533,10.8766,0.635119,10.8125,0.953572,0,0
"GO:0010133","proline catabolic process to glutamate",10.6664,20.1719,21.7956,6.48032,11.4166,11.6612,15.7888,3.46651,17.0489,11.7973,8.1057,0,7.90123,0,4.58603,1.76441,7.18837,6.49129,17.114,5.72495,8.4487,9.25853,12.0019,0.950435,1.73662,0,2.3643,1.68971,0,9.67332,10.8799,6.10145,4.00488,4.57779,7.99256,7.22058,16.9185,13.8498,7.18378,1.94525,0.824457,4.04136,12.3341,16.6627,5.98775,1.57058,15.7514,6.02474,7.93143,4.81599,23.5999,4.86394,23.8995,35.278,11.5843,0
"GO:0010264","myo-inositol hexakisphosphate biosynthetic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0010468","regulation of gene expression",2.7086,14.5547,7.36727,1.07081,7.78274,24.4158,14.7402,1.73258,20.6552,11.5063,8.81437,0,0.512315,0,2.10185,3.09777,0,0,17.7346,1.86281,5.06605,2.18541,12.0124,0,0,0,5.36547,2.0378,0,7.12028,3.43373,6.11883,3.45389,7.4424,7.13425,18.7203,8.24242,2.78656,0,1.84136,0.363368,3.00611,0.544572,4.41286,2.3797,2.1662,4.61103,0.820145,10.9781,9.27953,25.5567,0.570921,17.3911,49.7233,0,0
"GO:0010498","proteasomal protein catabolic process",47.0324,36.6222,22.3094,7.86358,14.1123,8.95386,27.4535,26.2836,17.8583,9.99919,17.7328,0.489869,22.945,0.649737,6.43487,0,36.5025,10.7626,25.2152,16.017,12.1771,34.1628,9.37259,0,1.55304,0,0,0,0,8.69356,19.0395,6.06893,1.89214,2.93304,7.26966,8.17819,28.898,20.9159,7.99525,3.56947,7.55743,5.48207,21.9892,20.9919,16.3231,0,32.5473,18.9379,3.78626,0,44.4139,45.3138,32.3381,30.322,77.2123,0
"GO:0010501","RNA secondary structure unwinding",9.72747,3.42474,0.573859,0.704732,3.53044,1.3067,4.00413,0,0.389808,0,0.948095,0,0.37415,0,0,0,0,0,4.21449,0,3.67809,1.025,2.17951,0,0,0,0,0,0,0,1.78339,1.16947,3.76677,0,1.07614,0,0.33098,0,0,0,0,0,0,0,0,0,0,0.66035,0,0,0,0,0.396034,4.64339,0,0
"GO:0010608","posttranscriptional regulation of gene expression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62598,0,0
"GO:0010795","regulation of ubiquinone biosynthetic process",1.58984,7.5503,1.4012,1.41549,3.38174,9.49939,5.81702,0,11.8083,11.3345,2.23745,0,0,0,0,1.36544,0,0,13.2992,1.08333,1.17013,1.82224,8.57911,0,0,0,0.976069,0,0,1.46563,1.38501,2.99036,2.93657,3.51014,2.46179,18.5912,4.801,1.83491,0.49861,1.47498,0,0,0,0.289791,1.03583,0,1.28369,0,8.78477,4.78548,13.0959,0,11.5168,22.2468,0,0
"GO:0010974","negative regulation of barrier septum assembly",0,0.460028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88513,0,0
"GO:0010998","regulation of translational initiation by eIF2 alpha phosphorylation",0.530133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0015012","heparan sulfate proteoglycan biosynthetic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0015031","protein transport",133.024,133.227,135.573,72.9596,101.922,173.277,120.975,48.2023,195.302,131.472,73.6248,0,46.0343,2.11636,33.3441,18.5244,74.692,4.87297,148.903,40.2055,91.1227,61.9945,115.408,0,0,0.486594,28.8425,3.6198,5.52807,102.59,73.0162,40.243,70.2905,41.6943,73.4348,210.129,103.166,56.8231,17.7806,19.6633,19.723,59.8943,16.6743,75.7609,44.7866,110.037,78.0567,40.9654,122.897,69.8846,220.72,44.2231,196.657,262.305,203.084,1.73698
"GO:0015074","DNA integration",1007.62,410.305,469.412,289.506,392.648,487.967,430.496,194.342,314.879,181.466,264.248,4.56178,246.905,31.9464,279.254,58.7615,248.409,54.7987,512.657,340.23,372.326,342.45,287.088,8.19377,17.2541,8.63042,44.6355,14.736,148.738,353.24,378.417,137.763,245.602,76.341,233.487,357.353,320.803,316.748,105.65,63.3482,174.22,401.492,176.736,259.35,243.137,703.313,213.275,368.67,183.241,99.0582,367.247,158.681,369.125,2021.9,659.314,23.4537
"GO:0015628","protein secretion by the type II secretion system",36.6906,47.7113,45.1698,29.5711,44.7801,99.1738,49.8842,4.30169,112.562,132.031,31.8308,0,11.0797,0,10.8653,4.21868,9.08264,1.62409,73.5738,14.7084,27.4475,23.3224,95.7699,0,0,0.353833,22.6615,8.20699,0,47.7032,32.9379,27.7278,49.5187,28.4418,33.1847,160.629,55.4096,29.8467,9.46458,13.3411,2.01623,16.8482,5.45382,23.0636,19.3038,6.98959,28.9245,9.43136,85.3495,65.3444,127.682,12.2495,97.1213,98.9608,35.1892,0
"GO:0015671","oxygen transport",0,0.762102,0,0,0,0,1.79286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21381,0,0.651171,0,0
"GO:0015675","nickel cation transport",0.59293,2.49281,3.5462,3.15519,1.79523,1.41973,4.65939,0,1.03798,0,0.823425,0,2.08595,0,0.551223,0,1.46227,0,2.80663,1.96594,0.657091,0,0,0,0,0,0,0,0,1.71382,1.90678,0.946956,1.44938,0,1.37272,0,1.58294,1.57503,0.658675,0,0.511198,1.53664,0.378761,1.06311,0.601405,1.66065,2.48358,0.902682,0,0,1.83286,0,0.871112,2.70395,8.13481,0
"GO:0015689","molybdate ion transport",47.2064,38.9586,46.7302,18.5936,28.5083,26.8731,33.4652,22.3173,36.8539,25.7375,22.9373,2.4689,26.8373,0.478439,9.21542,10.335,33.8972,10.6998,38.745,27.7877,20.5562,26.9642,23.5068,0.992101,2.80983,0.57238,2.69951,2.37291,2.69665,19.7924,34.3275,13.9415,19.079,8.93228,19.4928,21.4517,36.535,28.3295,11.6338,2.75249,11.1038,15.4814,23.6183,32.7658,19.2816,9.61403,22.7327,19.4237,20.1521,8.65406,42.6405,8.714,47.0076,102.906,71.345,0
"GO:0015716","organic phosphonate transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0015753","D-xylose transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0015757","galactose transport",1.17783,0.422206,0,0,0,0,1.40326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390294,0,0,0,0,0,0.185758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261573,0,0,0,0.436957,0
"GO:0015762","rhamnose transport",2.45956,0.70901,0,0,0.761351,0,1.04976,0,0,0,0,0,0,0,0,0,0,0,1.25733,0,0.653638,1.42767,0,0,0,0,0,0,0,0,0.374533,0,1.34488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825394,0,0,0,0,0,0.487249,0.717598,0,0
"GO:0015772","oligosaccharide transport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0015774","polysaccharide transport",25.711,2.38372,7.68813,3.18036,7.47935,3.41962,5.72883,1.67857,3.47367,1.11403,2.99819,0,5.06243,0,3.20528,0,3.07508,0,1.62751,5.01621,6.7276,5.17074,6.97633,0,0,0,0,0,0,5.69636,9.84598,0.431846,6.13873,0,3.49969,1.11404,3.42641,3.046,1.33042,0.96192,1.95531,5.59495,2.49508,5.54757,3.72088,2.47073,1.29163,3.26042,0.851994,0,2.71678,5.20148,1.90888,9.4346,4.81351,0
"GO:0015794","glycerol-3-phosphate transport",1.95097,2.11247,2.10222,1.34266,3.16716,8.97301,2.38932,0,13.7432,9.52052,1.93849,0,0,0,0,0,0,0,4.72429,1.44651,1.28136,2.18726,9.08754,0,0,0.352905,1.87583,1.26611,0,1.56526,1.62495,2.14218,2.71022,2.27231,2.10183,23.8579,4.49725,1.68244,0.715225,1.56251,0,0,0,0,1.93119,0,1.51858,0.674177,9.12454,4.56293,13.2375,1.1913,9.25697,0.451319,0,0
