"GO Term ID","Function","RDC_1_H1","RDC_2_H11","RDC_2_H3","RDC_2_H4","RDC_2_H5","RDC_2_H6","RDC_2_H7","RDC_2_H8","RDC_2_H9","RDC_3_H12","RDC_3_H13","RDC_3_H14","RDC_3_H15","RDC_3_H16","RDC_3_H17","RDC_3_H18","RDC_3_H19","RDC_3_H20","RDC_3_H23","RDC_4_H25","RDC_4_H26","RDC_4_H27","RDC_4_H28","RDC_4_H29","RDC_4_H31","RDC_4_H33","RDC_4_H36","RDC_4_H37","RDC_4_H40","RDC_5_H43","RDC_5_H44","RDC_5_H45","RDC_5_H47","RDC_5_H48","RDC_5_H49","RDC_5_H50","RDC_5_H51","RDC_5_H52","RDC_5_H53","RDC_5_H54","RDC_5_H55","RDC_5_H56","RDC_5_H57","RDC_5_H58","RDC_5_H59","RDC_5_H60","RDC_5_H61","RDC_6_H62","RDC_6_H63","RDC_6_H64","RDC_6_H65","RDC_6_H66","RDC_6_H68","RDC_6_H69","RDC_6_H70","RDC_6_H71"
"GO:0000027","ribosomal large subunit assembly",102.062,63.8999,81.0267,39.9543,67.9759,60.6517,59.7017,15.9107,62.5484,40.9994,42.0898,1.85647,31.9894,1.36209,42.6261,4.10663,30.6282,16.064,52.0245,47.7788,54.814,34.2272,51.1662,3.30513,3.88079,1.76943,9.03731,4.85561,21.3285,48.6645,59.039,22.9897,27.9086,20.0313,46.3223,45.4928,58.8086,48.8121,18.3575,10.6327,10.844,34.0958,30.2594,46.7099,28.5378,65.6272,33.1081,30.4437,36.4804,9.51802,74.5497,26.7775,83.256,117.308,77.3945,0
"GO:0000028","ribosomal small subunit assembly",0.116598,0.88731,0.235655,0,0.134774,0,0,0,0,0,0,0,0,0,0,1.32131,0,0,0,0,0,0,0,0,0,0,0,0,3.72372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25669,0.876837,0.0501325,2.29913,1.44456,0
"GO:0000041","transition metal ion transport",1.06244,4.06548,4.83282,1.82742,3.70751,1.49598,4.36501,16.0934,3.29781,1.9894,4.66946,0,7.48963,0,2.65766,0,28.8157,0.392701,6.23111,3.799,1.99088,16.9528,0.600737,0,0,0,0,0,2.61806,6.64372,3.0148,0.789434,0,0,1.79142,2.13159,1.73128,2.71468,0.723237,0,4.48975,3.63567,0.349929,7.53128,2.56244,1.56477,3.67326,8.91637,0,0,3.19065,0,1.99198,19.164,35.4701,0
"GO:0000050","urea cycle",0.85035,5.24576,0.298605,0,1.3715,2.81128,4.44825,0,1.79132,0,0.655657,0,0,0,0,2.57971,0,0,9.76794,0,1.55455,0,1.62763,0,0,0,0,0,0,0.473952,0.49122,0.960044,0,0,0.965889,1.38564,0.455801,0.457869,0,0,0,0,0,0.466864,0.413817,0,0.894519,0,3.14576,0,0.554377,0,1.90257,20.499,0,0
"GO:0000103","sulfate assimilation",0.810813,8.88999,6.00548,3.40772,3.66653,5.89913,7.26507,0,6.59749,2.94159,3.79232,0,2.25296,0,1.29579,2.88009,1.67233,0,9.91773,2.49473,1.67488,1.83384,5.48717,0,0,0,3.65816,0.876078,0,5.65794,2.81368,1.39163,3.80151,1.27841,2.67718,1.24618,3.08982,1.45941,1.73633,0,0.552588,5.10496,1.12124,5.51977,1.1875,3.23786,3.90806,0.703977,1.77558,3.1165,3.30433,14.5486,4.23618,27.6885,6.973,0
"GO:0000105","histidine biosynthetic process",371.479,269.506,317.112,256.812,258.95,257.015,266.284,191.587,336.658,291.958,235.302,16.5099,271.989,17.3828,157.608,28.1747,278.341,67.441,295.117,264.199,229.725,267.574,324.363,21.2526,32.4153,16.3306,48.7605,20.7934,155.011,180.477,318.766,123.842,168.261,110.133,169.002,283.059,311.15,258.991,142.278,50.4384,100.902,170.987,246.579,238.4,141.831,133.552,207.341,166.716,192.05,148.648,414.19,77.1156,369.1,553.423,456.155,17.476
"GO:0000122","negative regulation of transcription from RNA polymerase II promoter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338121,0,0
"GO:0000160","phosphorelay signal transduction system",1079.94,682.16,1151.75,587.611,697.14,623.849,606.351,403.345,815.371,661.666,588.365,40.0647,700.321,37.962,452.814,45.8217,636.626,294.903,530.304,628.922,553.391,626.573,691.269,47.9296,107.839,36.881,88.5041,77.1536,317.019,575.016,860.679,312.024,335.505,298.457,531.131,518.719,934.287,754.338,436.566,149.746,204.606,449.943,769.992,828.659,421.477,525.569,574.774,434.837,389.19,270.911,1027.45,379.053,1006.27,973.091,973.262,35.4531
"GO:0000162","tryptophan biosynthetic process",66.1185,97.4326,84.782,85.5225,62.9604,82.4363,88.5945,46.4998,118.92,94.2122,75.2599,3.93452,86.4142,4.85767,42.9752,9.80546,74.9867,23.3356,99.8568,79.9111,62.5593,60.938,95.6685,6.864,8.73516,4.11607,17.4278,3.70083,45.5552,41.7118,91.2498,42.3975,35.963,35.5099,48.0393,101.577,94.5944,78.4267,41.0905,15.9861,30.8697,49.7565,79.8163,66.6904,35.7145,5.5972,70.6298,46.3971,67.5439,45.8555,149.003,14.8102,135.298,167.735,88.3857,7.32343
"GO:0000183","chromatin silencing at rDNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0000256","allantoin catabolic process",5.92575,2.92862,0.446564,0,0.391767,3.42248,2.61078,0,2.07345,0,2.31403,0,0,0,0,0,0,0,3.86957,1.91716,1.93631,0,0.797027,0,0,0,0,0,0,0.256716,0,1.04948,0,0,0.363383,1.01371,0.708728,0.670831,0,0,0,0.418932,0,0,1.11646,0,0,0,1.72437,0,1.21937,0,2.56569,6.25252,0,0
"GO:0000270","peptidoglycan metabolic process",11.596,20.2489,33.6465,17.9088,13.9,22.3137,18.259,0,28.8458,20.7614,12.2457,0,12.7975,0,6.71932,1.4948,9.97806,0.458722,18.3834,14.301,12.8719,7.4614,17.4058,0.43005,0,0,5.41437,0,1.69199,28.3351,18.0503,5.26798,14.8454,6.25177,14.5014,18.3479,17.5987,14.651,6.10433,2.50423,2.98299,18.5288,5.34745,24.6684,8.6664,11.3286,16.5425,5.72746,10.0625,12.2089,35.8454,8.21378,31.7535,49.6198,33.9653,0
"GO:0000271","polysaccharide biosynthetic process",160.701,97.1104,168.471,66.2309,105.423,94.4483,86.0102,60.5292,132.716,98.5124,80.0555,1.23353,101.631,1.82129,50.5804,4.48632,81.4978,26.1653,88.6724,73.2837,83.2387,78.5649,94.2285,4.12058,10.5501,2.6322,9.83973,16.799,21.1569,106.133,139.12,42.5689,44.761,43.7831,85.069,81.5143,126.807,100.67,53.6685,19.4351,30.0489,73.8854,87.0712,126.333,71.0442,43.4656,83.2364,66.9751,61.1372,49.6672,158.355,50.7506,147.449,156.343,143.446,2.93807
"GO:0000272","polysaccharide catabolic process",6.46689,1.77504,16.4369,2.59076,3.46125,2.94395,3.41009,0.961813,3.05987,0,2.64675,0,1.81106,0,8.04465,0,1.78763,0,1.48997,0,3.2731,1.24028,3.05111,0,0,0,0,0,0,5.38253,4.20912,0.725956,2.95529,0,7.19029,1.50744,8.85947,5.36303,0.608098,0,2.15848,4.99189,4.8745,5.2344,2.80709,67.0553,0,1.36501,1.77962,0,2.4068,5.18886,1.45894,3.04589,20.1096,0
"GO:0000302","response to reactive oxygen species",7.14582,9.93901,15.4972,7.9499,9.66547,18.5341,7.35539,0.723335,22.1536,23.944,5.70316,0,4.52319,0,4.93036,1.14441,0.979365,0.977521,9.99959,3.02638,10.1104,5.21297,15.0496,0.549264,0,0,2.28211,0,0,9.41811,8.34477,5.46725,4.52127,6.93727,9.4348,23.5524,12.2564,8.55376,3.51424,2.21119,0.351473,2.49386,3.90199,6.17442,4.41119,1.71146,5.92668,2.49994,13.4409,14.1479,25.0324,4.92854,22.7341,12.6004,7.03866,0
"GO:0000379","tRNA-type intron splice site recognition and cleavage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0000398","mRNA splicing, via spliceosome",0,0,0,0,1.49741,0,0,6.08655,0,0,3.58475,0,2.53909,0,0.695232,0,15.2553,1.00668,0,1.18345,0.844331,7.81805,0,0,0,0,0,0,0,1.01394,0.781738,0,0,0,0,0,0.567753,0,0,0,3.13232,1.36519,0,0,2.10234,0,0,3.37733,0,0,0.591457,1.96992,0,0,20.7381,0
"GO:0000413","protein peptidyl-prolyl isomerization",0.241375,4.12216,0,0,0.846993,0,1.328,0.703903,0,0,0,0,0,0,0,0.354252,0,0,9.17692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768455,0,0,0,0,0,0,0.162729,0,0,20.3101,0,0
"GO:0000453","enzyme-directed rRNA 2'-O-methylation",36.6612,21.2303,30.6259,23.9782,23.4495,17.0612,19.3561,8.17518,22.9064,22.2504,18.5283,1.89673,24.8881,1.1225,12.1023,4.20708,20.1415,4.84454,23.9908,22.7108,20.2314,17.3371,29.0948,0.721274,2.39281,0.936826,0,2.00256,9.90809,18.8568,33.8414,10.312,11.8204,8.12922,16.9633,20.2296,27.3405,21.287,11.2715,4.27284,9.02116,18.3635,23.4073,25.2812,11.2517,6.26405,18.9013,14.7143,10.746,8.3218,40.9606,8.89339,35.975,40.5663,29.9278,1.36008
"GO:0000455","enzyme-directed rRNA pseudouridine synthesis",0,3.29014,0,0,0.979211,0.967424,1.98556,0.565317,0.277742,0,0,0,0,0,0,0,0,0,5.68078,0,0.239085,0,0,0,0,0,0,0,0,0,0,0.510811,0,0,0,0,0,0,0,0,0,0,0,0.484917,0,0,0,0,0,0,0,0,0,18.4523,0,0
"GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0,0.860049,0.235655,0,0.134774,0,0,0,0,0,0,0,0,0,0,1.32131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501373,0,2.29913,0,0
"GO:0000470","maturation of LSU-rRNA",0,0.219876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0000716","transcription-coupled nucleotide-excision repair, DNA damage recognition",45.4757,28.2188,43.3771,31.0467,27.4828,28.9041,24.0355,14.184,35.0814,26.4361,23.6168,0.81944,30.3878,1.3263,20.7305,1.30414,25.3766,6.20192,22.698,26.6853,26.1067,22.8367,28.0795,1.27305,3.78568,1.12922,4.00748,2.03859,12.6996,25.4329,37.5268,11.4956,14.3584,10.916,21.5608,26.9512,35.676,29.4757,14.9925,5.79471,11.2025,22.9928,29.3567,30.3048,15.4001,45.3621,19.3758,16.1922,18.2643,7.64015,47.3558,13.1765,40.3584,50.6736,42.2793,1.94092
"GO:0000723","telomere maintenance",26.4471,9.58183,21.3361,9.86656,14.5941,11.6962,6.86274,0,7.14154,6.81485,8.98799,0,2.73304,0,0.669141,0,2.66959,1.41812,7.44682,6.57422,8.2195,4.16137,7.56287,0.746198,0.777805,0,1.64323,0,2.79918,4.62477,13.9181,2.49178,1.99912,3.1136,7.84429,11.6585,8.29879,7.86873,2.81767,6.66657,0.63599,1.637,2.38936,5.10344,2.15637,1.16562,3.02902,1.91466,3.96825,0,9.67181,0,22.4221,3.31317,2.30955,0
"GO:0000724","double-strand break repair via homologous recombination",38.5655,30.6275,20.0798,13.8832,18.0534,19.1898,31.9436,3.1659,18.049,12.9352,10.0498,0,12.1977,0,3.68258,5.52933,4.14296,1.9221,34.9742,13.9667,13.9033,6.00354,16.9635,0.523918,0,0,4.83304,0,0,17.5108,16.2646,6.70068,14.6397,4.49478,13.0577,4.81712,11.5394,6.45512,5.59567,0.38855,1.26962,11.8861,3.80314,18.334,4.90294,2.58554,11.1898,5.67573,7.06513,7.14872,14.4489,0.628484,17.4024,99.552,18.6975,0
"GO:0000725","recombinational repair",63.3873,40.8689,43.3444,19.4542,31.1185,32.1038,34.8095,7.5459,35.692,28.1315,20.1527,0.757462,16.3661,0,8.19021,3.94467,12.3093,8.83753,39.3772,17.4773,27.9591,19.2707,32.0961,1.45921,2.72943,0.49276,1.53942,1.15153,9.65126,22.0077,36.0365,13.5568,19.1889,10.4762,23.3078,26.0339,36.8135,23.3354,8.9488,7.97459,4.32024,13.1587,16.5626,26.0549,13.8771,12.9554,28.9031,13.1627,23.4216,15.1956,49.0245,9.11306,54.1224,58.9514,26.4322,0
"GO:0000737","DNA catabolic process, endonucleolytic",0.236523,1.18318,0,0,1.34217,0,0,6.38724,0,0,2.69138,0,1.23714,0,0,0,9.89811,0,0,1.43785,1.17627,5.82778,0,0,0,0,0,0,0,0.790605,0.688633,0,0,0,0,0,0.394496,0,0,0,1.78161,0.586803,0,0,1.27773,0,0,3.31057,0,0,0.677727,6.80403,0,0,17.8561,0
"GO:0000738","DNA catabolic process, exonucleolytic",0,0,0,0,0.516824,0,0,7.86832,0,0,1.76003,0,1.52087,0,0,0,10.5029,0,0,0,2.30168,6.38922,0,0,0,0,0,0,0,0,0.530632,0,0,0,0,0,0,0,0,0,2.61815,0.802466,0,0,1.81509,0,0,4.00368,0,0,0.529279,0.467937,0,0,26.4253,0
"GO:0000746","conjugation",0,1.91032,10.369,0,4.80576,6.184,1.23633,0,3.15369,1.71465,0.744917,0,3.162,0,3.67033,0,3.23909,0,1.86858,0,1.70468,0.656202,0,0,0,0,0,0,0,28.2772,3.07054,1.51105,0,0,6.95698,8.11619,5.48697,1.88957,5.51379,0.574777,0,9.12602,0.679439,14.2703,0.524196,0.808799,0,1.19303,7.92624,7.15059,8.01973,1.82993,0.930535,1.23775,0.278796,0
"GO:0000820","regulation of glutamine family amino acid metabolic process",1.87465,9.94519,3.06935,1.69674,4.34228,12.0092,7.86607,0,16.6396,13.546,3.34451,0,0,0,0,1.44519,0,0,15.3247,1.03102,2.99275,2.53722,10.7365,0,0,0,3.60928,1.00762,0,1.63077,2.00283,4.07044,4.39844,3.40748,2.06885,21.8187,6.28631,3.63122,0,1.75489,0,0,0,0.569351,1.30942,0,5.30983,0,12.8281,8.62454,22.0856,0,15.7359,30.3651,0,0
"GO:0000902","cell morphogenesis",59.2294,55.7037,73.2317,54.8431,52.1489,60.6343,48.4869,32.8637,75.8489,68.3528,43.0719,0.744584,59.8187,3.25622,52.7435,11.5128,53.0016,5.27589,63.5656,43.9156,46.2958,41.9002,64.8148,2.91588,6.19001,2.37042,11.5085,4.64187,37.0386,67.0631,65.1458,21.3207,37.9855,26.0375,45.2247,73.6524,57.3361,56.7938,25.9241,10.4375,20.0013,50.9696,39.6721,60.4843,31.58,58.7384,35.4809,32.6592,45.865,30.1245,96.5434,63.7162,82.2999,123.259,102.388,3.98541
"GO:0000917","barrier septum assembly",184.698,128.491,156.346,86.6202,121.443,135.517,114.668,50.4667,153.674,117.999,97.3519,5.02257,84.038,3.94114,69.241,15.9379,84.1518,19.7234,138.236,93.8756,105.053,90.6324,134.339,4.24058,8.20845,3.17467,28.4029,5.80185,52.216,85.7596,125.741,49.4998,72.6142,51.3614,85.3405,142.563,131.317,100.078,39.44,27.7871,35.7468,78.4918,72.0452,94.3036,61.5629,208.578,71.5671,65.0436,89.9916,67.9713,184.924,54.7268,179.663,272.688,185.846,4.06445
"GO:0000921","septin ring assembly",16.5642,4.9365,0.415529,1.06526,4.4854,1.26428,6.47243,1.25935,0.370775,0,1.1619,0,0,0,0,0,0,0,3.10289,2.65281,4.60305,1.35807,1.85924,0,0,0,0,0,0,0,2.29824,0.745008,2.3111,0,1.44691,0,0.769995,0,0,0,0,0,0,0,0,0,0,0.849741,0,0,0,0,0.60541,9.22666,0,0
"GO:0000967","rRNA 5'-end processing",48.1142,33.5964,49.6894,22.414,30.9162,26.6099,29.2478,11.1878,34.9577,32.4137,18.9755,1.50251,24.1545,1.03806,16.5102,1.86567,23.6605,9.13846,34.5172,26.3828,31.9075,25.3488,32.4617,2.0382,4.42302,0.825912,4.63632,1.23797,14.8348,22.1459,39.9215,11.8403,20.1392,10.147,24.8751,28.8732,39.2891,30.5567,14.1288,6.08198,10.128,18.4971,28.4925,32.8403,15.4293,54.8743,16.8607,21.3356,21.8056,8.34734,52.0941,8.27772,48.2701,47.3092,37.5659,0
"GO:0001123","transcription initiation from bacterial-type RNA polymerase promoter",61.5373,47.7307,59.3822,34.025,46.5443,60.8925,49.948,22.256,62.2723,44.3017,35.6449,2.47624,34.2181,2.06342,30.8958,10.3348,29.4386,9.1075,54.1288,31.6176,37.5394,39.6784,49.0218,2.50049,4.04672,0.837853,11.5997,4.18726,17.1794,37.6439,46.8548,22.1871,32.7524,21.3392,33.8617,54.4245,50.5025,36.853,17.6793,8.59243,12.1713,31.792,28.2574,38.8311,24.9059,61.6633,27.6172,28.0993,45.047,23.8991,66.5048,33.0913,57.9446,110.27,59.2322,2.48868
"GO:0001407","glycerophosphodiester transport",1.95097,2.11247,2.10222,1.34266,3.16716,8.97301,2.38932,0,13.7432,9.52052,1.93849,0,0,0,0,0,0,0,4.72429,1.44651,1.28136,2.18726,9.08754,0,0,0.352905,1.87583,1.26611,0,1.56526,1.62495,2.14218,2.71022,2.27231,2.10183,23.8579,4.49725,1.68244,0.715225,1.56251,0,0,0,0,1.93119,0,1.51858,0.674177,9.12454,4.56293,13.2375,1.1913,9.25697,0.451319,0,0
"GO:0001510","RNA methylation",0,0,0,0,0,0,0,0,0,0,0,0,0.263998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0001514","selenocysteine incorporation",6.83708,6.48816,14.1536,5.67168,4.93219,6.60021,7.85532,1.49632,8.90334,4.52062,4.64271,0,6.09362,0,4.46402,0.778097,4.68685,0.438944,5.8592,4.48947,5.09268,2.0815,3.14701,0,0,0,3.7337,0,0,14.0545,5.74242,2.60966,4.88285,2.75873,7.46057,0.800659,7.73882,5.99197,2.58677,0,0.725259,9.2673,2.59366,11.4377,4.47665,2.69138,8.2614,2.09469,5.47425,6.35183,5.09175,3.11616,5.49844,31.9712,15.4041,0
"GO:0001522","pseudouridine synthesis",223.178,151.161,168.697,89.5472,116.66,123.27,127.956,45.6348,142.44,120.354,78.0719,3.26405,77.2261,2.67136,54.951,16.7859,63.7243,20.7333,157.942,85.134,109.12,80.7113,136.447,5.64156,8.87041,3.43429,16.2621,9.52578,47.6401,89.7028,125.664,40.7613,88.6499,46.1816,95.2459,121.496,125.121,82.973,39.8806,24.0134,21.7336,68.1407,66.6037,100.603,46.0927,153.212,67.9488,49.0038,74.4422,58.8436,171.797,31.1218,184.955,311.612,141.493,1.15962
"GO:0001558","regulation of cell growth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311049,0,0,0,0
"GO:0001678","cellular glucose homeostasis",0.489271,0,0.473853,0,0.434728,0,0,0,0,1.36666,0,0,0,0,0,0,0,0,0,0,1.4656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39819,0,0,0,0.407124,0,1.71852,0,0.538367,0
"GO:0001680","tRNA 3'-terminal CCA addition",18.6042,9.57259,1.91919,1.77201,7.33951,7.80329,9.16761,3.54348,9.47547,10.3816,3.09949,0,0.452756,0,0,0,2.89484,0,15.3649,4.59691,5.81325,4.3643,9.44746,0,0,0,0.96274,0,0,1.03725,4.3525,2.36488,7.70843,2.50404,2.58493,14.2082,4.22137,1.7086,0,1.25168,0.711131,0,0,0.358409,1.93243,0,0.989545,2.47792,3.17652,3.04659,12.8267,0,10.6857,25.683,7.65876,0
"GO:0001682","tRNA 5'-leader removal",41.063,19.4768,21.083,7.21156,15.616,12.6593,19.0821,20.2061,11.9901,3.2523,11.6074,0,10.4983,0,3.42904,2.85154,23.8182,0,23.1971,10.3282,22.7909,21.1614,8.14533,1.03741,0.7482,0,0,0.453156,1.76886,9.30106,17.6242,4.69967,7.16857,1.08532,11.0042,3.91741,10.8913,6.29611,3.00717,0,7.11925,10.5933,3.3352,7.7558,7.23979,20.0183,7.58878,13.5062,7.47921,7.80499,16.1093,4.94947,21.5388,41.5072,72.6969,0
"GO:0002097","tRNA wobble base modification",0.423575,1.02425,0.458357,0,0,0,0,0,0.697947,0,0,0,0,0,0,0,0,0,0,0,0.674628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378876,0,0,0.495653,0,0,0,0,0,0,0.988159,0,0,0,1.5229,0,1.61341,1.53433,0,0
"GO:0002098","tRNA wobble uridine modification",40.5539,26.0895,31.1084,10.0388,19.3588,26.5952,22.4635,13.7338,27.6989,20.3532,10.4782,0,9.21638,0,7.51909,3.24788,16.6304,0,27.46,12.4991,24.9962,21.1725,21.3386,0,0,0,1.39278,0.702473,3.31455,18.7872,18.7119,8.26919,17.8364,6.9626,16.0324,22.1633,18.2823,11.8738,3.63928,2.88597,6.60445,16.837,4.21252,13.8407,11.3602,50.0035,11.61,12.8666,19.7605,4.31292,32.6681,9.34183,33.554,58.8671,54.5693,0
"GO:0002099","tRNA wobble guanine modification",0,0.398663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01458,0,0
"GO:0002100","tRNA wobble adenosine to inosine editing",47.0784,32.3801,36.3485,26.8706,24.907,24.7196,24.4427,12.5296,30.9846,26.7682,20.3834,1.38649,29.5049,2.03534,19.2849,3.0569,18.2378,6.51913,30.9086,24.1445,26.7559,25.3705,33.6046,2.2702,3.43246,0.991801,4.18015,2.9741,17.9581,21.8585,38.0794,12.538,17.5568,8.98359,19.0522,21.0455,31.6515,26.3731,13.05,2.99501,6.32637,15.9276,28.6951,27.1488,10.3547,46.341,23.3451,13.3638,12.1306,17.1041,45.6434,9.8782,36.3883,61.667,43.5914,2.44781
"GO:0002101","tRNA wobble cytosine modification",0.344488,1.42904,0.324512,0,0.373081,0.794773,0.420974,2.79603,0.684266,0,0.891769,0,0,0,0,0,3.04672,0,0.504546,0,0.276011,1.92701,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17807,0.209467,0,0,0.540741,1.07576,0,0,0,0.57894,0,0,1.07506,0,0,2.2432,0,1.80707,2.35201,10.0093,0
"GO:0002109","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA,5S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0002128","tRNA nucleoside ribose methylation",0.328994,0,0,0,0.891591,0,0,7.14117,0,0,2.43526,0,1.52002,0,0,0,9.62711,0,0,0,1.20458,5.81071,0,0,0,0,0,0,0,0,0.547327,0,0,0,0,0,0,0,0,0,2.47848,0,0,0,1.15799,0,0,4.93863,0,0,0.68602,0,0,0,20.0276,0
"GO:0002143","tRNA wobble position uridine thiolation",0.246856,2.31755,0,0,0,0,0.9665,0,0,0,0,0,0,0,0,1.03529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70069,0,0
"GO:0002181","cytoplasmic translation",0,0.416596,0,0,0,0,0.950261,0,0,0,0.0962239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536991,0,0
"GO:0002938","tRNA guanine ribose methylation",0,0.22986,2.26388,0,0.622467,1.14939,0,0,0.504653,0,0,0,0.94483,0,1.10559,0,1.25637,0,0,0,0.559644,0,0,0,0,0,0,0,0,4.29911,1.01254,0,0,0,2.48201,0,1.28435,0.753922,1.41411,0,0,1.42718,0.384213,5.1712,0.616052,0,0,0,0,0,1.91349,0,0.311081,0,0,0
"GO:0002949","tRNA threonylcarbamoyladenosine modification",174.428,110.473,181.526,82.8973,97.3084,83.5155,88.4394,46.4082,100.427,92.1348,72.5306,3.24431,79.4565,2.85493,51.0109,10.0837,79.2261,19.6541,115.345,80.7828,88.59,72.0579,91.1431,3.04695,7.90814,3.40328,8.41915,4.36422,44.7995,82.7769,140.89,39.2933,50.4301,26.8304,96.8064,73.9634,120.556,91.3105,38.1747,32.3313,29.8944,75.395,70.1244,98.0403,49.015,163.79,68.6388,51.8991,40.7122,21.8028,151.463,36.0503,161.352,194.081,165.418,4.36478
"GO:0003333","amino acid transmembrane transport",0,0.211898,0,0,0.365102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377451,0,0,0,0,0,0.384763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0005975","carbohydrate metabolic process",1842.97,1103.47,1700.43,1029.62,1102.29,945.549,960.948,695.058,1140.8,825.172,995.722,59.0184,1202.73,63.081,743.463,77.5749,1104.45,340.804,985.539,1067.34,974.261,969.629,1127.86,71.5402,146.51,54.4268,119.525,97.4475,706.119,852.126,1494.35,442.581,576.905,434.489,811.812,685.068,1351.02,1127.89,589.304,215.666,412.216,822.505,1150.87,1197.81,627.013,730.437,819.22,703.232,535.916,365.975,1475.15,440.439,1471.06,1818.47,1544.88,86.085
"GO:0005976","polysaccharide metabolic process",8.15323,1.82667,6.73244,1.68344,1.80895,2.76154,2.08102,0,1.2416,0,1.70835,0,3.36431,0,0.945472,0,3.19682,0,4.54053,2.15032,1.79106,1.6967,2.05786,0,0.479615,0,0,0,0,4.17598,6.96651,0,0,0,3.63925,0,3.96344,1.733,0,0.647623,1.94354,4.06502,1.39832,4.59866,1.55156,2.05258,0.871736,2.92426,0,0,1.7403,9.7123,2.51467,5.77954,5.47381,0
"GO:0005978","glycogen biosynthetic process",177.318,81.7072,129.962,96.1035,93.0725,70.3402,77.629,70.5095,79.7189,51.1377,85.5098,6.24775,98.0079,5.99133,59.0032,4.96822,93.383,25.2546,65.3483,101.478,91.2244,80.0548,88.164,6.02345,13.2089,5.56454,13.9991,10.3847,70.937,67.603,111.981,34.9965,62.7537,35.2339,59.5294,31.3298,86.6085,84.8842,49.7317,14.007,33.3614,68.3888,79.5414,85.9351,44.6677,16.4012,76.8508,55.9433,35.1635,21.8737,93.1893,20.8471,104.312,143.744,112.448,9.51313
"GO:0005980","glycogen catabolic process",36.8612,25.4174,35.3289,15.1542,19.2749,18.4604,20.8201,7.6595,24.8749,12.8882,16.1117,0.893833,18.8499,0.479806,7.6679,2.00652,17.3825,9.26898,21.7479,13.677,14.6995,15.5402,18.6099,1.2378,3.00388,0.535473,2.00889,1.23507,6.65062,13.4173,23.3024,8.22713,9.19213,8.39619,13.4911,8.38494,26.325,22.2518,10.3969,2.11552,3.11406,11.2964,16.1293,20.3304,14.1312,6.96816,27.6239,10.3795,10.9417,3.89386,29.4917,7.79569,28.5331,45.3873,25.0496,0
