taxon,lfc_.Intercept.,lfc_Isola.Sacra,lfc_Selvicciola,se_.Intercept.,se_Isola.Sacra,se_Selvicciola,W_.Intercept.,W_Isola.Sacra,W_Selvicciola,p_.Intercept.,p_Isola.Sacra,p_Selvicciola,q_.Intercept.,q_Isola.Sacra,q_Selvicciola,diff_.Intercept.,diff_Isola.Sacra,diff_Selvicciola,passed_ss_.Intercept.,passed_ss_Isola.Sacra,passed_ss_Selvicciola
GO:0015628: [BP] protein secretion by the type II secretion system,0.277247742872964,-0.56076592611311,-1.15078926464756,0.13793233558109,0.230485229659542,0.407143840835868,2.01002717531721,-2.43297987876029,-2.82649311920078,0.0505840343617965,0.0191081429279247,0.00705331621171794,0.109155021517561,0.188779243384317,0.16998025480188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GO:0015675: [BP] nickel cation transport,-0.389637213632784,0.0388002828524149,0.380179295630673,0.120936774128503,0.189084337055408,0.375780203704797,-3.22182575515674,0.205200935501311,1.01170655580711,0.00306125313194494,0.838801145147547,0.319769057216571,0.0149418307630646,0.948469898140932,0.9183565130524,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
GO:0015689: [BP] molybdate ion transport,0.0732974239533959,0.064471956015046,-0.358438191839591,0.0596481669441402,0.129206086511663,0.386832530134147,1.22882944620977,0.498985440668278,-0.926597852862299,0.225126328954316,0.620068898235798,0.3587710850368,0.331867318642045,0.857438197784736,0.920022257669639,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0015762: [BP] rhamnose transport,-0.453885531464078,-0.419804753930975,-0.153079690147732,0.125733901469419,0.205527389174394,0.520211386345404,-3.60988982414161,-2.04257328240939,-0.294264397446486,0.00688277578074699,0.0753721946337448,0.7760466141592,0.0256539824555115,0.337144915942469,0.992758539174016,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
GO:0015774: [BP] polysaccharide transport,-0.287666157719432,0.0945642698284315,-0.688078010078447,0.177351684116234,0.211409651759855,0.342752377056898,-1.62200973254305,0.447303465292347,-2.00750762397841,0.113292970443658,0.657263703887641,0.0520409924025248,0.199785453255483,0.884337404711821,0.520128891607349,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
GO:0015794: [BP] glycerol-3-phosphate transport,-0.130167012921328,0.136446187102655,-0.711521283474863,0.183673628418874,0.268239370149923,0.370401240020486,-0.70868645674314,0.508673231026428,-1.92094735815547,0.483495712061173,0.614365447977088,0.0634126538622793,0.597717900775346,0.856007298495928,0.541649751740302,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GO:0015810: [BP] aspartate transport,-0.645146364157509,0.397867061396698,0.399046195515848,0.184611456434121,0.252126090876969,0.444167136837181,-3.49461716308884,1.57804795216869,0.898414498554239,0.0019535197481141,0.128210592407943,0.378273969424656,0.0112023660414499,0.460573206452126,0.920022257669639,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
GO:0015813: [BP] L-glutamate transport,0.0483164292760456,-0.283139807271167,-0.733866821800163,0.154622783305428,0.241983949617402,0.436939898528633,0.312479365868131,-1.17007680765123,-1.67956010488264,0.756222487624064,0.248566980310221,0.1004681100335,0.829446694854772,0.594241760508401,0.638634497887362,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
GO:0015821: [BP] methionine transport,0.107811976116958,-0.0105269036181592,-0.36549186959518,0.0492489598075058,0.0869535237263989,0.369462763096574,2.18912189289583,-0.121063565535105,-0.989252249758237,0.0334833558219199,0.904146064683896,0.327500453646338,0.0802817303332582,0.967884821202082,0.918978862126093,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
GO:0015824: [BP] proline transport,-0.00676875299209968,-0.0442384455785897,0.460783354613293,0.0939393196226976,0.14333473334805,0.256640676407033,-0.0720545243385414,-0.308637303361555,1.79544163093807,0.942870899384061,0.758990918849741,0.0791542067649096,0.972267247746912,0.928065045506077,0.599575247361942,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0015826: [BP] threonine transport,-0.244076771490277,0.0390370662524515,0.238919316978223,0.170504787160159,0.260093515237803,0.381027667624641,-1.4314951243041,0.150088579550936,0.627039286851967,0.161417133824106,0.881581578702288,0.534821780091773,0.256515600263114,0.961299061882814,0.979473983951584,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
GO:0015833: [BP] peptide transport,0.0107286963963049,0.197016894030053,0.0668180071619469,0.0754753791390719,0.124408140017996,0.175240915179133,0.142148294168037,1.58363346644002,0.38129227465883,0.887545744155363,0.119710835613275,0.704634738099624,0.936663462300383,0.442175158571557,0.984511911500743,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0015846: [BP] polyamine transport,-0.374315977114078,0.209716827513159,0.315634849943384,0.143063171946897,0.209019640472654,0.611761958631467,-2.6164384028408,1.00333550971061,0.515943898586749,0.0127893563465726,0.322215906603863,0.608963267980787,0.0392061117098797,0.658359556553207,0.984497091617249,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
GO:0015886: [BP] heme transport,-0.596184419804631,0.84074170587315,0.861100294771211,0.161569856798859,0.24297984760041,0.420723094574772,-3.68994830853153,3.46012936536113,2.04671506241304,0.00109343446179387,0.00195090130675579,0.0513362643867821,0.00766338682624764,0.0516044861787015,0.520128891607349,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
GO:0015888: [BP] thiamine transport,-0.284425983457831,0.375497045320166,0.530243265336314,0.0882343908989751,0.137418529483714,0.426065249373817,-3.22352747675776,2.7325066476182,1.24451188196082,0.00241819820278564,0.00908380348929136,0.220051952501139,0.0128242998318334,0.129641964995513,0.827718353444652,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
GO:0015891: [BP] siderophore transport,0.137621742912474,-0.682595583895839,0.360555067525244,0.245365879212403,0.426152013796311,0.374432391874764,0.56088378447005,-1.60176547756994,0.9629377034395,0.578169328088476,0.117489026436192,0.341666814055816,0.684125323279294,0.436051209335262,0.920022257669639,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GO:0015914: [BP] phospholipid transport,-0.0193155040923083,-0.146990563299647,-0.288498948151858,0.159164917679134,0.255770535389462,0.34593813195446,-0.121355285913238,-0.57469701533769,-0.83396110894718,0.903974969870562,0.568491002810535,0.408911920350933,0.949115845446685,0.842887102904413,0.92843530908206,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
GO:0015920: [BP] lipopolysaccharide transport,0.0942375753851165,-0.38693336549851,-0.417166749284643,0.129289608277871,0.235628899837921,0.384677934900165,0.728887469305185,-1.64213034039824,-1.08445718206559,0.470021986721688,0.107857502142361,0.28420518653538,0.588424471926388,0.424519602797279,0.892905183751002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GO:0015936: [BP] coenzyme A metabolic process,-0.297042017798923,0.24923368886227,-0.144450283076379,0.107145898440894,0.153903213799046,0.422480122824591,-2.7723134727624,1.61941835202804,-0.341910246831549,0.00840976183293943,0.113216045384028,0.734208354476068,0.0289934357076281,0.429801653772699,0.992758539174016,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
GO:0015937: [BP] coenzyme A biosynthetic process,0.0926226179381348,0.048552428474326,-0.0722493422055901,0.046331937573894,0.0980201717882147,0.163146152300619,1.99910952980139,0.495330987372985,-0.442850420845113,0.0511586232506905,0.622580634864375,0.65982286537593,0.110105173400436,0.857438197784736,0.984511911500743,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0015940: [BP] pantothenate biosynthetic process,-0.144578573447929,0.346113670965317,0.513498323633187,0.125111805090378,0.158942971826802,0.389931100492926,-1.15559497637724,2.17759657433908,1.31689501807898,0.253566808420376,0.0343825615986636,0.19412659048483,0.365042306535533,0.234800864744965,0.813237953887506,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0015941: [BP] pantothenate catabolic process,0.0401792299091051,0.0843665640478093,-0.311210552623882,0.0587742341005472,0.103288094951849,0.276425244370036,0.683619795714719,0.816808210928273,-1.12583983902455,0.497571895868282,0.418159126636051,0.265949442389449,0.610791848221544,0.751952815442021,0.872314171037394,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0015942: [BP] formate metabolic process,-0.581404402069536,0.481066228414584,0.00521299345538579,0.198773700554245,0.31492217555232,0.639213272360535,-2.92495637223835,1.52757178045933,0.00815532730748042,0.00837375387161839,0.142280104827056,0.993573863050935,0.0289934357076281,0.480122164436979,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
GO:0015944: [BP] formate oxidation,-0.473415257713414,0.527107480771839,0.507753385801468,0.165640546999984,0.232096442937482,0.370963796996598,-2.85808798804232,2.27107091388653,1.36874107369061,0.00743554226833399,0.0300089073969907,0.180612809359397,0.0272067075718154,0.225755083170022,0.796533149634585,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
GO:0015948: [BP] methanogenesis,-0.230624222662896,0.362552307479384,-0.758760614976052,0.310994390694603,0.486442853614305,0.90182573511699,-0.741570361278216,0.745313256810321,-0.841360570484963,0.464749657225627,0.462521630053942,0.407536233978348,0.585398953801865,0.780106490954042,0.92843530908206,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0015969: [BP] guanosine tetraphosphate metabolic process,0.0537241970068867,0.0817347027429229,0.173019318990121,0.0540639962475292,0.0912809194176591,0.179966412853836,0.993714870075703,0.89541936326192,0.961397831108863,0.325243728623144,0.374940694420465,0.341072595742947,0.443760162181327,0.715003184708795,0.920022257669639,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0015976: [BP] carbon utilization,-0.128995803725265,-0.0686798092231728,0.115161341009782,0.0937021334883387,0.174388946511728,0.239596689346855,-1.37665812850802,-0.393831206604336,0.480646628814923,0.175744123897233,0.695651896344698,0.633204184110471,0.277134964607175,0.895501656205106,0.984497091617249,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0015977: [BP] carbon fixation,-0.0324031493350739,0.357166039536414,-0.213582726036463,0.142379730674341,0.197670581336269,0.397862804598123,-0.227582600287313,1.80687503988678,-0.536825065243785,0.820979273467093,0.0773251332163417,0.59397556587559,0.888130612457805,0.33819459472824,0.984497091617249,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
GO:0015986: [BP] ATP synthesis coupled proton transport,0.137365225212307,-0.0734862261699707,0.0482130844356441,0.0534607292123452,0.0903905879137454,0.136836469549786,2.56946037280364,-0.81298537675288,0.352340897088861,0.0132798146589663,0.420159157218823,0.726093609533252,0.0404812194065145,0.75389608078651,0.992758539174016,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0015990: [BP] electron transport coupled proton transport,-0.636005012165031,0.779715707668943,0.853283704019948,0.134039960403677,0.203988142040844,0.461032963001104,-4.7448910776281,3.82235800506886,1.8508084508003,9.78880445709679e-05,0.000929260564978415,0.077671063221938,0.00174496079452595,0.0331301592731435,0.598730058032115,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
GO:0015991: [BP] ATP hydrolysis coupled proton transport,0.00807826561545837,0.075172026079061,0.257576900912901,0.082170671922482,0.123930324100029,0.282501294325834,0.0983108136572039,0.60656684814595,0.911772462946008,0.922094893424397,0.546996708330104,0.366445105300633,0.959540371329956,0.836720449516186,0.920022257669639,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0015996: [BP] chlorophyll catabolic process,-0.736306556270848,0.227555454855759,0.783477605332612,0.162117337897157,0.230348497820505,0.529932006518627,-4.54181252802179,0.987874707275399,1.47844930235417,0.000675709135351917,0.342714943230026,0.165050489649593,0.0059127798244783,0.677171695056919,0.788278310340157,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
GO:0016024: [BP] CDP-diacylglycerol biosynthetic process,0.151251291044085,-0.264316574143795,-0.649929722512624,0.0795192885563431,0.135520866145036,0.331558041553357,1.90207047610739,-1.95037547842205,-1.96022910338018,0.0634342891888064,0.0572400215609057,0.0560423295800591,0.128434857123015,0.314056945398299,0.531043320046797,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GO:0016042: [BP] lipid catabolic process,0.0941161102433959,0.0894954946698296,-0.284308379918725,0.0748044644334457,0.126889942685716,0.213198500781159,1.25816167465689,0.705300142592816,-1.33353836390509,0.214295713969408,0.48396296179139,0.188521396490172,0.323614153692293,0.781200056434921,0.813237953887506,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0016051: [BP] carbohydrate biosynthetic process,-0.059771711063624,0.0698699309450023,-0.891224294671021,0.0779277295294594,0.13828895458318,0.368484034137656,-0.767014661206423,0.505245926224541,-2.41862390797123,0.447169035667633,0.615907690381216,0.0197841890585401,0.567613946203497,0.856007298495928,0.318098726039272,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
GO:0016052: [BP] carbohydrate catabolic process,-0.0105359539323946,0.231933732856074,-0.124509594311189,0.112471285010682,0.160363880744669,0.320356171896582,-0.0936768343261483,1.44629658361386,-0.388659889316517,0.925755807298703,0.154592716208828,0.699246445505881,0.960911091120172,0.495038368689294,0.984511911500743,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0016075: [BP] rRNA catabolic process,0.127203527100101,-0.0509289264176132,0.0456197059912664,0.0537121748256638,0.0889268765682134,0.111257940897295,2.36824383881256,-0.572705669905622,0.410035505091534,0.0218618430202758,0.569462750011031,0.683567167133806,0.0580152468499228,0.842887102904413,0.984511911500743,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
GO:0016114: [BP] terpenoid biosynthetic process,0.0651206330297862,0.064572831780311,0.136873364972502,0.0479992839233905,0.0861481543784307,0.151399472211568,1.35670009439562,0.749555602742877,0.904054439378975,0.181094360953836,0.457106102239351,0.370389954051952,0.283933797288997,0.778903283674352,0.920022257669639,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0016117: [BP] carotenoid biosynthetic process,-0.0574253284963035,-0.247559778144911,-0.555879256655082,0.10788497608577,0.193322946203965,0.310922936794579,-0.532282905180882,-1.28055041062598,-1.78783611909063,0.597403023600382,0.207548746943826,0.081195177033934,0.698816660987609,0.550776610012743,0.605273137889326,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
GO:0016226: [BP] iron-sulfur cluster assembly,0.0681530774266901,0.0551885362860518,0.150380561617148,0.0409134061409099,0.07817748010108,0.174947671053478,1.66578840177628,0.705939053224732,0.859574527123486,0.102137009440308,0.483569051428036,0.394209608834106,0.18611632831345,0.781200056434921,0.922795336031632,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0016260: [BP] selenocysteine biosynthetic process,0.12187786200689,-0.0169393845400274,-0.062143178051753,0.0512666833692675,0.0900830265523328,0.126231141197999,2.37733073405625,-0.188041911871008,-0.492296730125243,0.0213862405010998,0.851620376946714,0.624708177330286,0.057122857364501,0.94861477115548,0.984497091617249,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
GO:0016310: [BP] phosphorylation,-0.10695548361173,0.0105399268314236,-0.0643281867881712,0.0972198377676752,0.159061416833353,0.302628910643671,-1.10014052756722,0.0662632525300973,-0.212564578352245,0.277391859691233,0.947475374013026,0.832671083759304,0.390827018808953,0.986469159616016,0.999692955611463,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
GO:0016311: [BP] dephosphorylation,0.0817041105271529,-0.0856315207730122,-0.0436545780274641,0.0625317544838545,0.111335986145882,0.304152969967683,1.30660192092081,-0.769127069668299,-0.143528363481384,0.197705595596427,0.445665950937743,0.886486531568098,0.305611602835134,0.769360167934631,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
GO:0016539: [BP] intein-mediated protein splicing,-0.0832672608311271,0.19479536931995,-0.128364417112919,0.115686883980846,0.244248624213843,0.698398168444629,-0.719764055922825,0.797529033978933,-0.183798330111309,0.475564441715006,0.429526074216031,0.85503567016202,0.592648696362166,0.757666896272277,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0016579: [BP] protein deubiquitination,-0.45641620716715,0.252025811671464,0.522246412707358,0.101541423377943,0.196335221677523,0.50927003183806,-4.49487698698436,1.28365053156591,1.02548035434652,0.00201570191153569,0.235194218207834,0.335141943418253,0.0114605954264916,0.583050918036496,0.920022257669639,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
GO:0016998: [BP] cell wall macromolecule catabolic process,0.117346811181602,0.0272500231523453,-0.487368733836799,0.101111822877476,0.154870529552278,0.477448490939978,1.16056468810575,0.175953573808546,-1.02077761912555,0.251558672311351,0.86107065097669,0.312477250654253,0.36316568890019,0.949567201696587,0.917998797618503,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0017001: [BP] antibiotic catabolic process,0.0138077689208088,-0.261413116374401,-0.80564040559587,0.15514093678266,0.24548256737605,0.418411537671138,0.0890014538210009,-1.06489482804678,-1.9254736857402,0.929560770293026,0.293823797186697,0.0618821878075324,0.962424029848839,0.642744332890978,0.541649751740302,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GO:0017003: [BP] protein-heme linkage,-0.283303616541048,0.0583022732405827,-0.44988283990782,0.15581247605321,0.21696227664551,0.398465743760343,-1.81823448107133,0.268720784746565,-1.12903768254267,0.0787031865673825,0.789924884631116,0.267543475081022,0.152930362524298,0.93632609969014,0.87404641261529,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0017004: [BP] cytochrome complex assembly,0.192152996043985,-0.285083218197363,-0.0802405025452584,0.0880739016982132,0.166911409269953,0.251572824772558,2.18172457832515,-1.70799119990824,-0.318955366573485,0.0341648696088232,0.094235918218838,0.751173602196757,0.081439514765218,0.390269964340642,0.992758539174016,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
GO:0017013: [BP] protein flavinylation,0.0271781037391292,0.172678099415938,0.0125703849443278,0.0599995075528964,0.110139384041466,0.221273716015992,0.452972113398907,1.56781428295375,0.0568092097455409,0.652568278226592,0.123360398509686,0.954928203793192,0.747354732047214,0.45361222770378,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0017038: [BP] protein import,0.213093842267652,-0.220111093223644,-0.0355651710823168,0.0475498730986368,0.0993746351899507,0.106024111044936,4.4814807775746,-2.21496252844512,-0.335444180873567,4.45856662832694e-05,0.03144283483709,0.738722038814912,0.00114250769850878,0.234392041512853,0.992758539174016,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
GO:0017148: [BP] negative regulation of translation,-0.0732553224421654,0.198736252007254,0.254721551432549,0.100195302336723,0.129131963150853,0.217692012526452,-0.731125319588128,1.53901673263565,1.17010058603596,0.4683321088019,0.130506264489255,0.247859758872623,0.587205396357122,0.460590233279399,0.84685417614813,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0017183: [BP] peptidyl-diphthamide biosynthetic process from peptidyl-histidine,-0.57877256362733,0.741176123102233,0,0.133549897046129,0.238012148114613,0.499389647985275,-4.33375522129693,3.11402644349617,0,0.000972253696630779,0.00895362018862651,1,0.00711828599318963,0.129641964995513,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
GO:0017186: [BP] peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase,-0.544721864480853,-0.408707309169495,0.664769678863504,0.131742773025424,0.217273141656936,0.493512291510821,-4.13473811102893,-1.88107607803097,1.34701747109155,0.00138375378425325,0.0844405946302687,0.202861925865663,0.00869217131970312,0.357631713805836,0.815425388283548,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
GO:0018160: [BP] peptidyl-pyrromethane cofactor linkage,-0.179460592842361,0.171731666697478,-0.483302395512191,0.0845772005828683,0.138774266611998,0.580586585171546,-2.12185543628305,1.23748927585852,-0.832438102870373,0.0397916452290688,0.222779409921826,0.409870221814275,0.09063652524399,0.57087223792468,0.92843530908206,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0018277: [BP] protein deamination,-0.386790219702365,0.112287498322346,-1.49407518395278,0.122728109332235,0.21676255034252,0.453768885784282,-3.15160252860486,0.51802074733349,-3.29259063536378,0.0055189044282517,0.610752575230588,0.00404694799159271,0.0220899064679878,0.856007298495928,0.118517762610929,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
GO:0018298: [BP] protein-chromophore linkage,-0.205125658794702,0.0651479863672714,0.262886091653811,0.130114147951916,0.223028235248819,0.403383713029299,-1.57650541484932,0.292106451430195,0.651702295265245,0.123657531131934,0.77188206505188,0.518732442067595,0.211248282350387,0.933544680446227,0.96618894552369,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
GO:0018307: [BP] enzyme active site formation,-0.285570061099996,0.0875515362719586,-0.388718710591253,0.117085667719316,0.199206571911491,0.512566882570127,-2.43898392230704,0.439501244521482,-0.758376562766071,0.0406288496394778,0.671928600586438,0.469975276576687,0.0922871376852403,0.884337404711821,0.949211149736166,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
GO:0018339: [BP] peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid,0.107976689187133,-0.00640918024594599,-0.236961153861077,0.0605238759017872,0.110321312555288,0.291162290231089,1.78403460747207,-0.0580955764348255,-0.813845617414969,0.0807400459626538,0.953913681677746,0.419752479117875,0.155828881275584,0.988529577539376,0.943005569525089,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0018364: [BP] peptidyl-glutamine methylation,-0.0589014196589047,0.270847336905993,0.105850053342235,0.0725379697172558,0.115306392633278,0.366512393794261,-0.812008109525194,2.34893600190407,0.288803476047396,0.420795793848975,0.0229915287360818,0.773975389568613,0.540379717640285,0.19545940057944,0.992758539174016,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0019068: [BP] virion assembly,-0.0753365773378022,-0.914304947588535,-2.37278534108773,0.138611540718279,0.214790574183494,0.470831778392125,-0.543508693052622,-4.25672751732322,-5.03956073056647,0.594272094343874,0.00060266881726796,0.000120842284951539,0.697143229416276,0.024432882382506,0.00990906736602616,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
GO:0019069: [BP] viral capsid assembly,-0.500796735699714,0.167473264361931,-0.138466039167837,0.127708518144105,0.209872493528931,0.455366080210094,-3.92140432742801,0.797976245223604,-0.304076313949323,0.000606098488400291,0.43239923825159,0.763586343671087,0.00540218217921998,0.757666896272277,0.992758539174016,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
GO:0019242: [BP] methylglyoxal biosynthetic process,-0.419724160127028,0.0377245876091862,0.225200279688188,0.135533864273872,0.19174494927283,0.443682671936798,-3.09682131750405,0.196743579177716,0.507570599286933,0.00452568582754823,0.845501681831064,0.615875817829126,0.0198452533614414,0.948469898140932,0.984497091617249,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
GO:0019243: [BP] methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione,-0.332375654174485,0.5010809209196,-0.10524993402978,0.188849031454639,0.242932946560137,0.437692684802894,-1.76000719524114,2.06263056540814,-0.240465371444756,0.0882721693652541,0.0476114070286273,0.811552682286201,0.167166694871844,0.287068777672606,0.995985289481215,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GO:0019251: [BP] anaerobic cobalamin biosynthetic process,-0.0889012595805057,0.349856755627538,-0.166841843609278,0.124060686445049,0.187970873638009,0.453176079318231,-0.716594935333388,1.86122854491428,-0.368161187722616,0.477246745477092,0.0691094247293876,0.714441872415606,0.593842687847064,0.329475164407545,0.992758539174016,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0019262: [BP] N-acetylneuraminate catabolic process,-0.000683175843702498,0.173710168567487,0.082184738728309,0.131605620039744,0.173038197954035,0.364923877076242,-0.00519108411552778,1.003883365762,0.225210636768332,0.995880104192609,0.320575445385767,0.822791785557468,0.999536946680465,0.658359556553207,0.995985289481215,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0019264: [BP] glycine biosynthetic process from serine,0.144558670062874,-0.100632393200049,0.103702859734122,0.0642468787394843,0.109052457065814,0.14910822466424,2.25004969734089,-0.922788866089619,0.695487187025658,0.0289699160806218,0.360638970331809,0.490035470113584,0.0707003904348509,0.697462159603971,0.965935301666199,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
GO:0019277: [BP] UDP-N-acetylgalactosamine biosynthetic process,0.0659330746426018,0.0669116680843639,0.11719755793977,0.0651717275299858,0.0935226748002337,0.172130331203431,1.01168216865612,0.715459306818251,0.680865232294597,0.316659803905219,0.47772078596061,0.499161776130773,0.434599064713895,0.780106490954042,0.96618894552369,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0019281: [BP] L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine,-0.0129281448208686,0.246258781777344,-0.346558953848501,0.131224449623512,0.198444356138782,0.399629646692562,-0.098519329728263,1.24094626105226,-0.867200310879616,0.921967387376523,0.221201399069529,0.390537163203847,0.959540371329956,0.570587282340765,0.922676458580533,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0019284: [BP] L-methionine biosynthetic process from S-adenosylmethionine,-0.437903200071662,0.438253465047484,0.125846161148551,0.105423798344461,0.162911415985757,0.359458332854799,-4.15374144119583,2.69013354525014,0.350099440313672,0.000172459520260675,0.0104588228843637,0.728147837485736,0.0024382208036854,0.138326367180295,0.992758539174016,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
GO:0019285: [BP] glycine betaine biosynthetic process from choline,-0.401599462258047,0.595618317899536,0.329409022956415,0.164588956335456,0.243000283644621,0.430851335896307,-2.44001463524399,2.45110132780999,0.76455379271632,0.0224473303035224,0.0219049095843729,0.451989719167772,0.0591858869739177,0.19545940057944,0.949211149736166,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0019287: [BP] isopentenyl diphosphate biosynthetic process, mevalonate pathway,-0.0811166412772752,0.093107815652483,-0.455703486866015,0.0946146019529478,0.129887695970577,0.383896134864463,-0.857337446894454,0.716833222398328,-1.18704890588936,0.395904204759119,0.477265074048235,0.241577760323186,0.51205275694397,0.780106490954042,0.84685417614813,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
GO:0019288: [BP] isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway,0.063065893589447,0.0674528003215159,0.144418806154246,0.0483713400914993,0.0869506094982922,0.161880933102003,1.3037863633745,0.775759948213367,0.892129810391232,0.198398624546312,0.441618964631973,0.37668364119888,0.305611602835134,0.767219387708089,0.920022257669639,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0019290: [BP] siderophore biosynthetic process,-0.378919454290048,0.243038326007694,0.665332688386735,0.201542167876127,0.265819900234073,0.42696307950911,-1.88010012139466,0.914296957427498,1.55829091628176,0.0705358862224394,0.368367511863039,0.130396712483756,0.141071772444879,0.706037398561242,0.722468271869459,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
GO:0019294: [BP] keto-3-deoxy-D-manno-octulosonic acid biosynthetic process,-0.00825555721018511,-0.298269110777355,-0.712068614274436,0.118929560620543,0.202691453671317,0.429585287516899,-0.0694155192965468,-1.47154261008471,-1.65757216312122,0.944996337139377,0.148778982028921,0.105037239770139,0.972267247746912,0.485382369519496,0.657485012301631,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GO:0019298: [BP] coenzyme B biosynthetic process,-0.853218199936914,1.21944344626392,0,0.154975197227452,0.238048232739706,0.522482547733521,-5.50551452878407,5.12267380534313,0,0.000377483605989101,0.000625720158576374,1,0.0040728494330403,0.024432882382506,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
